time,ax,ay,az (m/s^2),aT (m/s^2)
0.000867,0.4737,0.2840,-0.6293,0.837
0.003821,0.5106,0.2807,-0.6764,0.893
0.009448,0.4796,0.2617,-0.5387,0.767
0.013870,0.4457,0.2245,-0.4412,0.666
0.018372,0.4518,0.2240,-0.3051,0.589
0.023062,0.4191,0.1481,-0.1997,0.487
0.029438,0.3097,-0.0145,-0.1078,0.328
0.032727,0.2522,-0.1825,-0.0196,0.312
0.037837,0.1106,-0.2990,0.1005,0.334
0.042268,-0.0536,-0.4267,0.2294,0.487
0.047427,-0.1720,-0.5538,0.3006,0.653
0.052990,-0.3268,-0.6205,0.2607,0.748
0.057167,-0.5157,-0.6945,0.1938,0.886
0.065311,-0.5681,-0.7250,0.2161,0.946
0.067154,-0.7504,-0.5110,1.0280,1.371
0.071370,-0.2760,-0.6351,0.5218,0.867
0.076198,-0.2094,-0.5691,0.1138,0.617
0.081168,-0.2474,-0.3995,-0.1970,0.510
0.086655,-0.1551,-0.1705,-0.3553,0.423
0.091527,0.0106,0.0673,-0.1633,0.177
0.095823,0.2305,0.2165,0.0553,0.321
0.100805,0.4090,0.2499,0.1008,0.490
0.105244,0.4016,0.2260,0.0958,0.471
0.111132,0.2785,0.2006,-0.0023,0.343
0.114855,0.1981,0.1740,-0.0172,0.264
0.120486,0.2027,0.1060,0.0265,0.230
0.125470,0.3013,0.0847,-0.0165,0.313
0.130981,0.3607,0.0813,-0.0532,0.374
0.134746,0.3647,0.1363,0.0278,0.390
0.139195,0.4943,0.1830,-0.0405,0.529
0.143849,0.5700,0.2388,-0.2138,0.654
0.150148,0.6906,0.3293,-0.5465,0.940
0.155417,0.4122,0.4537,-0.1968,0.644
0.159074,0.4476,0.5164,0.0629,0.686
0.165126,0.6066,0.3870,0.1056,0.727
0.169119,0.5152,0.2759,0.1750,0.610
0.172786,0.4599,0.1405,0.1907,0.517
0.178049,0.2119,-0.0404,0.0441,0.220
0.182759,0.1540,-0.1554,-0.0229,0.220
0.187476,0.2378,-0.2549,-0.1599,0.384
0.192813,-0.2140,-0.7129,-0.1704,0.764
0.197999,-0.5071,-0.6114,0.5450,0.963
0.202525,0.2624,-0.0673,0.2618,0.377
0.207151,1.1039,0.3197,-0.9450,1.488
0.214566,0.3864,0.2718,-0.9597,1.070
0.216926,0.1519,0.2890,-0.5784,0.664
0.221792,0.0494,0.2795,-0.4160,0.504
0.225899,0.7302,0.9690,-0.3358,1.259
0.232081,0.3200,0.5913,0.2345,0.712
0.236188,-0.4546,0.0106,0.3208,0.556
0.240842,-1.0000,-0.6726,0.5349,1.319
0.248285,-0.8429,-0.9416,0.1999,1.279
0.250672,-0.5777,-0.8682,-0.0935,1.047
0.255307,-0.3508,-0.5808,-0.0708,0.682
0.261900,-0.0891,-0.1691,0.0579,0.200
0.265928,0.2039,0.0461,-0.0046,0.209
0.270419,0.3356,0.0763,-0.2830,0.446
0.274600,0.0455,-0.0388,-0.2941,0.300
0.280469,-0.2157,-0.1750,-0.2279,0.359
0.284759,-0.1297,-0.2796,-0.2094,0.373
0.290368,0.4594,-0.0824,-0.9431,1.052
0.294873,0.1281,0.0882,-0.6968,0.714
0.299169,-0.2441,0.2033,-0.4427,0.545
0.304539,-0.2753,0.2251,-0.2804,0.453
0.309592,-0.0712,0.2017,-0.3083,0.375
0.314057,-0.2054,0.0957,-0.2950,0.372
0.318571,-0.4429,-0.0382,-0.0838,0.452
0.323698,-0.2544,-0.0394,0.0540,0.263
0.327695,0.4044,-0.0101,0.0302,0.406
0.333055,0.2124,-0.0341,0.1624,0.270
0.338951,0.1427,-0.0778,0.4164,0.447
0.342985,0.2413,-0.0377,0.3064,0.392
0.350076,0.1325,-0.0810,0.1914,0.246
0.355544,0.0334,-0.2243,0.1029,0.249
0.357215,0.1335,-0.1408,0.0335,0.197
0.362190,0.2357,-0.2206,0.3054,0.444
0.366917,0.6556,0.1782,0.3371,0.758
0.371975,0.8465,0.4505,0.0671,0.961
0.377275,0.2484,0.3822,0.0341,0.457
0.380943,-0.2085,0.1598,0.1403,0.298
0.386533,-0.4072,0.0227,0.0745,0.415
0.391824,-0.3445,0.0569,0.1627,0.385
0.396839,0.0992,-0.0031,-0.1001,0.141
0.401073,0.1060,-0.0589,-0.0322,0.125
0.406472,0.1513,-0.1265,-0.1198,0.231
0.409744,-0.1376,-0.4331,-0.1860,0.491
0.414868,-0.7104,-0.4384,0.0500,0.836
0.420289,0.5773,0.0838,-0.6052,0.841
0.425115,0.4641,0.6334,-0.1607,0.802
0.432753,0.3262,0.7059,0.3301,0.845
0.434684,0.8439,0.3008,0.3669,0.968
0.438905,0.4472,0.1065,0.1910,0.498
0.444412,0.1629,-0.0604,0.0393,0.178
0.449754,-0.0106,-0.2989,-0.0888,0.312
0.453870,-0.0033,-0.3144,-0.3131,0.444
0.458210,-0.2073,-0.5572,-0.2604,0.649
0.463527,-0.3733,-0.9785,-0.0725,1.050
0.468831,-0.0180,-0.9003,-0.4073,0.988
0.474336,-0.2966,-0.7086,-0.4297,0.880
0.478058,-0.5462,-0.6100,-0.3048,0.874
0.482704,-0.6966,-0.4106,-0.3512,0.882
0.487249,-0.9461,-0.9293,0.1838,1.339
0.493496,-0.1178,-0.5797,0.3369,0.681
0.497650,0.2813,-0.3032,0.6152,0.741
0.503001,0.4100,0.1506,0.7874,0.900
0.508033,0.5526,0.4232,1.0484,1.258
0.511578,1.4690,0.5753,1.3313,2.064
0.516564,0.6144,0.4786,0.8661,1.165
0.521970,-0.4017,0.4388,1.6169,1.723
0.526722,0.0351,0.7558,2.0733,2.207
0.531561,0.5040,1.0087,0.8979,1.441
0.536110,1.0739,0.8130,0.1641,1.357
0.540204,0.9627,0.5463,0.1446,1.116
0.544973,0.4830,0.1292,0.1722,0.529
0.550888,0.2058,-0.1569,-0.2354,0.350
0.555635,0.1178,-0.3075,-0.5527,0.643
0.559717,-0.3625,-0.2655,-0.2441,0.511
0.566530,-0.0352,0.0681,-0.4579,0.464
0.571683,0.0921,0.2645,-0.4355,0.518
0.575407,0.1512,0.3547,-0.3875,0.547
0.579327,0.2040,0.3344,-0.4342,0.585
0.584589,0.1637,0.1377,-0.4037,0.457
0.589704,0.1237,-0.0084,-0.5162,0.531
0.594872,0.0984,-0.0928,-0.5419,0.559
0.599241,0.1290,-0.1727,-0.5503,0.591
0.603234,0.1099,-0.1694,-0.5533,0.589
0.610176,0.0593,-0.2384,-0.5699,0.621
0.612719,-0.1111,-0.4050,-0.6550,0.778
0.619127,-0.3200,-0.6062,-0.8063,1.058
0.622740,-0.3790,-0.8097,-0.9782,1.325
0.628746,-0.3945,-0.9234,-1.2310,1.589
0.632624,-0.1544,-0.9326,-1.7048,1.949
0.637583,-0.2179,-0.7658,-1.8080,1.976
0.642723,-0.5976,-0.5600,-1.7169,1.902
0.647775,0.0475,-0.2225,-1.7229,1.738
0.652210,0.1874,-0.2738,-1.8446,1.874
0.656640,0.4010,-0.3294,-1.8178,1.890
0.662116,0.5941,-0.0190,-2.4072,2.480
0.668685,0.0495,-0.1949,-2.0497,2.060
0.675840,0.5732,-0.1044,-3.1737,3.227
0.676093,1.3510,0.0290,-3.7930,4.027
0.681044,0.9191,-0.2548,-3.5785,3.703
0.685923,0.8764,-0.6895,-3.2470,3.433
0.690569,1.4233,-1.0061,-2.9338,3.412
0.695341,1.8370,-1.3618,-3.0181,3.787
0.701217,2.0646,-1.7280,-3.2523,4.222
0.705689,2.0805,-1.9089,-3.3454,4.378
0.712323,1.9474,-1.9675,-3.3112,4.316
0.714868,1.8501,-1.6798,-2.8786,3.812
0.720369,1.6489,-1.2675,-2.4725,3.231
0.725393,1.6403,-0.7963,-2.4027,3.016
0.729365,1.3663,-0.7927,-1.4827,2.166
0.734188,1.1143,-1.0160,-1.2116,1.934
0.738701,0.8373,-1.4539,-1.1576,2.038
0.744530,0.5380,-2.1368,-1.2696,2.543
0.752359,0.0574,-3.4275,-1.6917,3.823
0.753321,-0.3332,-4.1508,-1.9304,4.590
0.760176,-0.6686,-4.3377,-2.3622,4.984
0.763344,-1.1769,-4.2710,-2.8405,5.263
0.768354,-1.8112,-4.3105,-3.0865,5.602
0.773263,-2.5228,-4.5959,-3.3119,6.201
0.777431,-3.2555,-4.9685,-3.5964,6.944
0.782708,-3.7817,-5.2491,-3.7428,7.474
0.787256,-3.9594,-5.4868,-3.6511,7.688
0.792132,-4.0098,-5.8024,-3.6001,7.919
0.798094,-3.9762,-6.1792,-3.4672,8.125
0.803086,-4.0952,-6.5066,-3.3743,8.396
0.807579,-4.3546,-6.7319,-3.4093,8.712
0.811470,-4.6359,-6.9001,-3.2617,8.930
0.817063,-4.5871,-6.8382,-3.1466,8.815
0.825935,-4.5880,-6.6883,-3.0954,8.681
0.826255,-4.4149,-6.4648,-2.6079,8.251
0.831143,-4.0163,-6.0002,-1.5785,7.391
0.835296,-3.4350,-5.4391,-0.2675,6.438
0.840616,-2.7981,-4.9701,1.2459,5.838
0.845277,-2.2248,-4.7086,2.1599,5.638
0.849958,-1.6621,-4.5450,2.7474,5.565
0.854774,-1.2002,-4.4745,3.6598,5.904
0.859623,-0.8809,-4.3799,4.4206,6.285
0.864590,-0.5469,-4.2091,5.1671,6.687
0.869992,-0.3438,-4.0282,5.8090,7.077
0.874275,-0.1275,-3.9885,6.1070,7.295
0.878976,-0.1176,-4.1154,6.5781,7.760
0.883676,-0.0531,-4.1754,6.5028,7.728
0.888871,-0.1099,-4.2386,6.9928,8.178
0.893211,-0.2315,-4.2248,6.9386,8.127
0.898661,-0.4068,-4.2420,6.9130,8.121
0.902876,-0.6187,-4.1524,7.3224,8.441
0.908302,-0.6284,-3.5738,6.9154,7.810
0.913513,-0.4965,-3.0308,6.3292,7.035
0.917818,-0.1834,-2.7281,5.8729,6.478
0.922149,0.3095,-2.6417,5.6303,6.227
0.927392,0.9600,-2.5350,5.3967,6.039
0.933551,1.7324,-2.1833,4.8830,5.622
0.937541,2.5281,-1.6386,4.2195,5.185
0.942405,3.3270,-1.0628,3.9212,5.251
0.946252,3.8476,-0.3137,3.7420,5.376
0.951590,4.2453,0.2904,3.7274,5.657
0.956707,4.5517,0.8938,3.3438,5.718
0.961072,4.9148,1.3955,2.6577,5.759
0.967307,5.3569,1.8548,1.9750,6.003
0.971226,5.7358,2.2191,1.7769,6.402
0.976199,6.0897,2.5169,1.8228,6.837
0.980302,6.2859,2.6568,2.1321,7.150
0.985371,6.3608,2.7453,2.8230,7.481
0.989941,6.3191,2.9920,3.0496,7.628
0.995231,6.2391,3.1619,3.0943,7.648
1.000156,6.3217,3.3210,2.9482,7.726
1.004478,6.6586,3.6629,3.0532,8.190
1.009824,7.1246,4.2022,2.8142,8.737
1.014178,7.4119,4.5038,2.2870,8.969
1.019046,7.4035,4.5206,1.8355,8.867
1.023902,7.2557,4.4995,1.4945,8.667
1.029631,7.0147,4.5536,1.2177,8.451
1.034296,6.7081,4.5333,0.8519,8.141
1.038254,6.3321,4.4558,0.2551,7.747
1.043209,5.8406,4.3690,-0.5287,7.313
1.049959,5.2471,4.2641,-1.1780,6.863
1.053120,4.9304,4.4175,-1.8646,6.877
1.057823,4.2859,4.6006,-2.5047,6.768
1.062435,3.9323,4.8979,-3.0161,6.968
1.067367,3.4829,5.1229,-3.9749,7.360
1.072474,2.9136,5.0432,-4.2560,7.214
1.076846,2.3711,4.8871,-4.3459,6.957
1.082262,2.1125,4.6639,-4.9011,7.088
1.086719,2.0267,4.3788,-5.2425,7.125
1.092004,2.0000,3.9406,-5.1682,6.800
1.097547,2.0810,3.5089,-4.6715,6.202
1.101200,2.1445,2.9990,-3.4555,5.053
1.105936,2.2368,2.4048,-2.1004,3.898
1.111694,2.8070,1.9364,-0.7217,3.486
1.116281,3.5188,1.6928,1.2422,4.098
1.120737,4.0187,1.4199,3.0780,5.257
1.126385,4.2619,1.2090,4.0909,6.030
1.130763,4.4152,1.0574,4.4964,6.390
1.135710,4.6004,1.0304,4.2946,6.377
1.142116,5.0162,1.2347,3.2292,6.092
1.147603,5.4942,1.7279,2.1735,6.156
1.157186,7.2319,1.9624,-6.3010,9.790
1.168938,8.5888,0.3066,-40.1124,41.023
1.176992,6.5000,5.3140,-0.9473,8.449
1.189804,2.4810,3.5476,3.2404,5.408
1.191157,0.9398,0.7352,-1.8940,2.238
1.191719,1.9199,-0.8549,-0.5870,2.182
1.194681,2.4002,-1.5393,-0.9737,3.013
1.195435,2.1052,-0.9774,-1.6370,2.840
1.224181,1.6940,-0.4369,-2.2535,2.853
1.229548,2.3155,-0.1661,-2.4268,3.358
1.230545,3.1091,0.0383,-2.2227,3.822
1.231235,3.5847,0.2122,-1.7529,3.996
1.231714,4.2290,0.4903,-1.5479,4.530
1.232198,4.9091,0.6972,-1.4825,5.175
1.232967,4.4151,0.2486,-1.1448,4.568
1.233400,2.9356,-0.8165,-0.7636,3.141
1.234087,1.6004,-3.8334,0.3257,4.167
1.234711,6.7154,6.3602,0.4311,9.259
1.238191,1.9390,-3.8793,-3.5984,5.635
1.245261,2.1182,-0.2660,-0.2420,2.149
1.245998,-0.4104,-1.5521,0.1201,1.610
1.251044,0.0797,-0.6430,-0.7383,0.982
1.261333,2.3111,1.7246,-0.8100,2.995
1.261825,4.3319,3.7621,-1.0001,5.824
1.269502,4.9464,3.5974,-0.8460,6.175
1.270153,3.6245,1.6677,-0.6396,4.041
1.275296,1.8067,0.3065,-0.4510,1.887
1.279913,0.6426,-0.3653,0.3921,0.837
1.284775,-0.5536,-0.2090,1.1840,1.324
1.289716,-0.8811,-0.0962,1.2291,1.515
1.294347,-1.0310,0.4367,1.2671,1.691
1.299164,-1.3310,0.8695,1.3500,2.086
1.304505,-1.6978,1.0849,1.2032,2.347
1.309178,-1.8616,0.9826,0.6108,2.192
1.314780,-1.6205,1.0953,0.9353,2.168
1.318871,-0.8677,0.5113,0.5641,1.154
1.323591,-1.3137,0.3133,0.5823,1.471
1.328505,-3.3299,0.4031,0.4691,3.387
1.333161,-4.7467,0.3740,0.1784,4.765
1.338061,-5.8557,-0.2540,-0.3390,5.871
1.342744,-6.4036,-0.8454,-0.3598,6.469
1.347437,-5.4041,-1.6651,0.0091,5.655
1.352183,-4.5788,-2.2039,0.6196,5.119
1.357667,-4.0885,-2.1431,0.9663,4.716
1.362256,-3.4471,-1.5062,1.3548,3.998
1.366704,-2.7173,-0.7479,1.5675,3.225
1.371629,-2.0627,-0.3409,1.7244,2.710
1.377030,-1.4798,-0.4334,1.8081,2.376
1.381829,-0.8951,-0.7020,1.5451,1.919
1.386641,-0.4120,-0.4901,1.3480,1.492
1.391260,-1.0731,1.4563,1.8166,2.564
1.395938,-1.1280,2.4737,0.9993,2.897
1.401409,0.7091,2.8523,0.9089,3.076
1.405787,2.2527,3.1603,1.1378,4.044
1.410351,3.1844,4.0505,1.0160,5.252
1.415587,2.9888,3.2525,0.2362,4.424
1.420193,-1.2592,-0.3420,-0.5116,1.402
1.424921,-3.2806,-1.3031,-0.9475,3.655
1.429645,-2.6764,-5.2625,-3.5328,6.880
1.434697,-1.7197,-2.2791,1.5817,3.264
1.439501,-1.4991,-0.5466,3.8597,4.177
1.444274,-1.7831,-1.1664,2.4689,3.261
1.449429,-1.7338,-2.3849,0.3944,2.975
1.453983,-1.1534,-2.6033,0.0803,2.848
1.458804,-0.2352,-1.8328,0.2935,1.871
1.463852,1.3770,-1.7544,0.1034,2.233
1.468289,4.4580,-4.0985,1.0163,6.140
1.473994,3.4590,-4.0329,3.5011,6.363
1.478779,1.4354,-1.9555,2.0445,3.172
1.483361,-0.2041,0.3369,1.4277,1.481
1.487744,-0.5340,1.5092,0.9151,1.844
1.493084,-0.9115,1.5689,0.4725,1.875
1.497669,-0.0321,1.0285,0.2786,1.066
1.502413,0.8334,0.3497,0.1952,0.925
1.507208,0.7872,-0.6238,-0.0365,1.005
1.511989,-0.3668,-2.8649,-0.5919,2.948
1.516980,1.3056,-1.7811,-0.5712,2.281
1.521711,2.3030,0.5090,0.3622,2.386
1.526407,0.1556,1.4247,0.7800,1.632
1.531300,-0.7723,2.5382,0.6054,2.721
1.536484,-0.3996,2.2858,0.3741,2.350
1.540964,-0.2007,-0.8191,-0.2905,0.892
1.547340,0.5579,-1.5049,-0.1752,1.615
1.551192,0.6117,-0.1858,-0.0067,0.639
1.555941,0.4416,0.2666,-0.4747,0.701
1.560418,0.6704,0.3777,-1.3178,1.526
1.565366,0.8033,0.4570,-1.7064,1.941
1.570124,0.7841,0.0806,-1.4166,1.621
1.575005,0.3139,-0.1448,-1.3989,1.441
1.579863,-1.1925,0.1944,-1.7602,2.135
1.585112,0.4485,-0.0707,-2.2347,2.280
1.589818,1.9082,-0.3107,-1.5166,2.457
1.594613,2.5503,-0.0548,-0.8989,2.705
1.599245,1.1099,-0.4191,-0.2198,1.207
1.612338,-0.1831,-0.5225,0.0901,0.561
1.612895,0.5491,-0.2933,0.4115,0.746
1.615243,2.2842,0.1400,1.1798,2.575
1.618837,3.5267,0.6036,1.7588,3.987
1.624958,3.7283,0.8804,1.7266,4.202
1.627823,4.3103,1.4787,0.7666,4.621
1.633952,4.5438,1.4177,0.5911,4.796
1.637890,3.1986,1.2727,1.0628,3.603
1.642645,2.2901,1.2663,0.9323,2.778
1.648793,2.2663,0.9408,0.3338,2.476
1.652465,3.0671,1.9437,0.1020,3.633
1.657851,2.7070,1.9522,-0.0857,3.339
1.662231,3.8190,2.0491,-0.8102,4.409
1.666880,6.1610,3.7266,-0.2750,7.206
1.671704,11.8344,7.5874,1.4177,14.129
1.676577,21.6963,15.7709,8.4995,28.137
1.681469,23.4965,22.2714,28.1462,42.899
1.686191,17.7021,11.3646,-0.9024,21.055
1.690985,14.2811,8.6181,-8.4207,18.685
1.696047,10.8103,7.2885,-1.9261,13.179
1.700647,8.4481,5.6936,1.9085,10.365
1.705694,5.5934,2.6287,-0.1167,6.181
1.712632,1.6843,-2.4110,-4.2959,5.206
1.717044,-2.5044,-7.6055,-5.1008,9.494
1.719979,-6.8887,-11.2304,-5.5260,14.287
1.727399,-12.8815,-12.5583,-4.8088,18.622
1.730138,-19.3826,-13.8058,-4.9208,24.300
1.735372,-20.2181,-18.2826,-7.5650,28.289
1.739900,-17.7849,-23.4163,-8.8112,30.696
1.744139,-19.2071,-24.6539,-5.6394,31.757
1.751532,-23.3913,-23.7279,-0.4390,33.322
1.754343,-25.8231,-20.6976,2.2300,33.169
1.760651,-22.1961,-15.2215,1.2356,26.942
1.771478,-15.0234,-9.1200,-1.5785,17.646
1.772041,-10.2870,-5.3622,-4.6473,12.497
1.774063,-8.6842,-4.2532,-7.4258,12.192
1.777935,-8.0659,-3.8400,-9.4221,12.984
1.782741,-7.8030,-3.6019,-8.5265,12.106
1.787515,-7.4352,-3.5065,-6.6182,10.554
1.792245,-6.6245,-3.5159,-4.3140,8.652
1.797646,-5.2345,-3.3907,-1.5855,6.435
1.802474,-3.4818,-1.6824,1.6019,4.186
1.807715,-4.3901,-0.9108,3.4122,5.634
1.812068,-3.6976,-1.0960,3.7065,5.349
1.817115,3.7207,-0.5671,0.8945,3.869
1.821562,4.9311,-1.3460,-5.6075,7.588
1.826808,-3.6492,-2.9738,-6.3152,7.877
1.831932,-10.9577,-4.1394,-3.0019,12.092
1.837002,-6.0743,-2.6307,0.3593,6.629
1.841108,2.9284,-2.2664,4.3339,5.700
1.847835,19.3417,1.3891,19.2855,27.349
1.853746,60.5192,17.5770,51.9577,81.677
1.856008,41.5316,11.1334,5.4280,43.339
1.860179,12.7144,3.6640,-18.8118,22.999
1.865055,0.8964,1.7256,-1.7546,2.619
1.870054,1.0973,1.9249,-1.0497,2.452
1.875064,2.1053,2.4976,-3.6664,4.911
1.879567,1.9749,1.2607,-2.4312,3.376
1.884431,4.3921,-1.8720,0.4279,4.794
1.889127,4.9783,-3.9996,0.1614,6.388
1.893939,3.4198,-2.7126,0.7379,4.427
1.899181,1.3463,-0.1344,0.6957,1.521
1.904938,0.4250,0.9390,-1.2879,1.650
1.908486,-0.0779,1.0660,-1.4619,1.811
1.917363,-1.9464,1.5492,-0.1956,2.495
1.918841,-1.5384,0.1051,-0.0424,1.543
1.924187,-1.1232,-1.0619,-0.1444,1.552
1.928007,-1.6878,-0.8331,0.7505,2.026
1.932789,-2.0426,0.6848,-0.3198,2.178
1.938452,-0.1846,1.2914,-0.0348,1.305
1.942496,0.1710,1.2839,-0.1329,1.302
1.947291,0.1287,2.1253,0.5969,2.211
1.951600,0.8465,2.1099,0.1154,2.276
1.956951,1.5756,1.2888,-0.1158,2.039
1.961549,1.5274,0.6443,0.4595,1.720
1.966247,1.3117,0.3868,0.9679,1.675
1.971160,1.0490,0.2372,0.9362,1.426
1.976802,0.7510,-0.2196,0.8598,1.163
1.980988,0.6846,0.2829,0.8475,1.126
1.986177,-0.0465,0.8563,0.4315,0.960
1.991038,-0.3348,1.1070,0.0476,1.158
1.996581,-0.0091,-0.1856,-0.4176,0.457
2.000396,0.4821,-0.8599,0.5976,1.153
2.005117,-0.1355,-0.5337,0.3501,0.653
2.010154,-0.3349,-0.3787,0.5303,0.733
2.014896,-0.0395,0.4380,-0.0228,0.440
2.020262,-0.0426,0.8799,-0.3463,0.947
2.025695,0.9222,1.4398,-0.7176,1.854
2.029793,0.8606,-0.5125,0.4186,1.086
2.034067,0.3938,-1.3912,1.0770,1.803
2.039090,0.4489,-1.0833,0.6837,1.357
2.043968,0.0369,-1.0885,0.8864,1.404
2.048863,0.5039,0.4715,0.7568,1.024
2.055123,-0.4320,0.0520,0.4267,0.609
2.059359,-1.9132,-1.5902,-1.0959,2.718
2.063481,0.2897,-1.8076,-0.0733,1.832
2.068177,1.2080,-0.2135,-0.2687,1.256
2.073240,0.8983,1.1970,0.0710,1.498
2.078654,2.2568,1.2555,0.6626,2.666
2.082882,2.5677,1.0863,1.8871,3.367
2.087820,-2.3715,-2.5062,-0.0218,3.450
2.093116,0.2285,-1.6587,1.6894,2.379
2.097170,2.3326,-2.2016,2.2578,3.922
2.101740,3.6806,-0.0634,1.0720,3.834
2.106510,4.1287,1.5036,-0.0101,4.394
2.111242,0.6762,0.5124,0.3038,0.901
2.117171,-1.2102,-0.9534,-0.7930,1.733
2.120910,-2.3689,-1.1692,-0.8369,2.771
2.126585,-7.0774,-2.9681,0.0991,7.675
2.130786,-7.1157,-2.8254,-1.1345,7.740
2.135847,-7.2012,-1.8814,-1.4336,7.580
2.140437,-6.8285,-1.0260,-1.8255,7.142
2.145268,-4.2257,0.3871,-1.1196,4.389
2.150141,-2.9051,1.7083,-0.9374,3.498
2.157299,-4.5586,1.3171,-1.8593,5.096
2.160467,-4.0925,0.9435,-2.2132,4.747
2.166271,-1.5046,1.3649,-0.7644,2.171
2.171080,1.8233,1.8853,0.2802,2.638
2.177390,3.2263,2.5686,0.3943,4.143
2.180617,3.5558,2.8486,-0.2482,4.563
2.184326,3.3347,2.8579,-1.0785,4.522
2.191233,1.9769,2.4557,-1.2050,3.375
2.194402,1.6585,1.2346,-1.5211,2.567
2.202788,2.7566,0.6379,-0.6547,2.904
2.204200,2.6939,0.2463,0.2106,2.713
2.208135,2.2034,0.0972,0.0584,2.206
2.213057,1.8900,0.4707,0.7783,2.097
2.217994,3.2050,1.0671,1.3054,3.621
2.227734,2.6933,1.0172,-0.2764,2.892
2.228510,-0.3830,0.5524,-0.9627,1.174
2.232512,3.8372,-0.1316,1.7627,4.225
2.237147,2.4624,-0.8792,-2.1576,3.390
2.241871,-1.4287,-1.0002,-1.2644,2.154
2.246756,-0.5611,-0.5948,-0.5803,1.003
2.251560,-1.4791,-0.0843,-0.7705,1.670
2.256908,-0.4107,-0.1033,-0.4010,0.583
2.261968,0.6310,-0.0401,0.5788,0.857
2.266618,0.8742,0.0195,0.4411,0.979
2.271393,1.4009,0.1706,0.4305,1.475
2.276364,1.7200,-0.6291,0.5819,1.922
2.280823,1.7449,-1.8831,0.8539,2.706
2.285748,1.1753,-1.6891,0.8576,2.229
2.291068,0.1385,-1.2476,0.7124,1.443
2.296175,0.7104,-0.3153,-0.3395,0.848
2.301085,-0.0376,-0.1706,-0.4930,0.523
2.305319,-0.5554,-0.2171,-0.4456,0.744
2.311359,0.2036,-0.1525,0.1158,0.279
2.315016,0.1931,-0.6500,1.3887,1.545
2.319887,-0.2994,1.3923,1.0343,1.760
2.324911,0.3526,1.2970,1.2553,1.839
2.329411,0.7150,0.8835,1.5503,1.922
2.334181,1.7935,-0.2633,1.6318,2.439
2.339048,0.1668,0.4413,1.6626,1.728
2.343775,-1.2229,0.8501,0.5654,1.593
2.348792,1.8458,-1.6195,1.4806,2.867
2.354443,-0.4897,-1.1346,-0.1054,1.240
2.359919,-0.7970,-1.6873,-0.8818,2.064
2.363429,-1.5700,0.7328,-2.0806,2.708
2.368364,-1.3200,-0.4816,-0.9112,1.675
2.373045,0.8179,-1.6542,0.0795,1.847
2.377899,-0.6121,-0.7099,-0.0734,0.940
2.382397,-0.2606,-0.6560,0.1748,0.727
2.387450,-0.0086,-0.5390,0.2207,0.582
2.392491,0.2133,-0.2749,0.4306,0.554
2.397050,0.3313,-0.0364,0.7942,0.861
2.401782,0.1921,0.2431,0.8388,0.894
2.408694,-0.0375,0.3210,0.6406,0.718
2.411522,-0.3228,0.2116,0.1908,0.431
2.421459,-0.2968,0.3362,-0.3100,0.545
2.423434,-0.5156,0.0816,-0.3346,0.620
2.428233,2.1546,0.1456,-1.6941,2.745
2.430838,-0.3963,0.5988,-0.4914,0.870
2.436039,0.0668,-0.0478,0.1915,0.208
2.441450,-0.0711,0.2803,-0.5689,0.638
2.445787,-1.1458,0.0489,-0.1642,1.159
2.450151,0.6420,-0.1726,-0.7792,1.024
2.454839,0.5843,-0.4112,0.0106,0.715
2.459893,1.0814,-0.9659,0.5496,1.551
2.464907,1.2526,-0.7984,0.8760,1.725
2.469457,1.3261,-0.7157,1.0536,1.839
2.474850,1.3198,0.3209,0.9184,1.640
2.479255,1.2860,-0.8193,1.1343,1.900
2.483994,-0.3594,0.0072,0.2210,0.422
2.489058,1.1307,-0.6922,0.3838,1.380
2.494415,0.4292,-0.8260,0.3574,0.997
2.499349,0.0745,-0.2265,0.2286,0.330
2.503978,-0.2844,-0.4095,0.2597,0.562
2.508442,-2.1428,0.1595,-0.8084,2.296
2.513196,-2.2013,0.1136,-0.8381,2.358
2.518135,-1.6578,-0.1091,-0.5577,1.753
2.526712,-0.8113,0.2666,0.0177,0.854
2.532279,0.0110,-0.1269,0.7669,0.777
2.533445,-4.9089,-3.3663,3.8604,7.094
2.545449,5.6545,0.5028,0.0807,5.677
2.546978,-0.6957,-0.7992,0.2984,1.101
2.547478,-4.8187,-1.5735,1.7866,5.375
2.551614,1.9259,-0.9540,1.1893,2.456
2.557753,-5.0600,-1.0348,1.2868,5.323
2.561503,11.5541,2.3761,-1.4242,11.882
2.566646,0.0241,1.5088,-1.3356,2.015
2.576749,-3.7611,-1.2127,0.9164,4.057
2.577691,-2.8464,-0.5632,-0.8924,3.036
2.581974,-2.3164,0.2942,-2.5048,3.424
2.585447,-1.7419,-0.6086,-2.1698,2.848
2.592453,-4.3335,-1.1247,-1.2937,4.660
2.595588,-6.3622,-1.4342,-0.3381,6.531
2.600084,-0.8100,-0.0660,-0.4837,0.946
2.604449,-0.5651,0.6126,-1.3689,1.603
2.609565,0.6753,0.8944,-1.4845,1.860
2.615124,-1.8560,-0.0931,-1.0617,2.140
2.619027,-4.9103,-2.2588,-0.5076,5.429
2.624442,-5.0728,-3.0934,-0.2225,5.946
2.628726,-2.4622,-2.1246,0.5675,3.301
2.634182,0.7438,0.0855,1.1744,1.393
2.640769,1.6306,2.1657,1.5429,3.119
2.643399,-0.3844,4.7837,-8.3048,9.592
