time,ax,ay,az (m/s^2),aT (m/s^2)
11.425721,-0.1001,-0.0183,-0.1922,0.217
11.429878,-0.0935,-0.0119,-0.2001,0.221
11.433767,-0.2126,0.0304,0.1024,0.238
11.439184,-0.2957,-0.1019,0.0818,0.323
11.443662,-0.2668,-0.0380,0.0850,0.283
11.448415,-0.2555,-0.0654,-0.0005,0.264
11.453094,-0.1564,-0.0521,-0.1136,0.200
11.458148,-0.1941,-0.0846,0.0390,0.215
11.462946,-0.0788,0.1935,-0.6390,0.672
11.467630,-0.0235,-0.0094,-0.1354,0.138
11.472934,-0.0855,-0.0975,-0.0117,0.130
11.477612,-0.1403,0.0438,0.0198,0.148
11.482262,-0.0422,-0.0448,0.0502,0.079
11.486970,0.0362,-0.0141,-0.1956,0.199
11.491889,-0.0235,-0.0406,-0.2282,0.233
11.497057,-0.3158,-0.6313,0.2680,0.755
11.502022,-0.3376,0.7496,0.3574,0.896
11.506559,-0.3913,-0.0152,-0.3423,0.520
11.511274,0.1716,0.2591,0.1115,0.330
11.517351,0.0859,0.1409,-0.1839,0.247
11.520923,0.0332,0.0752,-0.2426,0.256
11.527085,-0.0102,0.1194,-0.2154,0.247
11.530512,0.0398,0.0631,-0.0162,0.076
11.535607,-0.0901,0.0091,0.0563,0.107
11.539735,0.2012,-0.2996,0.2673,0.449
11.544580,-0.5183,-1.4119,0.1469,1.511
11.549360,-0.4119,0.8500,0.7000,1.176
11.554891,0.3018,0.4594,0.5340,0.766
11.558892,-0.0791,0.2239,-0.2721,0.361
11.563586,0.3958,0.1924,0.3316,0.551
11.568395,0.0341,-0.0066,0.1177,0.123
11.575120,-0.1334,0.0608,-0.1074,0.182
11.578274,1.0330,-0.6718,0.2500,1.257
11.583352,-1.3645,-0.8818,-0.9279,1.871
11.587942,0.6624,0.9255,0.8468,1.419
11.592811,-1.4615,0.3988,0.9403,1.783
11.597912,0.0537,-0.1759,-0.6551,0.680
11.603418,0.4824,-0.2431,-0.0435,0.542
11.607308,1.0294,-0.3186,0.9883,1.462
11.612634,-1.0350,0.3330,-0.4702,1.185
11.617406,0.3889,-0.0864,0.6420,0.756
11.621631,-1.0302,-0.6367,-0.5854,1.345
11.626959,-0.4699,0.4537,0.0174,0.653
11.631862,-0.2032,0.6728,0.4956,0.860
11.637131,-0.2670,-0.6410,-0.9448,1.173
11.641432,0.2253,-0.3309,-0.1569,0.430
11.647479,0.3387,0.3241,0.1736,0.500
11.651623,-0.9554,0.3420,-0.9268,1.374
11.656470,-0.5939,0.6059,1.8022,1.992
11.661360,-1.1914,-0.9219,-2.4396,2.867
11.666483,0.9654,-0.5144,0.8455,1.383
11.671386,-0.2565,0.0652,-0.4549,0.526
11.676705,-0.2575,0.9311,1.5767,1.849
11.680187,-0.7342,-0.3043,-1.1687,1.413
11.685490,0.7491,-0.4755,1.4735,1.720
11.690242,-0.0083,-0.0700,-0.4485,0.454
11.694828,0.4185,0.0488,0.5066,0.659
11.699565,0.5198,0.1005,0.1454,0.549
11.704293,0.0124,0.0446,-0.0255,0.053
11.709068,-0.4445,0.0998,1.5435,1.609
11.714677,-0.5994,0.0040,-1.2737,1.408
11.719990,0.8079,-0.2317,0.6715,1.076
11.724338,0.1053,-0.2803,-0.0565,0.305
11.729286,0.0752,0.2721,0.1453,0.317
11.733752,0.2727,-0.1398,0.0685,0.314
11.739728,-0.2329,-0.2666,0.1242,0.375
11.744250,-0.0874,0.0395,0.0296,0.100
11.748744,-0.2556,-0.0626,0.1127,0.286
11.753381,-0.0408,0.7342,0.9271,1.183
11.761416,-0.8047,-0.6178,-0.5831,1.170
11.763349,0.0634,-0.4871,0.1173,0.505
11.775718,0.1335,0.2644,0.2110,0.364
11.781725,0.1876,0.0643,-0.5533,0.588
11.782762,0.3832,-0.0412,-0.0064,0.385
11.783654,0.2764,0.3201,-0.2501,0.491
11.788679,0.5339,0.3130,-0.1542,0.638
11.791184,0.1092,0.0795,-0.1399,0.195
11.796159,-0.3291,0.1340,0.0618,0.361
11.801952,-0.4832,-0.2870,0.0464,0.564
11.805929,-0.6997,-0.3039,-0.6168,0.981
11.810164,-0.8149,-0.1856,-0.9779,1.286
11.815113,-0.3479,-0.3838,-0.4839,0.709
11.820724,-0.7154,-0.0471,-0.4345,0.838
11.825675,-0.5479,-0.3571,-0.1611,0.674
11.829645,-0.7487,-0.4334,-0.3429,0.931
11.835803,-0.7341,-0.1066,-0.1395,0.755
11.839439,-0.4128,-0.2258,-0.0031,0.471
11.844684,-0.0050,-0.2775,0.4123,0.497
11.849751,-0.2082,0.7013,1.2558,1.453
11.855507,-0.5478,-0.5059,-0.8971,1.167
11.859118,0.6510,-0.9906,0.9753,1.535
11.864434,0.2180,-0.1590,0.6560,0.709
11.869580,0.4074,-0.1554,1.0251,1.114
11.873907,0.6672,-0.0700,1.3750,1.530
11.879311,0.7919,-0.0391,1.4295,1.635
11.883885,0.6974,-0.1969,1.0858,1.305
11.888736,0.5479,-0.3329,1.0263,1.210
11.893339,0.4663,-0.3209,1.1527,1.284
11.898045,0.3297,-0.4331,1.3394,1.446
11.904111,1.4484,-0.1833,1.0644,1.807
11.907555,0.1888,-1.1894,1.2228,1.716
11.912777,0.3887,-1.2356,1.6651,2.110
11.917529,-0.1637,-2.1513,1.7193,2.759
11.923286,0.1649,-2.5035,1.4494,2.898
11.926712,-0.0071,-3.0395,1.4739,3.378
11.931931,0.3707,-2.9405,1.5744,3.356
11.937645,-0.0850,-2.7373,1.9653,3.371
11.941346,-0.7171,-1.8366,2.1462,2.914
11.946321,-1.2111,-1.6520,2.7770,3.451
11.951866,-1.2822,-1.3610,3.1381,3.653
11.956585,-1.7912,-1.0332,3.1007,3.727
11.961663,-1.6603,-0.2184,3.5078,3.887
11.965914,-0.4695,0.3720,2.9448,3.005
11.970129,0.4658,-0.9768,2.4598,2.687
11.975517,0.9576,-2.8785,2.7998,4.128
11.980458,1.0061,-4.2024,3.2022,5.378
11.984987,0.8323,-4.8527,2.6697,5.601
11.989431,0.2924,-5.2486,2.0640,5.647
11.995146,-3.4172,-6.6181,2.6237,7.897
11.999671,-3.7754,-7.6637,0.9332,8.594
12.003989,0.6625,-5.8766,2.8631,6.570
12.009559,-0.0488,-3.3964,6.4566,7.296
12.014908,-2.7425,-3.0576,5.7831,7.093
12.018930,-3.4335,-4.2644,4.3126,6.969
12.024886,-3.0313,-5.1952,3.9389,7.190
12.028796,-2.1276,-5.1798,4.4591,7.158
12.034211,-1.4634,-4.7939,4.9173,7.022
12.039396,-1.2526,-4.4189,5.1295,6.885
12.043058,-1.1130,-4.2706,5.2027,6.822
12.047698,-0.8349,-4.1698,5.3426,6.828
12.052841,-0.5525,-3.8531,5.3545,6.620
12.058895,-2.9049,-6.8627,4.8641,8.899
12.062678,-1.1349,-5.3323,5.2933,7.599
12.067172,1.9821,-2.3590,5.7669,6.538
12.072341,1.9243,-0.9263,5.9590,6.330
12.077202,1.2676,-0.9024,5.2614,5.487
12.081807,1.3880,-1.0467,5.2749,5.554
12.086251,0.4433,-2.7364,4.8757,5.609
12.091164,0.7993,-3.0050,4.7925,5.713
12.096724,1.5769,-2.6074,4.5946,5.513
12.100686,1.8201,-2.7932,4.3919,5.514
12.111007,2.2643,-3.1011,4.2039,5.694
12.112187,3.1079,-3.4363,4.1188,6.199
12.117190,3.8771,-3.4568,4.0645,6.596
12.120578,4.0777,-3.5690,3.8196,6.630
12.125923,3.9104,-3.8129,3.5895,6.536
12.129915,3.6357,-3.9027,3.1431,6.191
12.135503,4.1916,-2.8851,2.6882,5.755
12.140443,3.6028,-2.4076,2.5057,5.006
12.144097,1.7789,-3.9222,2.3456,4.904
12.149749,4.0441,-3.1689,2.2588,5.612
12.155675,4.3722,-2.5731,2.3415,5.587
12.159144,3.3556,-3.2113,2.4218,5.238
12.164213,3.0646,-3.6797,2.3421,5.331
12.168606,2.9716,-3.6933,2.2884,5.264
12.173452,3.1780,-3.5284,2.4156,5.328
12.178331,3.3308,-3.3074,2.2326,5.198
12.184788,3.0215,-2.8137,1.8936,4.542
12.188207,3.0291,-2.3477,1.6752,4.183
12.193238,2.7210,-1.9266,1.4102,3.620
12.198298,2.5405,-1.6511,1.3955,3.336
12.202869,0.9228,-3.4178,0.5869,3.588
12.207238,3.6921,-0.7976,1.0739,3.927
12.215131,3.6611,0.6621,0.9730,3.846
12.216847,2.8286,1.2644,0.4999,3.138
12.222263,2.8737,1.7371,0.3900,3.381
12.226545,3.2255,2.4729,0.0019,4.064
12.232433,3.1397,2.7494,-0.2702,4.182
12.236537,3.7168,3.7986,-0.3725,5.328
12.241816,3.2667,3.9654,-0.7029,5.186
12.246818,2.9741,3.9657,-0.8307,5.026
12.251350,2.9285,4.0965,-1.2113,5.179
12.256121,1.6122,2.4631,-1.0566,3.128
12.260753,3.1028,4.4230,-1.0260,5.499
12.266235,2.9689,5.7190,-0.9432,6.512
12.270330,2.4112,6.3896,-1.2940,6.951
12.276740,1.5722,6.8711,-1.4328,7.193
12.279612,0.8238,7.1709,-1.4271,7.358
12.285706,0.7511,7.6743,-1.3053,7.821
12.290272,0.5399,7.8603,-1.3826,7.999
12.294556,0.0719,7.3154,-1.4744,7.463
12.299387,-0.2219,7.2367,-1.6580,7.427
12.307930,-0.4557,7.6644,-1.5033,7.824
12.309549,0.0110,7.7971,-1.2771,7.901
12.313568,-0.1512,7.1302,-1.5173,7.291
12.319315,0.0407,6.7356,-1.8314,6.980
12.323076,0.1688,6.7752,-1.8409,7.023
12.329337,0.1802,6.8083,-2.0315,7.107
12.334055,0.0603,6.8035,-2.0352,7.102
12.338016,0.0938,6.8281,-2.0737,7.137
12.342733,0.1790,6.4903,-2.2138,6.860
12.349646,0.3071,6.0202,-2.1614,6.404
12.352540,0.1985,5.8559,-2.1556,6.243
12.362028,-0.0456,5.7890,-2.1961,6.192
12.363176,-0.3338,5.6762,-2.1776,6.089
12.367533,-0.6725,5.5918,-2.1145,6.016
12.371455,-1.0896,5.6007,-2.0524,6.064
12.376923,-1.4935,5.7439,-2.0245,6.271
12.381535,-1.9142,5.8373,-2.0383,6.473
12.386931,-2.2937,5.8266,-2.0289,6.582
12.391137,-2.6880,5.8701,-2.0827,6.784
12.396441,-3.0936,5.9325,-2.0849,7.008
12.400745,-3.3731,5.9403,-2.0810,7.141
12.406123,-3.6427,5.8078,-2.0500,7.156
12.410287,-3.8086,5.4305,-2.1014,6.958
12.415879,-3.7756,4.9066,-2.2068,6.573
12.419886,-3.6914,4.4410,-2.2328,6.192
12.426417,-3.7290,4.0179,-2.2967,5.943
12.429409,-3.8142,3.3542,-2.3475,5.595
12.435140,-4.1526,2.7375,-2.3485,5.500
12.439418,-3.6915,1.5185,-2.4187,4.667
12.445506,-4.3045,0.6551,-2.1377,4.851
12.449459,-4.5762,0.5427,-2.5333,5.259
12.454463,-3.8657,1.2883,-2.0654,4.568
12.459369,-5.0870,-6.1329,-1.1513,8.051
12.464528,-2.9145,-11.6410,-1.2430,12.064
12.468757,-6.4273,-15.2816,-1.9593,16.694
12.473624,-11.2949,-15.7375,-2.1308,19.488
12.478520,-15.4239,-12.0387,-1.5240,19.625
12.483223,-17.9765,-7.0964,-2.2901,19.462
12.487487,-19.9319,-3.7663,-4.2216,20.719
12.492923,-20.7718,-4.3201,-6.3880,22.157
12.497502,-20.3998,-8.2989,-7.6094,23.301
12.502719,-19.0140,-13.3368,-8.9129,24.877
12.506982,-13.9694,-15.4750,-10.6728,23.421
12.511574,-5.8261,-11.7990,-10.7064,16.964
12.517282,-1.9341,-4.0914,-7.3210,8.607
12.521461,-1.9169,0.1130,-9.3539,9.549
12.526154,0.1543,0.7156,-8.5616,8.593
12.531809,1.6041,-2.2331,-4.3545,5.150
12.537378,2.1083,-5.1152,-1.4423,5.718
12.541867,0.8167,-5.4384,-1.3113,5.654
12.545789,-0.1115,-3.6203,-2.0122,4.143
12.550789,-0.4492,-1.1712,-2.5860,2.874
12.557291,0.4025,0.3419,-2.5113,2.566
12.560300,0.9932,1.9184,-0.9967,2.379
12.565371,1.0131,1.3062,-0.4929,1.725
12.569978,1.0598,0.5376,0.8715,1.474
12.575821,1.3987,0.0864,2.2664,2.665
12.579869,1.6907,-0.0881,2.6281,3.126
12.585460,2.2785,-0.1565,2.6753,3.518
12.589527,2.5386,0.6393,2.9459,3.941
12.594700,1.9903,1.9347,3.3420,4.344
12.599269,1.2794,2.5732,3.4240,4.470
12.603990,1.1836,2.8684,3.4482,4.639
12.608984,0.3081,2.3376,3.4461,4.176
12.613591,-0.7918,1.7230,3.1824,3.704
12.619918,-1.9165,1.2102,2.7399,3.556
12.624315,-3.4940,-1.0436,1.1871,3.835
12.627637,-3.3436,0.6746,2.4414,4.195
12.633579,-3.2794,2.4230,0.6527,4.129
12.637903,-3.4104,2.6701,-2.0880,4.808
12.642273,-4.4166,0.1606,-8.7367,9.791
12.647342,-4.0205,-0.2012,-11.2704,11.968
12.652370,-4.0254,3.1938,-9.9614,11.209
12.657303,-2.4456,0.2969,-12.0428,12.292
12.661877,-3.2642,-5.5639,-5.5897,8.536
12.667010,-0.4567,-2.6368,-0.2298,2.686
12.672022,0.5010,0.7987,0.4042,1.026
12.677189,3.0951,1.6892,2.7562,4.475
12.681162,3.2932,-0.3502,3.7646,5.014
12.686284,3.4911,-2.3380,2.6513,4.968
12.691961,3.6821,-1.0024,1.8959,4.261
12.697052,3.8849,0.8260,1.4381,4.224
12.700576,3.2869,0.3890,1.9275,3.830
12.706077,2.5793,-1.1259,1.4975,3.188
12.712107,0.9676,-4.5828,-0.3842,4.700
12.714970,-0.1238,-0.0316,1.7799,1.784
12.719733,-2.1368,2.7878,0.0915,3.514
12.726441,-4.8697,1.6728,0.0318,5.149
12.729480,-5.2711,-1.3715,-3.6145,6.537
12.734652,-2.8958,1.5927,-1.6035,3.673
12.739273,-1.3160,1.6884,-1.6772,2.719
12.744327,0.6272,-0.5464,0.1034,0.838
12.749082,1.4298,-0.3915,0.6909,1.636
12.754338,1.2915,-0.3039,0.9766,1.647
12.759349,0.5231,-0.5251,0.6071,0.958
12.763800,0.0817,-0.0603,0.1603,0.190
12.768059,0.0923,-0.0719,0.2032,0.234
12.773762,0.1913,-0.0789,0.4724,0.516
12.778116,0.1248,-0.2175,0.4054,0.477
12.783002,0.0840,-0.2412,0.5007,0.562
12.787304,0.1002,-0.1025,0.4094,0.434
12.792951,0.1020,-0.1695,0.4549,0.496
12.797721,0.0628,-0.2723,0.2902,0.403
12.801753,0.0254,-0.0093,0.0609,0.067
12.807536,0.0039,0.0547,0.0163,0.057
12.812565,-0.0734,-0.1109,0.0348,0.137
12.816684,-0.0478,0.0250,0.0496,0.073
12.821160,0.0836,0.0055,0.2852,0.297
12.826362,0.1843,-0.1000,0.3394,0.399
12.831287,0.1104,-0.1981,0.2649,0.349
12.836358,-0.1413,-0.0642,0.1508,0.216
12.840993,-0.2691,-0.0072,0.0280,0.271
12.846658,-0.3016,-0.0482,0.2389,0.388
12.850324,-0.2170,0.0495,0.2781,0.356
12.854764,-0.1067,-0.0873,0.3971,0.420
12.859770,-0.0403,-0.1762,0.2629,0.319
12.864158,0.0494,0.0840,0.2276,0.248
12.869533,0.1031,-0.0123,0.2881,0.306
12.875552,0.2595,-0.0990,0.4924,0.565
12.879066,0.2915,-0.1616,0.5413,0.636
12.884465,0.0720,-0.0880,0.4279,0.443
12.888602,0.0006,-0.0455,0.2048,0.210
12.894579,-0.0878,-0.1061,0.1711,0.220
12.898546,-0.1792,-0.0519,0.0611,0.196
12.903662,-0.0292,0.0596,-0.0038,0.066
12.908227,-0.1260,-0.0397,0.1939,0.235
12.913861,-0.0514,-0.1102,0.2076,0.241
12.918332,0.0924,0.1157,0.2351,0.278
12.922696,-0.0777,-0.0580,0.3244,0.339
12.927798,0.0293,-0.0859,0.1381,0.165
12.932998,-0.1389,0.0585,0.0545,0.160
12.937584,-0.3195,0.1355,-0.2590,0.433
12.942122,-0.3812,0.0353,-0.4751,0.610
12.947450,-0.4537,-0.0102,-0.2968,0.542
12.952013,-0.2856,0.0351,-0.2944,0.412
12.971353,-0.2184,0.1184,-0.4951,0.554
12.972014,-0.2785,0.1607,-0.6198,0.698
12.972582,0.0079,0.2006,-0.3304,0.387
12.973118,0.0212,0.0849,0.2002,0.218
12.976290,0.0008,-0.0833,0.3545,0.364
12.980709,0.0376,-0.0984,0.2766,0.296
12.986408,-0.0835,-0.0178,0.1940,0.212
12.990278,-0.0754,0.0340,-0.0009,0.083
12.996133,0.0240,0.0283,0.0367,0.052
13.000645,0.0831,0.0611,0.2083,0.232
13.005544,0.1830,0.0985,0.3343,0.394
13.009619,0.2181,-0.0195,0.4817,0.529
13.015657,0.3753,-0.1903,0.4966,0.651
13.019997,0.8829,-1.1735,1.4351,2.053
13.026156,-0.1152,0.2454,0.0266,0.272
13.029771,0.9056,0.8893,0.8449,1.525
13.034891,0.5930,0.1878,0.3114,0.696
13.038894,0.4167,0.0382,0.1214,0.436
13.044165,0.2629,0.2882,-0.1804,0.430
13.048816,0.2425,0.1911,0.0014,0.309
13.054564,0.0588,-0.0041,0.1813,0.191
13.058249,0.0472,-0.0939,0.2631,0.283
13.063655,-0.0089,-0.0668,0.2989,0.306
13.069027,0.6861,-0.4276,0.0968,0.814
13.073127,-0.9111,-1.4450,0.3965,1.754
13.077515,-0.8356,0.7606,-0.5285,1.247
13.083393,0.0583,1.5260,-0.2932,1.555
13.087382,-0.0179,0.5770,-0.8697,1.044
13.092282,0.7035,-0.0478,0.0129,0.705
13.096808,0.1151,-0.4496,0.3407,0.576
13.102480,-0.3326,-0.1625,0.3173,0.488
13.107524,-0.4550,0.0118,-0.0022,0.455
13.111191,-0.2661,-0.0556,-0.1109,0.294
13.117313,0.0264,-0.0079,0.1633,0.166
13.121648,0.2430,-0.0462,0.4012,0.471
13.126162,0.2834,-0.0459,0.5048,0.581
13.130696,0.1403,-0.0932,0.2642,0.313
13.136197,0.1920,0.0080,-0.1798,0.263
13.140999,0.3478,0.0519,-0.1337,0.376
13.145127,0.4664,0.1081,-0.0570,0.482
13.150000,0.2913,-0.0318,-0.0857,0.305
13.156591,0.0972,-0.0257,-0.1240,0.160
13.160278,0.0109,0.0713,-0.0545,0.090
13.164926,-0.0778,0.0174,0.0008,0.080
13.169484,0.0464,-0.1057,0.0396,0.122
13.176271,0.1129,-0.0183,0.1812,0.214
13.179747,0.2373,0.0214,0.4756,0.532
13.183706,0.1951,-0.1230,0.3938,0.456
13.188831,-0.0098,-0.1763,0.2023,0.269
13.194142,-0.1720,-0.0433,0.0323,0.180
13.198500,-0.1289,0.0680,0.0635,0.159
13.204494,0.1160,0.0478,0.0726,0.145
13.208796,-0.0814,-0.0273,0.0908,0.125
13.214585,-0.0990,0.0197,0.0441,0.110
13.218068,-0.1588,0.0068,-0.1122,0.195
13.223204,-0.0903,0.0151,-0.1822,0.204
13.227656,0.0228,0.0424,-0.1337,0.142
13.232714,0.1233,0.0150,-0.0622,0.139
13.237454,0.0452,0.0044,-0.0627,0.077
13.243082,-0.1320,0.0129,-0.1749,0.220
13.247349,-0.2086,0.0093,-0.1367,0.250
13.251786,-0.1760,-0.0894,-0.0181,0.198
13.257222,-0.0017,-0.0591,-0.0172,0.062
13.261814,0.1881,-0.0600,0.0927,0.218
13.266110,0.2795,-0.0369,0.1252,0.308
13.271312,0.2852,-0.0092,0.1951,0.346
13.277083,0.2507,-0.0529,0.3019,0.396
13.281402,0.1739,-0.1342,0.3127,0.382
13.285864,0.1143,-0.0605,0.1047,0.166
13.290453,0.1050,0.0814,-0.0801,0.155
13.296248,0.0127,0.0322,-0.0996,0.105
13.300296,-0.0620,-0.0711,-0.0619,0.113
13.305128,-0.5006,-0.1098,-0.3232,0.606
13.309886,-0.3431,0.0178,-0.4251,0.547
13.315621,-0.1417,0.1728,-0.1908,0.294
13.319371,-0.4187,-0.0508,-0.1266,0.440
13.325610,-0.3458,-0.0777,-0.0564,0.359
13.329568,-0.3669,-0.0855,-0.4260,0.569
13.333960,0.3580,0.4172,0.4694,0.723
13.338604,-0.2384,0.0326,0.1738,0.297
13.343875,-0.2456,-0.5939,0.6004,0.879
13.348956,0.6021,-0.7075,1.1491,1.478
13.353574,1.3356,-0.3857,1.5555,2.086
13.357797,1.9202,0.1859,1.5247,2.459
13.362842,1.5371,0.2181,0.7689,1.733
13.367324,1.4068,-0.5153,0.2828,1.525
13.372511,0.6287,-1.3320,0.4514,1.541
13.377372,1.4195,-0.6419,0.6970,1.707
13.382565,0.6579,0.5956,0.6988,1.130
13.387211,0.3550,0.3077,1.0099,1.114
13.392232,1.3676,-0.7921,1.2075,1.989
13.397267,2.5820,-1.9670,2.8262,4.304
13.401694,2.9654,-3.4423,3.3798,5.663
13.406798,4.5317,-3.2808,3.2474,6.469
13.411320,3.5829,-3.9591,4.8932,7.243
13.416773,3.3875,-4.2545,3.9563,6.725
13.421725,4.2339,-3.5497,3.0235,6.298
13.426624,3.1373,-4.6132,2.3748,6.063
13.430415,2.7725,-4.6910,-0.7293,5.498
13.436266,6.3949,-6.4489,3.4931,9.731
13.440794,6.1464,-7.1015,2.7730,9.793
13.447774,4.0680,-6.1849,2.5623,7.834
13.450236,4.0484,-4.2229,3.0506,6.598
13.456048,4.4028,-3.2472,2.5586,6.039
13.459824,3.9271,-3.1395,2.9889,5.849
13.464391,3.5592,-2.5769,2.2316,4.928
13.469287,3.2169,-1.6365,1.9771,4.115
13.475942,2.6776,-0.8976,2.0270,3.476
13.479102,2.3862,0.2426,3.0029,3.843
13.484341,3.2190,0.3971,1.2298,3.469
13.488768,2.0312,0.5622,1.3977,2.529
13.494412,0.6128,1.3834,2.2031,2.673
13.498077,0.1485,2.7166,3.9557,4.801
13.503156,0.1187,3.7120,4.4157,5.770
13.508650,0.6767,3.2680,4.9373,5.959
13.512900,1.1336,2.0488,6.2003,6.628
13.517435,0.7871,0.5218,5.4436,5.525
13.523531,-0.1205,-2.3190,2.7327,3.586
13.529025,0.5742,-5.4578,3.6692,6.602
13.532718,5.1857,-7.1958,6.4069,10.942
13.537171,7.4551,-8.2617,5.9433,12.616
13.541569,5.9010,-7.9608,4.2370,10.777
13.547500,5.8005,-4.4609,3.4570,8.093
13.552408,6.2757,0.2473,3.3026,7.096
13.556478,6.0981,3.2739,3.0218,7.552
13.560875,5.9805,5.1282,2.9934,8.428
13.566789,6.6190,6.7369,2.7224,9.829
13.571261,6.3847,7.9300,1.4209,10.280
13.576801,4.9903,8.1989,0.2314,9.601
13.580520,4.6153,7.6936,-0.2951,8.977
13.585776,5.4654,7.3882,-0.3512,9.197
13.590067,6.5071,7.2032,-0.6170,9.727
13.595085,7.0192,6.4352,-1.1151,9.588
13.599766,7.4510,5.4769,-1.5447,9.376
13.604777,7.9034,4.7471,-1.9014,9.414
13.609906,8.0578,4.6638,-2.3745,9.608
13.614817,7.8565,5.0136,-2.9034,9.762
13.619521,7.4091,5.2148,-3.4313,9.688
13.625490,7.0208,5.1601,-3.8077,9.509
13.629385,6.8031,4.9646,-3.9898,9.319
13.634149,6.7504,4.6930,-4.0919,9.183
13.639787,6.7454,4.2711,-4.1708,9.008
13.644454,6.7237,3.6967,-4.2043,8.749
13.647987,6.7315,3.0941,-4.1322,8.483
13.653147,6.7408,2.5948,-4.0027,8.258
13.657570,6.7024,2.2440,-3.8495,8.048
13.662567,6.5711,2.0679,-3.7473,7.842
13.668083,6.2989,2.0782,-3.6429,7.567
13.672381,6.0393,1.9971,-3.6204,7.319
13.677325,5.7303,2.2121,-3.5243,7.082
13.682278,5.5259,2.3713,-3.4696,6.942
13.686930,5.3209,2.4675,-3.3820,6.770
13.691536,5.1436,2.4672,-3.3501,6.616
13.697431,5.0471,2.4949,-3.3310,6.542
13.701365,4.9457,2.4595,-3.3295,6.449
13.706594,4.8805,2.3946,-3.3170,6.368
13.713020,4.8039,2.3001,-3.3487,6.291
13.715767,4.6996,2.1666,-3.3814,6.182
13.720751,4.5630,2.0155,-3.3935,6.033
13.726841,4.3754,1.8995,-3.5120,5.923
13.730313,4.1698,1.8925,-3.7201,5.900
13.735014,4.0657,1.8701,-3.8885,5.928
13.740123,4.0056,1.7484,-4.0238,5.941
13.745637,4.0041,1.5181,-4.1235,5.945
13.749691,3.9797,1.2891,-4.1107,5.865
13.755087,3.9903,1.0306,-4.0905,5.807
13.759762,3.8951,0.8500,-4.0081,5.653
13.764172,3.8236,0.6637,-3.8945,5.498
13.769188,3.6442,0.4763,-3.7308,5.237
13.774674,3.4382,0.4027,-3.5552,4.962
13.778810,3.1863,0.3064,-3.3249,4.615
13.783840,2.9649,0.1227,-3.1069,4.296
13.788029,2.7438,-0.0262,-2.9319,4.016
13.793584,2.4929,-0.2045,-2.8025,3.756
13.799147,2.6317,-0.3099,-2.5734,3.694
13.803663,2.3557,-0.6318,-2.4669,3.469
13.807741,2.0639,-0.8666,-2.4295,3.304
13.812705,1.8660,-0.9333,-2.3413,3.136
13.818105,1.6475,-1.1118,-2.2307,2.988
13.822367,1.4739,-1.3490,-2.1147,2.909
13.826948,1.2769,-1.5826,-1.9981,2.851
13.832291,1.0675,-1.7569,-1.8217,2.747
13.836808,0.8442,-1.9243,-1.6409,2.666
13.841566,0.5957,-2.0534,-1.4725,2.596
13.846824,0.2986,-2.1368,-1.3858,2.564
13.850931,-0.0154,-2.2005,-1.2945,2.553
13.857068,-0.3505,-2.2322,-1.1798,2.549
13.860887,-0.5155,-2.3635,-1.1112,2.662
13.865871,-0.7783,-2.6417,-1.0292,2.940
13.871197,-0.9954,-2.7031,-1.0028,3.050
13.876334,-1.1716,-2.7370,-0.9629,3.129
13.880008,-1.3506,-2.8151,-0.8883,3.246
13.886114,-1.5237,-3.0023,-0.7887,3.458
13.890047,-1.6822,-3.0717,-0.7073,3.573
13.895722,-1.9107,-3.0716,-0.7065,3.686
13.899849,-2.2394,-3.1752,-0.6788,3.944
13.904761,-2.5972,-3.1674,-0.7412,4.163
13.909313,-3.0933,-3.1113,-0.7634,4.453
13.915843,-3.4844,-2.8901,-0.9905,4.634
13.919154,-3.9647,-2.8055,-0.9925,4.957
13.924552,-4.2107,-2.7180,-1.1055,5.132
13.928886,-4.4266,-2.8780,-1.2163,5.418
13.933421,-4.6321,-3.0401,-1.2352,5.677
13.938477,-4.6245,-3.1583,-1.0992,5.707
13.943318,-4.6197,-3.2888,-0.9941,5.757
13.947742,-4.7120,-3.4739,-1.0096,5.941
13.952707,-4.8888,-3.6007,-1.0850,6.168
13.957934,-4.8672,-3.5589,-1.2946,6.167
13.962263,-5.2480,-3.5923,-1.4410,6.521
13.966940,-5.4470,-3.4114,-1.6606,6.638
13.973065,-5.7263,-3.1079,-1.9802,6.810
13.976978,-5.6622,-2.6173,-2.1089,6.585
13.981448,-6.0991,-2.3058,-2.4486,6.965
13.986881,-6.3601,-1.9315,-2.5989,7.137
13.992156,-6.5112,-2.2075,-2.7000,7.386
13.996496,-6.5907,-2.5880,-2.8163,7.620
14.000917,-7.0227,-2.9224,-2.7435,8.086
14.006226,-7.1520,-2.9886,-2.7878,8.237
14.011016,-7.4414,-3.0815,-2.8097,8.530
14.016309,-7.6711,-3.1079,-2.7870,8.733
14.020476,-7.9614,-3.2045,-2.5202,8.945
14.026694,-8.2123,-2.9958,-2.4656,9.083
14.030341,-8.4570,-2.9125,-2.4381,9.271
14.036922,-8.5938,-2.9083,-2.4532,9.398
14.039422,-9.0243,-2.8471,-2.6050,9.815
14.045699,-9.0878,-2.5521,-2.7234,9.824
14.049695,-9.2863,-2.5955,-2.4927,9.959
14.056297,-9.5795,-2.2520,-2.4072,10.131
14.060252,-9.3261,-1.8851,-2.4908,9.835
14.063591,-9.9508,-1.7631,-2.4744,10.404
14.069005,-9.7134,-1.4878,-2.5593,10.155
