time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
18.385099,-1.9127,-1.1978,5.8823,6.300
18.389975,-1.0110,-2.3267,6.4967,6.974
18.394734,0.1678,-3.6424,7.1302,8.008
18.399394,1.4933,-5.1330,7.5482,9.249
18.404749,2.6821,-6.9486,8.0537,10.970
18.409290,3.8631,-8.9787,8.3419,12.850
18.414357,5.0750,-11.2685,8.8853,15.221
18.418952,5.6140,-13.0766,10.0980,17.450
18.423586,6.1522,-14.2222,11.8421,19.503
18.428744,6.3056,-13.5699,13.1765,19.938
18.433517,5.4933,-11.2148,13.6504,18.501
18.438097,3.8912,-8.0474,12.9555,15.740
18.443454,2.6601,-4.9930,11.4613,12.782
18.448282,2.0524,-2.1407,9.7122,10.155
18.452608,1.6518,0.3825,7.8675,8.048
18.457513,0.9867,2.1502,6.4123,6.835
18.463415,-0.2337,2.5369,5.5762,6.131
18.467420,-1.5216,1.5135,4.7057,5.172
18.472262,-2.3373,0.1102,1.8822,3.003
18.477515,-2.7345,-1.3149,-2.7260,4.079
18.482341,-2.9570,-2.8207,-8.0753,9.050
18.486840,-3.1268,-4.1750,-12.9142,13.928
18.491470,-3.0792,-5.1478,-15.6727,16.781
18.496349,-2.9907,-6.1141,-14.7843,16.276
18.500901,-2.3390,-6.4362,-10.1866,12.275
18.506031,-1.7553,-6.1378,-6.7477,9.289
18.510726,-1.2043,-5.4508,-5.2779,7.682
18.515586,-0.8176,-3.5003,-5.5095,6.578
18.520288,-1.1446,-3.9556,-4.6755,6.230
18.525176,-1.6307,-5.0350,-2.7772,5.977
18.529945,-1.6972,-5.2968,0.6920,5.605
18.535125,-1.2806,-3.8773,5.9740,7.236
18.539818,-0.5845,-2.1926,9.4381,9.707
18.545069,0.5594,-0.6848,6.6240,6.683
18.549352,1.6906,0.7215,-1.1428,2.164
18.554233,2.2686,2.2009,-8.9267,9.470
18.558947,2.6940,4.0379,-14.1220,14.933
18.564240,3.3407,5.8862,-15.5079,16.920
18.568964,3.5047,7.2672,-13.7415,15.935
18.573594,2.9495,8.1123,-10.7903,13.818
18.579310,1.4990,8.4089,-8.0191,11.716
18.583648,-0.5191,8.2481,-5.9790,10.200
18.588181,-2.9889,7.5297,-4.4581,9.247
18.593081,-5.4162,6.1302,-3.3614,8.844
18.597879,-7.4566,4.2493,-2.7379,9.009
18.603404,-8.5640,2.2513,-2.2788,9.144
18.607673,-8.6926,0.0578,-2.0069,8.921
18.613800,-7.8621,-1.7544,-1.7372,8.241
18.617163,-6.7157,-3.0800,-1.4025,7.520
18.622881,-5.2735,-3.4649,-1.1261,6.410
18.626949,-3.7178,-3.2778,-0.4018,4.973
18.631789,-2.1419,-2.8298,0.5909,3.598
18.636582,-0.4945,-2.2497,1.6979,2.862
18.642867,1.0310,-1.4582,2.0355,2.708
18.646151,2.0849,-0.7999,1.4068,2.639
18.651121,2.4299,-0.5091,0.3201,2.503
18.655754,2.2858,-0.4593,-0.8845,2.494
18.660948,2.0312,-0.3900,-1.8018,2.743
18.666044,1.8521,-0.1706,-1.9082,2.665
18.670306,1.6441,-0.0623,-1.2206,2.049
18.675099,1.4692,0.2124,-0.4657,1.556
18.680253,1.4158,0.7369,-0.1205,1.601
18.685011,1.2396,1.0975,-0.0022,1.656
18.690029,1.1310,1.4092,-0.0383,1.807
18.694812,1.1272,1.5001,-0.1651,1.884
18.699392,1.1315,1.2465,-0.2341,1.700
18.704216,1.1811,0.8952,-0.5839,1.593
18.709086,1.2390,0.3602,-0.9419,1.598
18.713835,1.2399,-0.1141,-1.2371,1.755
18.718434,1.1432,-0.4755,-1.2311,1.746
18.723668,0.9857,-0.5877,-0.9000,1.458
18.728293,0.6844,-0.5206,-0.5573,1.025
18.733264,0.3980,-0.1786,-0.1693,0.468
18.738457,0.1034,0.2440,0.2180,0.343
18.743336,-0.1844,0.5845,0.4186,0.742
18.747664,-0.4434,0.9100,0.4170,1.095
18.752626,-0.5922,1.0744,0.1807,1.240
18.757350,-0.6474,1.0731,-0.0429,1.254
18.763039,-0.7189,1.0019,-0.3726,1.288
18.767565,-0.6825,0.8656,-0.5974,1.254
18.771966,-0.6033,0.6236,-0.6607,1.091
18.776692,-0.4842,0.4387,-0.4870,0.815
18.782271,-0.3754,0.2797,-0.2376,0.525
18.786514,-0.3892,0.2424,-0.1572,0.485
18.791085,-0.4270,0.2882,-0.0795,0.521
18.796171,-0.5058,0.3887,0.0545,0.640
18.800755,-0.5674,0.4002,0.2847,0.750
18.805654,-0.7150,0.4401,0.1180,0.848
18.810404,-0.7410,0.4033,0.0327,0.844
18.815418,-0.6440,0.3115,0.0737,0.719
18.820011,-0.4850,0.1817,0.3699,0.636
18.825284,-0.2115,0.1359,0.5436,0.599
18.829798,-0.0677,0.0830,0.6416,0.650
18.834630,0.1689,-0.0035,0.7701,0.788
18.839555,0.3024,0.0295,0.7529,0.812
18.844576,0.4594,0.0430,0.6796,0.821
18.849413,0.6306,0.0918,0.7898,1.015
18.854229,0.7322,0.1975,0.7268,1.050
18.859049,0.8891,0.2667,0.9141,1.303
18.863802,0.9650,0.4236,0.8589,1.360
18.868694,1.0299,0.4698,0.7715,1.370
18.873322,1.0911,0.4724,0.7231,1.392
18.878131,1.2102,0.4316,0.7558,1.491
18.883612,1.4196,0.2711,0.9411,1.725
18.887813,1.5872,0.1490,1.2021,1.997
18.892853,1.8036,-0.0686,1.4265,2.301
18.897654,1.8727,-0.3052,1.6889,2.540
18.903138,1.9292,-0.3599,1.7452,2.626
18.906921,2.0275,-0.4264,1.8316,2.765
18.912234,2.1440,-0.4017,2.2529,3.136
18.916782,2.1715,-0.0442,2.4368,3.264
18.922421,2.1295,0.2033,2.7371,3.474
18.926604,2.0548,0.3934,2.9508,3.617
18.931302,1.8526,0.4208,2.9851,3.538
18.935998,1.5854,0.2616,3.0038,3.407
18.941126,1.4083,-0.0794,3.0527,3.363
18.945870,1.2757,-0.2695,2.9888,3.261
18.950735,1.3203,-0.4834,3.0441,3.353
18.955651,1.4758,-0.7260,3.0873,3.498
18.960395,1.4420,-0.9260,2.2488,2.827
18.965136,1.4160,-1.2221,1.4189,2.348
18.970125,1.4188,-1.6284,1.0105,2.384
18.974865,1.4578,-2.0460,1.3638,2.859
18.979686,1.5982,-2.2448,2.6896,3.851
18.984900,1.6191,-2.1316,3.8459,4.686
18.989649,1.6500,-1.7597,4.2821,4.915
18.994143,1.7657,-1.3786,3.8544,4.458
18.999146,1.9793,-1.2563,3.0042,3.811
19.003890,2.3371,-1.2900,2.1599,3.434
19.008680,2.8421,-1.5982,1.9464,3.797
19.013631,3.4335,-1.8741,2.5315,4.659
19.018265,3.9215,-1.8879,2.7500,5.148
19.023479,4.2277,-1.8314,2.5783,5.280
19.028076,4.4739,-1.7812,2.1990,5.294
19.032969,4.6106,-1.8471,2.1619,5.417
19.037873,4.6162,-2.0458,2.0384,5.445
19.043381,4.4736,-2.3311,2.5327,5.645
19.047702,4.1847,-2.4995,3.5625,6.037
19.052214,3.8292,-2.2740,4.3482,6.224
19.057108,3.4290,-1.9567,4.5894,6.054
19.062733,3.1648,-2.0614,4.9157,6.199
19.066807,2.9596,-2.4946,4.9567,6.289
19.071551,2.6469,-3.2511,4.5355,6.176
19.076375,2.2489,-3.9720,4.1256,6.153
19.081302,1.9177,-4.4963,4.2156,6.455
19.086609,1.8984,-4.5012,4.8323,6.871
19.090699,2.0310,-4.1999,5.1440,6.944
19.096320,2.2941,-3.8152,4.8796,6.605
19.100530,2.8775,-3.4331,4.4006,6.279
19.105344,3.7320,-3.2424,3.9819,6.348
19.110080,4.3809,-3.1788,3.4066,6.395
19.115558,5.0338,-3.2877,2.8671,6.661
19.120091,5.3329,-3.5123,2.5006,6.858
19.124980,5.2819,-3.6641,1.7648,6.666
19.129820,4.9519,-3.8035,1.0571,6.333
19.134750,4.4118,-3.7636,0.8410,5.860
19.139510,3.6125,-3.6311,0.9811,5.215
19.144930,2.7822,-3.3585,1.5264,4.621
19.149044,1.9116,-3.1544,1.9886,4.190
19.153699,0.9417,-3.0767,2.0770,3.830
19.158881,-0.0670,-3.2358,1.7730,3.690
19.164071,-1.1860,-3.6293,0.8463,3.911
19.168539,-2.2171,-4.0827,-0.3643,4.660
19.173070,-3.1375,-4.5144,-1.7617,5.773
19.178874,-3.7667,-4.8786,-2.9226,6.821
19.184138,-4.3448,-5.1465,-3.7929,7.730
19.188062,-4.8502,-5.3224,-4.2177,8.345
19.193962,-5.3324,-5.3969,-4.3543,8.748
19.198856,-5.8650,-5.2696,-4.3315,8.996
19.206669,-6.3998,-4.9909,-4.0707,9.080
19.207666,-6.4185,-4.4868,-3.5896,8.615
19.212614,-5.9638,-3.9178,-3.0269,7.751
19.216983,-5.1628,-3.3867,-2.4154,6.630
19.222107,-4.3692,-2.9464,-1.8482,5.585
19.226236,-3.6009,-2.7284,-1.2820,4.696
19.231350,-2.7678,-2.5986,-0.8384,3.888
19.236534,-1.8926,-2.4709,-0.5170,3.155
19.241201,-1.1202,-2.3145,-0.4018,2.603
19.246347,-0.3854,-2.2538,-0.3671,2.316
19.251367,0.2230,-2.2891,-0.3255,2.323
19.255589,0.4825,-2.2552,-0.5946,2.382
19.262116,0.4100,-2.0611,-1.2621,2.451
19.265604,0.4314,-1.8786,-1.9562,2.746
19.270830,0.5422,-1.6975,-2.1936,2.826
19.276003,0.7190,-1.4982,-1.9827,2.587
19.280220,0.8160,-1.3374,-1.6768,2.295
19.285957,0.9030,-1.3200,-1.5407,2.221
19.289943,0.8558,-1.4455,-1.7084,2.396
19.294099,0.8253,-1.5251,-2.0064,2.652
19.299459,0.8352,-1.5470,-2.4413,3.008
19.304251,0.9299,-1.4329,-3.0267,3.475
19.309319,1.0469,-1.2454,-3.6035,3.954
19.313837,1.1764,-0.9826,-4.1350,4.410
19.319573,1.1564,-0.6952,-4.5507,4.747
19.324171,1.0593,-0.4529,-4.8875,5.021
19.328616,0.8855,-0.2056,-5.2173,5.296
19.333194,0.6017,0.0061,-5.6069,5.639
19.338317,0.3225,0.2037,-5.9218,5.934
19.343659,0.0853,0.4015,-6.0710,6.085
19.347772,-0.1225,0.6450,-6.0331,6.069
19.353941,-0.4664,0.8169,-5.9563,6.030
19.357624,-0.7701,0.9438,-5.8516,5.977
19.362943,-1.0977,1.1291,-5.8207,6.030
19.366730,-1.4093,1.3327,-5.8500,6.163
19.371669,-1.9772,1.3850,-5.8383,6.318
19.376889,-2.4380,1.4735,-5.6437,6.322
19.381709,-3.0592,1.5816,-5.5430,6.526
19.391557,-3.5656,1.6978,-5.4088,6.697
19.395214,-4.1059,1.7700,-5.3818,6.997
19.397592,-4.4079,1.9324,-5.4087,7.240
19.401382,-4.5642,2.2069,-5.5346,7.506
19.405860,-4.6092,2.5220,-5.6801,7.738
19.410398,-4.5105,2.8874,-5.8163,7.906
19.415407,-4.3566,3.2554,-5.9626,8.070
19.419944,-4.1954,3.5662,-6.0428,8.175
19.425290,-3.9194,3.9153,-6.0766,8.223
19.429802,-3.5241,4.1880,-6.1118,8.204
19.434635,-3.1388,4.4490,-6.1582,8.220
19.439107,-2.8363,4.6505,-6.2037,8.256
19.449774,-2.5171,4.8524,-6.1717,8.245
19.450554,-2.2161,4.9999,-6.0956,8.189
19.454009,-1.8942,5.0092,-5.9804,8.028
19.459005,-1.6992,5.0693,-5.9196,7.977
19.464750,-1.5060,5.0965,-5.8485,7.902
19.469004,-1.2235,5.1603,-5.7812,7.845
19.473606,-1.0474,5.2197,-5.7014,7.801
19.478174,-0.9554,5.2963,-5.5539,7.734
19.483546,-0.9514,5.4737,-5.4442,7.779
19.487619,-0.8773,5.6034,-5.2312,7.716
19.493193,-0.9008,5.7570,-5.0657,7.721
19.497196,-0.9692,5.8890,-4.8474,7.689
19.504798,-0.9492,6.0041,-4.5645,7.602
19.507077,-1.0522,6.0689,-4.3479,7.539
19.511825,-1.1714,6.0501,-4.1403,7.424
19.516385,-1.3606,5.9715,-3.9196,7.271
19.521421,-1.6333,5.9074,-3.7000,7.159
19.526253,-1.6608,5.8553,-3.1419,6.849
19.531173,-1.6983,5.7192,-2.4847,6.463
19.536057,-1.7188,5.4608,-1.7885,5.998
19.540729,-1.9171,4.9556,-1.0175,5.410
19.545603,-2.0014,4.2151,0.0540,4.666
19.551833,-2.3061,3.1742,1.4004,4.166
19.555510,-2.4371,2.0694,2.9273,4.335
19.560149,-2.3275,1.0609,3.9242,4.684
19.566071,-1.9766,0.0956,4.5925,5.001
19.570037,-1.4134,-1.0133,5.2382,5.519
19.574615,-0.7400,-2.5557,5.8310,6.409
19.579572,0.4992,-4.3688,6.4210,7.782
19.584253,1.9822,-6.5894,7.0857,9.877
19.589290,3.4331,-9.3703,7.7452,12.632
19.606094,4.7685,-12.6324,8.2399,15.818
19.607050,5.4316,-15.7564,8.9842,18.934
19.607709,5.6489,-17.5933,10.2495,21.130
19.617296,5.2535,-17.5733,11.8020,21.811
19.618520,4.4392,-15.1032,12.6050,20.167
19.619158,3.1883,-11.0966,12.1217,16.740
19.623084,2.0804,-7.2731,10.6937,13.099
19.628458,1.6629,-4.0211,9.1163,10.102
19.636273,1.6333,-1.2905,8.0886,8.352
19.639900,1.8502,1.0716,7.3739,7.678
19.648260,2.0989,3.1057,6.5736,7.567
19.649006,2.1232,4.6346,5.7148,7.658
19.655395,1.5444,5.2581,4.6722,7.202
19.657470,0.3977,4.2795,3.4735,5.526
19.661954,-0.5130,2.8079,1.7294,3.337
19.668978,-0.9112,1.3873,-0.6865,1.796
19.671151,-1.3088,-0.0753,-5.1789,5.342
19.676401,-1.8088,-1.9891,-10.0628,10.416
19.683285,-2.2478,-4.0685,-13.7639,14.528
19.686055,-2.1018,-5.7838,-14.3498,15.614
19.691313,-1.4968,-7.2159,-10.5520,12.871
19.695875,-0.7335,-7.5249,-6.8361,10.193
19.700427,-0.2106,-7.2722,-4.7523,8.690
19.707144,0.2576,-6.0636,-3.9179,7.224
19.710026,0.2542,-4.3950,-3.2617,5.479
19.714713,-0.7404,-4.2082,-2.1821,4.798
19.719759,-2.0246,-5.7028,0.6049,6.082
19.725033,-3.1125,-6.6134,6.3153,9.660
19.729198,-3.0532,-5.5496,13.3180,14.748
19.734406,-1.5170,-3.6357,16.1222,16.597
19.739474,0.9122,-1.4218,11.2876,11.413
19.743960,2.8957,0.5606,3.3930,4.496
19.749563,3.7088,2.2996,-5.0843,6.700
19.753991,3.7995,4.1184,-12.9419,14.103
19.758591,3.9776,5.9727,-18.2407,19.601
19.763297,3.9965,7.6461,-19.5520,21.371
19.768389,3.3167,8.7805,-17.3871,19.759
19.773419,1.5120,9.1675,-13.2390,16.174
19.777791,-1.2296,8.8521,-9.6261,13.135
19.784719,-4.3679,8.0330,-7.3507,11.732
19.787474,-7.2967,6.9288,-5.7955,11.612
19.792793,-9.4872,5.5788,-4.7220,11.976
19.797161,-10.7207,3.8498,-3.8191,12.014
19.802128,-10.6442,2.1066,-2.7661,11.198
19.807113,-9.5529,0.4643,-1.6025,9.697
19.811823,-7.9504,-0.9188,-0.3649,8.012
19.818202,-6.0834,-2.0237,0.8535,6.468
19.821327,-3.9975,-3.1730,2.1709,5.546
19.826240,-1.6887,-4.2371,3.4204,5.701
19.830611,0.8322,-4.9234,3.9457,6.364
19.835734,3.2425,-5.1098,3.1341,6.815
19.841115,5.2395,-4.5407,1.2253,7.041
19.845257,6.4958,-3.4275,-0.8262,7.391
19.850827,6.7694,-1.9032,-2.6368,7.510
19.855231,6.0955,-0.5790,-3.5822,7.094
19.859934,4.7090,0.1979,-3.3630,5.790
19.864842,3.3563,0.7095,-2.3849,4.178
19.870028,2.1890,0.9897,-1.1970,2.684
19.874563,1.2851,1.2302,-0.3951,1.822
19.879253,0.5592,1.3979,0.0608,1.507
19.892088,-0.0140,1.5362,0.3904,1.585
19.892757,-0.4890,1.5116,0.6757,1.726
19.894163,-0.8141,1.3844,0.8931,1.838
19.898663,-1.0286,1.1405,0.7566,1.712
19.903403,-1.0140,0.8516,0.1422,1.332
19.908346,-0.8093,0.5153,-0.4130,1.045
19.913483,-0.4317,0.1771,-0.6103,0.768
19.917883,-0.0535,0.1979,-0.5562,0.593
19.923830,0.3351,0.3261,-0.2126,0.514
19.928571,0.5930,0.5640,0.0665,0.821
19.936557,0.7617,0.7417,0.4534,1.156
19.938996,0.7987,0.8853,0.7688,1.419
19.942303,0.7093,0.8802,0.8977,1.444
19.946894,0.5994,0.8795,0.9891,1.453
19.952022,0.3951,0.8831,0.9710,1.371
19.957375,0.0375,0.7523,0.7739,1.080
19.961850,-0.3462,0.7120,0.5747,0.978
19.971672,-0.6795,0.7406,0.4899,1.118
19.972580,-0.9533,0.8094,0.4567,1.331
19.979372,-1.2577,0.8656,0.3623,1.569
19.980540,-1.6161,0.9547,0.2683,1.896
19.993346,-1.9109,1.0217,0.2865,2.186
19.994067,-2.1151,1.1001,0.2969,2.402
19.995227,-2.3143,1.1492,0.2420,2.595
20.001194,-2.3535,1.1212,0.1867,2.614
20.005138,-2.0361,1.0545,0.2478,2.306
20.009711,-1.3977,0.9160,0.4153,1.722
20.014951,-0.6360,0.7536,0.6216,1.166
20.021499,0.0139,0.5460,0.8495,1.010
20.024166,0.5883,0.3747,1.0130,1.230
20.029617,1.0751,0.1534,1.3280,1.715
20.038825,1.5418,0.0852,1.3311,2.039
20.039475,1.9168,-0.0285,1.3918,2.369
20.044268,2.3436,-0.0299,1.3405,2.700
20.048519,2.5615,-0.1058,1.4263,2.934
20.055224,2.6832,-0.1461,1.4027,3.031
20.058266,2.6751,-0.1986,1.3180,2.989
20.068142,2.5159,-0.3351,1.2272,2.819
20.070438,2.3037,-0.3354,1.0747,2.564
20.076912,2.0293,-0.3384,0.9469,2.265
20.077646,1.7423,-0.2699,0.8888,1.974
20.082417,1.5315,-0.3881,1.1749,1.969
20.087475,1.3344,-0.1644,1.0685,1.717
20.091978,1.1730,-0.0632,0.9293,1.498
20.096588,1.0213,0.0231,0.8551,1.332
20.101683,0.9038,0.0230,0.9387,1.303
20.107489,0.6584,-0.0323,1.1815,1.353
20.111394,0.3665,0.0057,1.5516,1.594
20.116967,0.1044,-0.0041,2.1989,2.201
20.120822,-0.2237,0.0677,2.7021,2.712
20.125838,-0.4911,0.0512,3.1138,3.153
20.130831,-0.7073,-0.0414,3.4127,3.485
20.135716,-0.8720,0.0072,3.3674,3.479
20.141227,-1.0115,0.0536,3.2917,3.444
20.145507,-0.8985,-0.0411,3.1783,3.303
20.153647,-0.6813,-0.2622,2.9578,3.047
20.154783,-0.3524,-0.5476,2.4251,2.511
20.159688,0.0071,-0.9618,1.7480,1.995
20.164402,0.4831,-1.4283,1.4312,2.079
20.169768,0.9170,-1.7315,1.2781,2.339
20.174096,1.3958,-2.0579,1.7139,3.020
20.178931,1.7968,-2.1801,2.3024,3.644
20.184216,2.0426,-2.3135,3.0030,4.306
20.188884,2.4175,-2.1879,3.2306,4.590
20.193446,2.7904,-1.8734,3.0417,4.533
20.198304,3.2118,-1.5640,2.4941,4.357
20.203279,3.7838,-1.6178,2.6588,4.899
20.208250,4.3266,-1.6780,2.8792,5.461
20.212770,4.7660,-1.7564,3.0042,5.901
20.217728,4.9603,-1.8796,2.8833,6.037
20.222977,4.9955,-2.0042,2.6266,5.989
20.227265,5.0118,-2.3644,2.9177,6.263
20.232798,4.9365,-2.6010,3.3784,6.523
20.237250,4.6526,-2.4654,3.7071,6.440
20.242138,4.3239,-2.1546,3.9714,6.254
20.246916,3.9422,-2.0247,4.3595,6.217
20.251595,3.8062,-2.4480,5.1646,6.867
20.257664,3.5046,-3.2423,5.1903,7.052
20.261571,3.1137,-4.4122,5.0305,7.380
20.265932,2.6569,-5.1942,4.5749,7.414
20.271180,2.6015,-5.5023,5.0161,7.887
20.276530,2.8241,-5.0471,5.4520,7.948
20.280903,3.1630,-4.4275,5.7521,7.918
20.288137,3.5628,-3.9374,5.2221,7.448
20.290281,4.1705,-3.6293,4.7686,7.301
20.295392,4.7508,-3.5534,4.4281,7.403
20.300943,5.2359,-3.4851,3.8813,7.391
20.305849,5.6997,-3.7093,3.6599,7.723
20.309601,5.8331,-4.0447,3.2551,7.809
20.314308,5.6857,-4.3194,2.4736,7.557
20.320597,5.4339,-4.5818,1.8319,7.340
20.324187,4.9706,-4.6408,1.4581,6.955
20.328561,4.3939,-4.5661,1.4828,6.508
20.335572,3.7136,-4.3486,1.7541,5.981
20.338696,2.8102,-4.0463,1.8779,5.272
20.343443,1.7540,-4.0069,1.6995,4.693
20.348206,0.5169,-4.0512,0.9069,4.184
20.359426,-0.7829,-4.4593,-0.2323,4.533
20.360421,-2.0719,-4.9319,-1.6423,5.596
20.365029,-3.1449,-5.3922,-2.8990,6.883
20.370945,-4.1050,-5.7658,-3.8841,8.074
20.372656,-4.9788,-5.8707,-4.3735,8.853
20.377457,-5.7685,-5.7143,-4.6032,9.334
20.381972,-6.7957,-5.4951,-4.8770,10.008
20.388111,-7.4141,-5.0958,-4.7010,10.151
20.392074,-7.5771,-4.3828,-4.1552,9.690
20.396418,-7.4327,-3.6815,-3.6562,9.065
20.402033,-6.9624,-3.1809,-2.9780,8.213
20.407132,-6.2598,-2.7588,-2.2316,7.196
20.410985,-5.3952,-2.3819,-1.6198,6.116
20.415758,-4.5702,-2.1555,-1.1963,5.193
20.421019,-3.8677,-2.1276,-0.8549,4.496
20.425442,-3.1916,-2.2380,-0.4539,3.924
20.430032,-2.4781,-2.2024,-0.0803,3.316
20.436470,-1.7031,-2.1693,0.1293,2.761
20.440589,-0.9821,-2.0694,0.0937,2.293
20.444953,-0.4546,-1.9576,-0.4023,2.050
20.449783,-0.1505,-1.7113,-1.3908,2.210
20.454982,0.0976,-1.3518,-2.2321,2.611
20.460446,0.3668,-1.0243,-2.5325,2.756
20.465442,0.5883,-0.8767,-2.3376,2.565
20.469130,0.7037,-0.8299,-1.9310,2.216
20.474187,0.6524,-0.9170,-1.6889,2.030
20.478851,0.5258,-1.0040,-1.8085,2.134
20.483406,0.4552,-1.0981,-2.1418,2.450
20.488533,0.4946,-1.0729,-2.6757,2.925
20.493718,0.7529,-0.9671,-3.2775,3.499
20.498367,0.9682,-0.7429,-3.8383,4.028
20.503268,1.2189,-0.5321,-4.3755,4.573
20.508153,1.2493,-0.2658,-4.8806,5.045
20.513152,1.1796,-0.0613,-5.1439,5.278
20.517830,0.9671,0.0595,-5.4791,5.564
20.523099,0.6624,0.2188,-5.6255,5.669
20.527419,0.4924,0.4261,-5.6043,5.642
20.532279,0.1626,0.5402,-5.5876,5.616
20.537522,-0.1002,0.6496,-5.4008,5.441
20.542073,-0.5288,0.7473,-5.2131,5.293
20.546599,-1.0159,0.7760,-5.1605,5.316
20.554532,-1.4330,0.8126,-5.0385,5.301
20.557652,-1.8909,0.8767,-4.9061,5.331
20.561383,-2.2513,1.0380,-4.8602,5.456
20.566259,-2.6872,1.1823,-4.8757,5.691
20.570869,-3.0550,1.2813,-4.9397,5.948
20.575879,-3.3738,1.4649,-4.9508,6.167
20.580450,-3.6957,1.6784,-5.0422,6.473
20.586531,-3.8394,1.9798,-5.1414,6.715
20.590237,-3.9306,2.3121,-5.3414,7.023
20.595812,-3.9298,2.6684,-5.5746,7.324
20.599478,-3.7345,3.0610,-5.7882,7.538
20.604657,-3.5571,3.4757,-5.8771,7.699
20.609656,-3.2546,3.7831,-5.9473,7.764
20.615950,-3.0187,4.0625,-6.1232,7.944
20.619386,-2.7292,4.2925,-6.3904,8.168
20.624383,-2.5262,4.4514,-6.5385,8.304
20.628452,-2.1883,4.6039,-6.4629,8.231
20.633485,-1.9233,4.7140,-6.3982,8.177
20.638571,-1.6555,4.7385,-6.3784,8.117
20.643284,-1.4970,4.8639,-6.2625,8.070
20.647864,-1.2035,4.9228,-6.0841,7.918
20.654628,-0.9201,4.9580,-5.9631,7.809
20.657759,-0.7275,5.0104,-5.8228,7.716
20.663401,-0.5489,5.0199,-5.7162,7.627
20.667694,-0.5323,5.0200,-5.5977,7.538
20.673503,-0.4554,5.0444,-5.4838,7.465
20.677385,-0.4431,5.1025,-5.3245,7.388
20.682008,-0.3769,5.2252,-5.0743,7.293
20.688949,-0.4323,5.3481,-4.8502,7.233
20.692277,-0.4644,5.4712,-4.5946,7.160
20.696711,-0.6076,5.6114,-4.4267,7.173
20.701332,-0.7738,5.7257,-4.1954,7.140
20.707678,-1.0081,5.8405,-3.9839,7.141
20.711173,-1.3152,5.9581,-3.7730,7.174
20.715843,-1.5271,6.1121,-3.3660,7.143
20.720729,-1.6264,6.2089,-2.7896,6.998
20.725715,-1.7534,6.1935,-2.1150,6.776
20.730279,-1.7849,5.9465,-1.3754,6.359
20.735337,-1.8339,5.2766,-0.4343,5.603
20.740364,-1.9286,4.2220,0.6764,4.691
20.744916,-2.0191,2.9592,1.8435,4.029
20.749676,-2.1000,1.7580,2.6883,3.838
20.754588,-1.7750,0.7063,3.3946,3.895
20.759511,-1.1228,-0.3666,3.9284,4.102
20.764399,-0.3815,-1.6911,4.2587,4.598
20.769430,0.4709,-3.5023,4.6572,5.846
20.773932,1.4752,-5.7934,5.3584,8.028
20.779237,2.4246,-8.6820,6.3063,11.001
20.783805,2.9999,-12.3259,7.5264,14.750
20.788476,3.1671,-16.3208,9.1299,18.967
20.793501,3.3958,-19.2991,11.3967,22.669
20.798427,3.5899,-20.1474,13.7468,24.653
20.804808,3.4790,-17.7223,14.9992,23.477
20.808878,3.1844,-13.0338,14.6590,19.872
20.812779,2.2704,-8.5082,13.2163,15.881
20.817332,1.4189,-4.9593,10.9507,12.105
20.823867,1.2031,-1.9154,8.7804,9.067
20.828842,1.3136,0.7333,6.9435,7.105
20.832310,1.5362,3.0799,5.4238,6.424
20.837327,1.5177,4.8651,4.3904,6.727
20.842562,1.0383,5.6260,3.6812,6.803
20.847064,0.2147,5.0863,2.6736,5.750
20.851044,-0.1780,4.2215,0.2333,4.232
20.857127,-0.3841,3.2694,-3.6832,4.940
20.861006,-0.4849,2.0468,-7.6262,7.911
20.866540,-1.1023,0.1568,-11.6635,11.717
20.870596,-1.8685,-2.5117,-13.3660,13.728
20.875429,-2.4496,-5.6358,-11.7492,13.259
20.880226,-2.2441,-7.8568,-7.9892,11.428
20.885891,-1.4119,-8.3728,-6.0109,10.403
20.890079,-1.0290,-8.1379,-5.7033,9.991
20.894718,-1.8187,-7.6458,-5.4489,9.563
20.900442,-2.7188,-6.9380,-4.9357,8.938
20.904840,-4.0580,-7.4784,-3.0549,9.040
20.909621,-5.3034,-8.2905,0.2160,9.844
20.915496,-5.5415,-7.3781,5.4800,10.732
20.921339,-4.3261,-4.8553,11.5322,13.239
20.924060,-1.7735,-2.2494,13.2435,13.550
20.929277,1.1103,0.0843,8.5002,8.573
20.933453,3.2888,1.9677,1.6220,4.162
20.938549,4.4517,3.4416,-5.2993,7.729
20.944030,5.2048,4.8317,-10.7576,12.890
20.948340,5.9556,6.3441,-13.3851,15.965
20.952946,6.1228,7.5887,-13.4788,16.636
20.958270,5.2933,8.5009,-11.7604,15.446
20.962947,3.2287,8.7735,-9.5434,13.359
20.967491,0.4948,8.5382,-8.2665,11.895
20.972691,-2.3584,8.0967,-7.4173,11.231
20.977215,-4.8888,7.1411,-6.7649,10.985
20.982021,-6.9613,5.8779,-5.8524,10.829
20.988131,-8.1287,4.2456,-4.7283,10.318
20.992347,-8.2855,2.4866,-3.6721,9.398
20.996452,-7.3529,0.9414,-2.5784,7.848
21.001319,-5.9663,-0.3637,-1.3715,6.133
21.014530,-4.5631,-1.6029,-0.3313,4.848
21.015880,-2.9702,-2.7233,0.6944,4.089
21.016960,-1.1038,-3.5739,1.7778,4.141
21.021245,1.0576,-4.0205,2.6010,4.904
21.025485,3.3333,-3.9172,2.6428,5.783
