time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
35.732585,-1.7659,4.6935,-6.0573,7.864
35.737930,-1.8748,5.0517,-6.2152,8.226
35.743793,-1.9786,5.5555,-6.4392,8.732
35.747366,-2.0197,5.9225,-6.4931,9.018
35.754205,-1.9755,6.0950,-6.4999,9.127
35.757206,-1.9909,6.1301,-6.4365,9.109
35.762048,-1.9217,6.0065,-6.4491,9.020
35.766890,-1.6315,5.7534,-6.5393,8.861
35.772695,-1.2284,5.4263,-6.7182,8.723
35.776221,-0.7827,5.1144,-6.8247,8.564
35.782211,-0.2593,4.7513,-6.8796,8.365
35.786126,0.2144,4.3658,-6.8561,8.131
35.791606,0.7501,4.1234,-6.5868,7.807
35.795738,1.1397,3.7965,-6.1438,7.312
35.800694,1.2297,3.4928,-5.8979,6.964
35.805511,1.4091,3.4556,-5.3574,6.529
35.810078,1.4310,3.5220,-4.9220,6.219
35.814693,1.1531,3.6484,-4.6685,6.036
35.819603,0.7224,3.8203,-4.3431,5.829
35.825749,0.3301,3.9542,-4.1820,5.765
35.830395,0.0334,4.0862,-4.1747,5.842
35.834134,-0.1921,4.2618,-4.0790,5.902
35.839431,-0.3516,4.5169,-3.8874,5.970
35.843871,-0.5185,4.7578,-3.3826,5.861
35.848912,-0.7390,4.7017,-2.6443,5.445
35.853579,-1.0753,4.2553,-1.7380,4.721
35.858837,-1.4798,3.4233,-0.7408,3.802
35.863224,-1.7181,2.5551,0.3067,3.094
35.868470,-1.8274,1.7317,1.3425,2.853
35.873218,-1.6933,0.8596,2.2582,2.951
35.877804,-1.3400,-0.0792,3.1399,3.415
35.883970,-0.7024,-1.0907,4.2130,4.408
35.888260,0.0840,-2.2817,5.3786,5.843
35.892855,0.7217,-3.6585,6.9334,7.873
35.897525,1.4741,-5.0669,9.3896,10.771
35.904844,2.3569,-6.5368,12.2028,14.043
35.908105,3.2060,-8.2213,14.8639,17.286
35.912801,3.9762,-9.8170,17.0460,20.069
35.916940,4.5552,-10.9482,19.2282,22.591
35.922442,4.1342,-11.1634,19.5117,22.856
35.926476,3.2853,-10.4003,17.4799,20.604
35.931405,2.6451,-8.5546,14.5500,17.084
35.936356,2.1334,-5.8316,11.8197,13.352
35.940883,1.6130,-2.8870,9.4030,9.968
35.946299,1.4202,-0.1991,7.2154,7.356
35.951890,1.4271,2.1912,5.3483,5.953
35.956403,1.4003,4.1477,3.9841,5.919
35.960684,1.0933,5.4727,2.4388,6.090
35.965745,0.2325,5.7638,0.4312,5.785
35.970932,-1.1903,4.4736,-1.7332,4.943
35.974603,-2.6137,1.8957,-3.1744,4.528
35.979711,-3.3459,-1.2177,-5.1279,6.243
35.984529,-3.2750,-3.9338,-8.7156,10.108
35.989901,-2.4688,-5.8448,-12.1037,13.666
35.994303,-1.2590,-6.5710,-13.5305,15.094
36.000219,0.2321,-6.2644,-11.2188,12.851
36.003744,1.5065,-5.7040,-6.7271,8.948
36.009590,2.2530,-5.5120,-3.1837,6.752
36.013513,2.3718,-6.1981,-0.9875,6.709
36.018705,2.1016,-7.6263,0.9442,7.967
36.023822,1.5484,-9.3132,3.5211,10.076
36.028497,0.8703,-10.3850,6.5683,12.319
36.032943,0.5502,-9.0951,8.9837,12.796
36.037594,1.0993,-4.9569,9.3607,10.649
36.044753,1.8869,-0.6974,6.2386,6.555
36.047971,2.3260,2.5216,-0.8685,3.539
36.052662,2.3522,4.6516,-9.2531,10.620
36.057794,2.1979,6.1131,-16.4408,17.678
36.062825,1.7646,7.0466,-20.6695,21.909
36.067056,1.0168,7.6670,-21.8957,23.222
36.071516,0.3235,7.8638,-20.2046,21.683
36.076422,-0.3177,7.6332,-15.7532,17.508
36.081341,-0.9474,7.1272,-9.7372,12.104
36.086730,-1.8057,6.3762,-3.5299,7.508
36.093315,-3.4299,4.9142,2.7510,6.594
36.095722,-5.8636,2.3344,7.2784,9.634
36.100705,-7.8984,-0.7305,7.3147,10.790
36.105601,-8.5055,-3.3336,4.1857,10.049
36.109945,-7.9303,-4.9884,0.4504,9.380
36.115280,-6.3500,-5.5717,-1.9543,8.671
36.120669,-3.8297,-5.0728,-1.9251,6.641
36.125364,-1.2992,-3.9879,-1.3956,4.420
36.130872,0.6875,-2.6527,-1.5127,3.130
36.134322,2.0330,-1.0793,-1.8725,2.967
36.139707,2.8427,0.5142,-2.3513,3.725
36.144142,3.2445,2.0489,-2.7260,4.707
36.149901,3.1253,3.1493,-2.8891,5.295
36.154010,2.5391,3.5120,-2.6127,5.060
36.159255,1.6070,3.1547,-2.2333,4.186
36.164680,0.5807,2.2691,-1.8430,2.980
36.168222,-0.2725,1.2838,-1.6017,2.071
36.173268,-0.7935,0.5481,-1.5375,1.815
36.177743,-0.9072,0.1187,-1.5697,1.817
36.182608,-0.8479,-0.0763,-1.6005,1.813
36.188256,-0.7229,-0.1307,-1.7954,1.940
36.193036,-0.4368,-0.0543,-1.9614,2.010
36.197176,-0.0674,0.1457,-2.1207,2.127
36.202481,0.2954,0.4046,-2.3025,2.356
36.208007,0.6266,0.6267,-2.3132,2.477
36.212077,0.8131,0.6829,-2.1895,2.433
36.216620,0.8851,0.5377,-1.9317,2.192
36.221500,0.8061,0.3158,-1.6759,1.886
36.226296,0.6356,0.0650,-1.3981,1.537
36.231351,0.4598,-0.1403,-1.0857,1.187
36.236560,0.1996,-0.1210,-0.8455,0.877
36.240868,-0.0656,-0.0063,-0.7346,0.738
36.245981,-0.3164,0.1940,-0.6453,0.744
36.251491,-0.5812,0.4678,-0.4387,0.866
36.255333,-0.8118,0.7361,-0.3066,1.138
36.261477,-1.1040,0.9153,-0.1632,1.443
36.266266,-1.4047,0.9840,0.0840,1.717
36.270963,-1.7925,0.9470,0.2844,2.047
36.275009,-2.1474,0.8165,0.3997,2.332
36.279679,-2.5904,0.5830,0.4902,2.700
36.284248,-2.9322,0.2871,0.5826,3.003
36.290420,-3.1269,0.0582,0.6508,3.194
36.294182,-3.1128,-0.0777,0.5566,3.163
36.300345,-2.8594,-0.0967,0.3554,2.883
36.303648,-2.4559,0.0487,0.0451,2.457
36.308928,-1.9003,0.2006,-0.2692,1.930
36.313579,-1.2671,0.3088,-0.3302,1.345
36.319688,-0.6354,0.3567,-0.3417,0.805
36.323551,-0.0129,0.2655,-0.3547,0.443
36.327588,0.5233,0.2268,-0.1276,0.584
36.332986,1.0617,0.2284,-0.3318,1.136
36.337466,1.4320,0.2943,-0.5073,1.548
36.342276,1.9084,0.2905,-0.3834,1.968
36.347698,2.2011,0.4010,-0.3806,2.269
36.352765,2.3294,0.4823,-0.4930,2.429
36.357288,2.2893,0.6227,-0.7346,2.484
36.362200,2.2195,0.6738,-0.8636,2.475
36.366771,2.1169,0.7553,-0.9253,2.431
36.371701,1.9248,0.7643,-0.8340,2.233
36.376302,1.5429,0.7677,-0.8646,1.928
36.382201,1.2041,0.6652,-0.5989,1.500
36.386157,0.6225,0.5139,-0.4389,0.919
36.390702,0.2286,0.2999,-0.2613,0.459
36.395981,-0.0440,0.0566,0.5332,0.538
36.400506,-0.3228,-0.1151,0.6806,0.762
36.405506,-0.3100,-0.2251,1.4319,1.482
36.410433,-0.4296,-0.2852,1.5517,1.635
36.415095,-0.2071,-0.4911,2.1282,2.194
36.420315,0.1155,-0.6227,2.7400,2.812
36.425197,0.4388,-0.6917,2.8346,2.951
36.429678,0.6483,-0.7103,3.2932,3.431
36.434819,0.7691,-0.5088,3.3977,3.521
36.438967,0.8196,-0.5822,3.7216,3.855
36.443779,0.9191,-0.5353,4.1854,4.318
36.448813,0.8963,-0.4926,4.2409,4.363
36.453830,0.8385,-0.6262,4.0820,4.214
36.459140,0.7348,-0.8717,3.6304,3.805
36.463811,0.6435,-1.0543,3.0683,3.308
36.468077,0.7288,-1.6355,3.0864,3.568
36.473197,0.9125,-2.1342,3.0632,3.843
36.478019,1.2027,-2.3995,3.1045,4.104
36.483027,1.4299,-2.5063,3.1891,4.301
36.487517,1.6559,-2.5647,3.1190,4.364
36.492745,2.0216,-2.4884,3.5179,4.760
36.496691,2.4559,-2.3208,3.8641,5.133
36.502213,2.8672,-1.9971,4.0825,5.374
36.507903,3.5538,-1.6869,4.3256,5.847
36.512273,4.3013,-1.7055,4.7799,6.653
36.516454,5.0349,-1.6103,4.6258,7.024
36.522366,5.5389,-1.5451,3.9394,6.970
36.526565,5.8660,-1.5293,3.2867,6.896
36.531373,5.8964,-1.5796,2.8215,6.725
36.535562,5.6925,-1.6579,2.6443,6.492
36.541479,5.1183,-1.7566,2.7444,6.067
36.546057,4.4214,-2.0000,3.3525,5.898
36.550856,3.4827,-2.2639,3.7979,5.628
36.554769,2.3994,-2.3663,4.1604,5.354
36.560097,1.6617,-2.5939,4.9720,5.849
36.564847,1.2722,-2.5517,5.9076,6.560
36.570035,0.9773,-2.9475,6.3127,7.035
36.574588,0.8915,-3.6178,6.4955,7.488
36.579606,0.8655,-4.5217,6.2363,7.752
36.584947,1.0906,-5.2859,6.1221,8.162
36.589346,1.3167,-5.4346,6.0144,8.212
36.594198,1.7568,-5.2672,6.2019,8.324
36.599266,2.1940,-4.6768,6.2484,8.107
36.603217,2.4526,-3.9057,6.0291,7.591
36.609200,2.5702,-3.1173,5.7541,7.031
36.613555,2.4858,-2.5987,5.4779,6.553
36.617814,2.3057,-2.2546,5.2597,6.170
36.623876,2.1523,-2.0729,5.1321,5.939
36.628182,2.0110,-2.0588,5.0916,5.849
36.632973,1.7287,-2.2221,4.9617,5.705
36.637163,1.1818,-2.4777,4.5531,5.317
36.642583,0.4733,-2.8811,3.4581,4.526
36.647575,-0.3329,-3.3133,2.1165,3.946
36.652446,-1.0642,-3.8868,0.7718,4.103
36.658818,-1.8340,-4.5608,-0.6269,4.956
36.662031,-2.7651,-5.3757,-1.9634,6.356
36.666622,-3.6789,-6.2303,-2.7606,7.744
36.671601,-4.5627,-7.2176,-2.9931,9.048
36.676358,-5.7345,-8.2154,-3.3479,10.563
36.681023,-6.7656,-9.0271,-4.1690,12.027
36.685469,-7.5051,-9.3614,-4.7714,12.912
36.690894,-7.9872,-9.3238,-4.9523,13.238
36.695509,-8.3931,-8.8431,-5.0381,13.192
36.700479,-8.5524,-7.8865,-4.7408,12.562
36.705057,-8.2572,-6.6913,-4.2397,11.442
36.710394,-7.4344,-5.4756,-3.7291,9.958
36.714408,-6.2988,-4.3684,-3.2171,8.313
36.720162,-4.9362,-3.4030,-2.7088,6.579
36.724259,-3.5448,-2.6051,-2.3018,4.965
36.728819,-2.1142,-2.0006,-2.0904,3.584
36.733816,-0.7496,-1.6057,-1.7655,2.501
36.738867,0.6564,-1.2885,-1.3354,1.968
36.743657,2.0147,-1.0709,-0.7165,2.391
36.748904,3.2436,-1.0103,-0.0882,3.398
36.753257,4.1479,-1.1906,0.4264,4.336
36.758179,4.6246,-1.5445,0.5218,4.904
36.762901,4.5548,-2.0237,0.1826,4.987
36.767787,4.2254,-2.4029,-0.2359,4.867
36.772823,3.6931,-2.5362,-0.6922,4.533
36.777346,3.1242,-2.4737,-1.1357,4.144
36.782694,2.6382,-2.1963,-1.5733,3.776
36.786796,2.2179,-1.7160,-2.0812,3.492
36.792415,1.7691,-1.2051,-2.6765,3.427
36.796916,1.4056,-0.6756,-3.3019,3.652
36.801460,1.0286,-0.1539,-3.8551,3.993
36.807518,0.6896,0.2641,-4.3444,4.407
36.811253,0.3141,0.5447,-4.7468,4.788
36.817182,-0.1463,0.7643,-5.1183,5.177
36.821668,-0.6224,0.9537,-5.4290,5.547
36.826654,-1.1070,1.1151,-5.6007,5.817
36.831247,-1.5284,1.2314,-5.6965,6.025
36.836062,-1.9919,1.2857,-5.8121,6.277
36.841397,-2.3972,1.4192,-5.9333,6.555
36.844937,-2.8003,1.4690,-6.0166,6.797
36.850060,-3.1632,1.7318,-6.0712,7.062
36.855804,-3.4845,1.8585,-6.1035,7.270
36.860201,-3.6090,2.1749,-6.0881,7.404
36.864595,-3.7618,2.4161,-6.0763,7.544
36.870049,-3.7854,2.7908,-5.9826,7.610
36.875002,-3.8372,3.1395,-5.9541,7.748
36.879094,-3.8792,3.4653,-5.8458,7.825
36.884355,-3.9333,3.7809,-5.7407,7.920
36.888876,-3.9310,4.0125,-5.7577,8.044
36.893483,-3.8971,4.2278,-5.8674,8.215
36.898800,-3.7306,4.4725,-5.9166,8.302
36.903269,-3.5291,4.6701,-5.8218,8.256
36.908216,-3.3169,4.7562,-5.9204,8.287
36.914610,-3.0302,4.8002,-6.0740,8.314
36.918036,-2.7104,4.8449,-6.1950,8.318
36.922663,-2.3341,4.9042,-6.3008,8.319
36.928018,-1.9903,4.8777,-6.4183,8.303
36.933024,-1.5429,4.8704,-6.5118,8.277
36.936936,-1.2740,4.7318,-6.6795,8.284
36.942910,-0.9656,4.5649,-6.7131,8.175
36.947202,-0.6811,4.4151,-6.6368,8.000
36.951906,-0.4532,4.2469,-6.5671,7.834
36.957049,-0.1632,4.0153,-6.4960,7.639
36.961155,0.1344,3.9022,-6.5813,7.652
36.966707,0.2957,3.7397,-6.1773,7.227
36.970835,0.4020,3.6451,-5.6363,6.724
36.976184,0.3637,3.6345,-5.0639,6.244
36.980160,0.4178,3.7485,-4.5013,5.873
36.985634,0.5262,3.9725,-3.9791,5.647
36.990348,0.7257,4.3114,-3.9820,5.914
36.995538,0.4966,4.5929,-3.8108,5.989
36.999768,0.0218,4.8914,-3.5584,6.049
37.004336,-0.4388,5.1615,-3.4084,6.201
37.009288,-0.8531,5.4340,-3.3347,6.432
37.014422,-1.0325,5.7060,-2.9144,6.490
37.019268,-1.0199,5.7733,-2.0609,6.214
37.023726,-0.8631,5.3534,-0.8911,5.495
37.029892,-0.7265,4.5371,0.0871,4.596
37.034194,-0.7477,3.5116,0.7666,3.671
37.038217,-0.7677,2.4064,1.1415,2.772
37.043842,-0.9203,1.1209,1.2313,1.903
37.048645,-0.8960,-0.1853,1.4935,1.751
37.053083,-0.6877,-1.3867,2.1991,2.689
37.057856,-0.2982,-2.6332,3.2660,4.206
37.063089,0.3501,-3.9268,5.1975,6.524
37.068622,1.4137,-5.0493,8.2113,9.743
37.072528,3.1295,-6.0406,12.0381,13.827
37.077491,5.1307,-7.4023,15.8781,18.255
37.083109,7.4437,-9.0983,19.3676,22.656
37.087104,7.6556,-11.3533,20.6376,24.767
37.091957,5.1597,-13.0980,18.7705,23.463
37.096456,1.9653,-13.4818,15.2227,20.429
37.102916,-0.1119,-12.3642,12.0836,17.289
37.106957,-0.8674,-9.4444,10.0533,13.821
37.111704,-1.1074,-5.8894,8.7823,10.632
37.117303,-1.3458,-2.2890,7.6477,8.096
37.121498,-1.4967,0.9133,6.5269,6.758
37.125284,-1.9345,3.3854,5.5238,6.761
37.130093,-2.9002,4.6640,4.1070,6.858
37.134783,-4.3146,4.1767,2.3992,6.467
37.139924,-5.8587,2.0120,0.5216,6.216
37.145814,-6.9157,-0.5055,-2.5786,7.398
37.150221,-7.3324,-2.8114,-6.9318,10.475
37.154460,-6.9821,-4.2280,-11.2030,13.861
37.159010,-5.4554,-4.3998,-13.5245,15.233
37.164203,-2.9939,-3.4844,-12.1010,12.944
37.170152,-0.7342,-2.6760,-7.4809,7.979
37.174519,0.4602,-2.9980,-3.0910,4.331
37.178442,1.0731,-4.1794,-0.4997,4.344
37.183332,2.1617,-5.3809,0.2402,5.804
37.188465,3.5298,-6.4776,0.3326,7.384
37.193780,5.1861,-7.2808,1.5165,9.067
37.197518,6.7455,-7.1911,4.1962,10.716
37.202961,6.9588,-5.9218,6.5067,11.217
37.207458,6.3001,-3.6313,5.8462,9.330
37.212022,5.8415,-1.1035,1.6445,6.168
37.218108,5.4508,1.1956,-4.3272,7.062
37.223550,4.8699,3.3093,-9.8893,11.509
37.227457,4.2057,5.3031,-14.0578,15.602
37.232484,3.4322,7.0434,-16.5362,18.299
37.237282,2.7000,8.3786,-17.0239,19.165
37.241708,1.7985,9.0859,-14.6868,17.363
37.246422,0.6162,9.1447,-10.7514,14.128
37.252022,-0.8349,8.7033,-6.4898,10.889
37.257048,-2.6279,7.7979,-2.3904,8.569
37.261158,-4.9965,5.9778,1.3307,7.904
37.266155,-7.6608,3.3749,3.2831,8.992
37.271179,-9.1826,0.5297,2.9233,9.651
37.275863,-9.4396,-1.8939,1.6233,9.764
37.281140,-8.6850,-3.7643,0.3325,9.472
37.285385,-7.0782,-5.0077,-0.5245,8.686
37.290743,-4.7688,-5.4406,-1.1044,7.318
37.294646,-1.9110,-5.0447,-1.6645,5.646
37.299740,0.8997,-4.1942,-2.3753,4.903
37.305278,3.1041,-3.1550,-3.1137,5.412
37.309388,4.4511,-1.9467,-3.7030,6.109
37.313991,4.9802,-0.7060,-3.8785,6.352
37.319034,4.5218,0.0932,-3.5588,5.755
37.324084,3.4660,0.5279,-3.0829,4.669
37.328366,2.1872,0.7466,-2.4647,3.379
37.333522,0.7660,0.7112,-1.8115,2.091
37.338676,-0.5101,0.5914,-1.2724,1.493
37.343828,-1.5636,0.4760,-0.8693,1.851
37.347835,-2.3464,0.4771,-0.6461,2.480
37.353306,-2.7874,0.5563,-0.4365,2.876
37.358390,-3.0116,0.7279,-0.3317,3.116
37.362804,-2.9411,0.9488,-0.4088,3.117
37.367384,-2.7127,0.9750,-0.5217,2.929
37.372797,-2.4394,0.9431,-0.7706,2.727
37.378006,-2.0171,0.7648,-1.1236,2.432
37.382119,-1.5401,0.4571,-1.5465,2.230
37.386570,-0.9190,0.1182,-1.8974,2.112
37.393104,-0.3154,-0.2230,-2.1643,2.198
37.396689,0.3197,-0.4757,-2.2873,2.358
37.401413,0.9070,-0.6375,-2.2778,2.533
37.406725,1.3722,-0.6846,-2.1478,2.639
37.410993,1.7875,-0.6340,-1.8901,2.678
37.415532,2.0002,-0.4858,-1.5172,2.557
37.421014,2.0805,-0.2402,-1.1704,2.399
37.425408,1.9785,-0.0670,-0.7140,2.104
37.430235,1.7379,0.1893,-0.4108,1.796
37.435424,1.4591,0.3875,-0.1725,1.519
37.440485,1.0468,0.5682,-0.0200,1.191
37.444985,0.5872,0.7267,-0.0249,0.935
37.449361,0.0643,0.8893,-0.0885,0.896
37.454347,-0.4830,0.9602,-0.2320,1.100
37.460107,-0.9752,0.9563,-0.3099,1.401
37.464191,-1.4356,0.9374,-0.3988,1.760
37.469333,-1.7373,0.9751,-0.5326,2.062
37.473588,-1.9229,0.9690,-0.6062,2.237
37.478425,-1.9849,1.0123,-0.6341,2.317
37.483520,-1.9023,0.9855,-0.5694,2.217
37.488553,-1.5879,1.0228,-0.2030,1.900
37.493696,-1.1338,0.9664,0.3154,1.523
37.498964,-0.6647,0.9025,0.8616,1.414
37.502663,-0.3361,0.9151,0.8067,1.265
37.508293,0.1765,0.8077,0.9820,1.284
37.513250,0.5422,0.8318,1.0051,1.413
37.518384,0.9144,0.7957,0.9872,1.563
37.522648,1.1374,0.8143,0.9044,1.666
37.527313,1.4423,0.6103,1.2867,2.027
37.533043,1.6451,0.6074,1.5289,2.327
37.536766,1.7557,0.5925,1.6763,2.499
37.541093,1.7008,0.7327,1.5525,2.417
37.547140,1.6388,0.6551,1.4614,2.291
37.551657,1.5120,0.5773,1.3558,2.111
37.556184,1.3848,0.5710,1.2335,1.940
37.560402,1.2931,0.5476,1.1741,1.830
37.566098,1.1508,0.5357,1.0582,1.653
37.570125,1.0229,0.5138,1.1082,1.593
37.575712,0.8237,0.5175,1.1616,1.515
37.580201,0.7275,0.2673,1.2229,1.448
37.586267,0.7167,-0.0071,1.3857,1.560
37.590346,0.7790,-0.3750,1.4684,1.704
37.594439,0.9016,-0.7093,1.6066,1.974
37.599594,1.0982,-0.8543,2.1962,2.600
37.604008,1.2138,-0.7382,2.8268,3.164
37.609077,1.2869,-0.4878,3.4900,3.752
37.613729,1.3357,-0.1919,4.3141,4.520
37.618609,1.3255,0.0900,4.4305,4.625
37.624049,1.3366,0.2023,4.3728,4.577
37.628798,1.2416,0.1331,4.0497,4.238
37.634169,1.2409,-0.2891,4.0876,4.282
37.637951,1.3145,-0.9611,4.1610,4.468
37.642938,1.5010,-1.5694,4.0037,4.555
37.648180,1.7446,-2.1215,3.5647,4.500
37.654167,1.9808,-2.6008,2.7553,4.275
37.658602,2.3305,-2.7443,2.6381,4.463
37.662263,2.4719,-2.8206,2.6293,4.580
37.667755,2.3894,-2.7768,2.7988,4.610
37.672103,2.5422,-2.7656,3.5632,5.178
37.676446,2.7954,-2.7814,4.4415,5.939
37.682052,3.2418,-2.7187,4.9933,6.545
37.686325,3.6711,-2.7572,4.9303,6.737
37.691585,4.0685,-2.8683,4.5528,6.746
37.696310,4.4023,-3.0543,4.2280,6.825
37.700733,4.6292,-3.1023,3.9704,6.842
37.706002,4.6770,-3.0340,3.9928,6.857
37.711379,4.5992,-2.8853,4.1744,6.849
37.715559,4.3369,-2.8473,4.4658,6.845
37.720131,4.0461,-3.2254,4.8266,7.076
37.725281,3.8011,-4.1098,5.1407,7.600
37.730181,3.5452,-5.2468,5.2291,8.212
37.734942,3.2856,-6.1863,4.9397,8.571
37.740104,3.4382,-6.8853,5.1098,9.238
37.744701,3.5292,-6.8853,5.1151,9.275
37.750243,3.3501,-6.2828,5.0163,8.710
37.754311,3.1368,-5.5188,5.0821,8.132
37.759916,2.9454,-4.9689,5.3294,7.859
37.763490,2.6524,-4.7097,5.5517,7.748
37.768868,2.2802,-4.5430,5.5073,7.495
37.773162,1.8198,-4.2685,5.1115,6.904
37.778531,1.2979,-3.8631,4.5854,6.135
37.784606,0.6998,-3.4373,4.4022,5.629
37.788583,0.1261,-2.9439,4.7285,5.571
37.793725,-0.8530,-2.7161,4.8027,5.583
37.798025,-1.8452,-2.6612,4.2842,5.370
37.802883,-2.7292,-2.8130,3.0807,4.985
37.808006,-3.4852,-3.2838,1.4128,4.993
37.812191,-4.1072,-3.9535,-0.3441,5.711
37.817062,-4.6032,-4.7090,-1.9721,6.874
37.822690,-5.2315,-5.3967,-3.2281,8.180
37.826627,-5.7619,-5.9543,-4.2114,9.295
37.832614,-6.1862,-6.2403,-4.8349,10.029
37.836213,-6.5389,-6.2240,-5.3285,10.483
37.841193,-6.9380,-6.0611,-5.6846,10.825
37.845784,-7.1553,-5.6992,-5.6434,10.748
37.850391,-6.9875,-5.0407,-4.8406,9.883
37.855698,-6.5303,-4.3013,-3.6115,8.613
37.860306,-5.8241,-3.7420,-2.4577,7.346
37.864870,-4.9910,-3.4487,-1.5627,6.265
37.869702,-4.1129,-3.2634,-1.2213,5.390
37.874538,-3.0521,-3.0492,-1.0455,4.439
37.879343,-1.9772,-2.7915,-1.1474,3.608
37.885209,-0.7393,-2.5950,-1.3356,3.011
37.888951,0.5450,-2.3851,-1.6064,2.927
37.894158,1.6977,-2.2168,-1.7188,3.279
37.899413,2.5279,-2.1021,-1.5859,3.650
37.904077,2.9840,-2.1367,-1.3765,3.920
37.908774,2.9699,-2.2704,-1.3923,3.989
37.914171,2.5887,-2.4838,-1.6090,3.932
37.919814,2.0152,-2.6929,-1.9281,3.877
37.923514,1.5623,-2.8452,-2.0772,3.854
37.928616,1.1806,-2.8114,-2.1932,3.756
37.933692,1.0826,-2.6469,-2.2596,3.645
37.937937,0.9877,-2.3563,-2.5107,3.582
37.943936,0.9651,-1.9852,-2.8937,3.640
37.949384,0.9087,-1.6078,-3.3584,3.833
37.952874,0.9762,-1.1620,-3.5318,3.844
37.957919,0.9850,-0.8176,-3.7066,3.921
37.962102,0.9464,-0.5294,-3.9455,4.092
37.967280,0.9172,-0.2354,-4.0770,4.185
37.972478,0.7828,0.0022,-4.2187,4.291
37.976523,0.5318,0.1498,-4.3421,4.377
37.981279,0.2336,0.3153,-4.5761,4.593
37.986409,-0.0226,0.4316,-4.7745,4.794
37.991127,-0.3084,0.5944,-4.9494,4.995
37.996060,-0.5863,0.8492,-5.1485,5.251
38.000662,-0.8527,1.1744,-5.3858,5.578
38.005921,-1.1803,1.4695,-5.5746,5.885
38.010017,-1.6322,1.8330,-5.7572,6.259
38.015132,-1.9004,2.1626,-5.8201,6.493
38.021015,-2.1477,2.4876,-5.9320,6.782
38.025487,-2.4198,2.8920,-5.7814,6.902
38.029707,-2.8654,3.2212,-5.7808,7.211
38.034949,-3.0078,3.4546,-6.0194,7.564
38.040270,-2.9788,3.6933,-6.0753,7.709
38.044585,-2.9578,4.0260,-6.0110,7.816
38.048828,-3.1781,4.1751,-6.1113,8.055
38.054510,-3.3493,4.3130,-6.1950,8.258
38.059396,-3.3965,4.4941,-6.2035,8.380
38.063373,-3.2818,4.5889,-6.2621,8.429
38.069013,-3.0371,4.7596,-6.3765,8.517
38.073784,-2.6805,4.9270,-6.4872,8.576
38.077917,-2.2397,5.0219,-6.6875,8.658
38.083297,-1.7901,5.0924,-6.8978,8.759
38.087553,-1.4303,5.1104,-7.0551,8.828
38.093327,-1.0674,5.1025,-7.0898,8.800
38.097444,-0.7487,5.1263,-6.9945,8.704
38.103537,-0.5501,5.1461,-6.7783,8.528
38.107749,-0.4070,5.1141,-6.6159,8.372
38.112308,-0.2611,5.1189,-6.5454,8.313
38.116671,-0.3956,5.1148,-6.4186,8.217
38.122949,-0.4385,5.1064,-6.1163,7.980
38.126613,-0.4762,5.1843,-5.7729,7.774
38.131157,-0.4739,5.3576,-5.5109,7.701
38.136551,-0.4831,5.6072,-5.1074,7.600
38.140949,-0.6370,5.8253,-4.8111,7.582
38.146046,-0.8097,5.9142,-4.5376,7.498
38.150918,-1.0081,5.9650,-4.2571,7.397
38.155731,-1.0943,5.9948,-4.0957,7.342
38.161299,-1.0166,6.0609,-3.9023,7.280
38.164668,-0.9735,6.0120,-3.4406,6.995
38.169993,-0.9639,5.7257,-2.6427,6.379
38.175926,-1.0863,5.0436,-1.5753,5.394
38.179921,-1.3679,4.0132,-0.3547,4.255
38.184667,-1.6353,2.8928,0.7048,3.397
38.189320,-1.8480,1.8878,1.6746,3.128
38.193980,-1.7965,0.8444,2.4412,3.146
38.199267,-1.5938,-0.3767,3.1750,3.572
38.203826,-1.1068,-1.7978,3.9893,4.513
38.208480,-0.1945,-3.4007,5.1952,6.212
38.214061,0.9116,-5.3249,6.7173,8.620
38.218925,2.0694,-7.4846,8.5457,11.547
38.223190,3.4296,-9.7718,10.3772,14.661
38.228490,4.5801,-11.8880,12.0586,17.542
38.233021,5.5106,-13.2035,14.5599,20.413
38.238001,6.1391,-13.5481,18.6611,23.864
38.244501,5.4319,-12.6218,20.5199,24.696
38.247216,4.1230,-10.7149,18.7213,21.961
38.252186,3.5057,-7.8783,16.0726,18.240
38.257030,2.8944,-4.8164,13.4013,14.532
38.261352,2.5963,-1.8578,10.8620,11.321
38.267336,2.5893,0.9050,8.2578,8.701
38.272032,2.7418,3.3460,5.7826,7.222
38.276631,2.9718,5.3626,3.5147,7.067
38.281356,2.7596,6.7426,1.1215,7.371
38.286008,2.1181,7.0278,-1.7004,7.534
38.291392,0.7461,5.5881,-4.5320,7.233
38.295341,-0.7391,2.7839,-6.6951,7.288
38.301615,-2.0155,-0.8815,-8.1175,8.410
38.305822,-2.5458,-4.5295,-10.0861,11.346
38.313088,-2.2215,-7.2039,-12.7841,14.841
38.314823,-1.5099,-8.3126,-13.7326,16.123
38.320699,0.1314,-7.8362,-10.1945,12.859
38.325826,1.4604,-7.2174,-5.7241,9.327
38.329538,1.8060,-7.3130,-1.6141,7.704
38.334984,1.7896,-8.0372,2.5364,8.616
38.339347,2.0437,-9.3635,7.3175,12.058
38.344067,2.7732,-10.8659,12.4754,16.775
38.349436,3.0005,-11.7549,16.9171,20.817
38.353376,2.7268,-10.3749,16.4644,19.651
38.358655,2.8939,-6.4778,11.8167,13.783
38.364690,3.2930,-2.3108,5.9808,7.208
38.368327,3.3418,1.2111,-2.6712,4.446
