time,ax,ay,az (m/s^2),aT (m/s^2)
15.386590,-0.0077,-0.0380,0.0357,0.053
15.392137,-0.0147,-0.0235,0.0140,0.031
15.396627,0.0046,0.0099,0.0139,0.018
15.401152,0.0141,0.0027,-0.0122,0.019
15.406190,0.0119,0.0050,-0.0026,0.013
15.411013,0.0001,0.0357,-0.0263,0.044
15.416081,0.0001,0.0141,-0.0141,0.020
15.420775,0.0097,-0.0359,0.0075,0.038
15.425727,0.0098,0.0166,0.0147,0.024
15.430451,-0.0092,0.0330,-0.0162,0.038
15.435313,-0.0234,-0.0171,-0.0160,0.033
15.440513,-0.0351,-0.0217,0.0174,0.045
15.444649,-0.0134,-0.0001,-0.0064,0.015
15.450117,-0.0039,-0.0025,-0.0015,0.005
15.454678,-0.0014,-0.0191,-0.0133,0.023
15.459817,0.0223,0.0072,-0.0013,0.023
15.464485,0.0078,0.0475,-0.0273,0.055
15.469300,0.0006,-0.0004,-0.0317,0.032
15.474339,-0.0019,0.0282,0.0021,0.028
15.479386,0.0480,-0.0267,0.1397,0.150
15.483656,-0.0332,0.0044,0.0129,0.036
15.488737,0.0167,0.0116,-0.0348,0.040
15.493709,0.0305,0.0591,-0.0987,0.119
15.498355,0.0230,0.0776,-0.0884,0.120
15.503006,0.0324,-0.0394,-0.0046,0.051
15.507871,-0.0035,-0.0533,-0.0048,0.054
15.513074,0.0535,0.0753,0.0309,0.097
15.517632,-0.0917,-0.0749,0.0447,0.127
15.523193,0.0208,-0.1218,0.0844,0.150
15.527126,-0.0056,0.0905,-0.0566,0.107
15.532368,0.0228,0.0542,-0.0707,0.092
15.537161,0.0345,-0.0080,-0.0443,0.057
15.541535,0.0295,0.0087,-0.0325,0.045
15.547216,0.0340,0.0394,-0.0444,0.068
15.551370,0.0028,0.0130,-0.0254,0.029
15.556484,0.0242,0.0295,-0.0281,0.047
15.561612,-0.0116,0.0102,-0.0355,0.039
15.565773,0.0003,-0.0184,-0.0096,0.021
15.570744,-0.0021,0.0293,-0.0054,0.030
15.575331,0.0073,0.0053,0.0059,0.011
15.581018,-0.0114,-0.0257,0.0027,0.028
15.586063,-0.1230,-0.1680,0.0753,0.221
15.590674,0.1225,0.0637,0.0146,0.139
15.595018,-0.0139,0.2222,-0.0979,0.243
15.600237,-0.0707,-0.1951,0.0231,0.209
15.604383,-0.0654,-0.1365,0.0647,0.165
15.609883,-0.0244,0.0545,0.0278,0.066
15.614107,0.0042,0.0089,0.0411,0.042
15.620264,-0.0194,-0.0767,-0.0004,0.079
15.624085,-0.0096,-0.0286,0.0013,0.030
15.629970,-0.0047,0.0143,-0.0088,0.017
15.633871,-0.0377,-0.0168,-0.0118,0.043
15.638614,-0.0087,-0.1046,0.0590,0.120
15.643732,-0.0393,-0.0373,0.0555,0.078
15.648166,0.0133,0.0556,0.0095,0.058
15.653669,0.0799,0.0646,-0.0551,0.117
15.658098,-0.0036,0.0141,-0.0622,0.064
15.662467,-0.0368,-0.0549,0.0042,0.066
15.667840,0.1419,0.1235,-0.0483,0.194
15.671909,-0.0777,0.0916,-0.0578,0.133
15.677476,0.0038,-0.1015,0.0253,0.105
15.682692,0.0109,0.0679,-0.0418,0.080
15.686905,0.0155,0.0198,-0.0038,0.025
15.692116,0.0084,0.0101,-0.0018,0.013
15.697281,-0.0390,-0.0470,0.0120,0.062
15.701732,-0.0124,-0.0372,0.0280,0.048
15.705892,0.0139,0.0177,-0.0178,0.029
15.710753,0.0304,0.0436,-0.0230,0.058
15.716142,0.0232,0.0052,-0.0280,0.037
15.720302,0.0183,-0.0044,-0.0258,0.032
15.725437,-0.0079,0.0289,-0.0022,0.030
15.730751,-0.0102,0.0382,-0.0146,0.042
15.735456,-0.0363,-0.0097,0.0159,0.041
15.741242,-0.0383,-0.0571,0.0151,0.070
15.744670,-0.0309,-0.0186,-0.0118,0.038
15.750461,0.0426,0.0765,-0.0694,0.112
15.754927,0.0614,0.1423,-0.1288,0.202
15.758862,-0.1362,-0.1746,0.0019,0.221
15.764091,0.0337,-0.1210,0.0558,0.137
15.769523,-0.1922,0.0557,0.0614,0.209
15.775021,0.1177,-0.0848,0.0909,0.171
15.778583,-0.0049,0.2436,-0.1506,0.286
15.783604,0.0399,0.0541,-0.1076,0.127
15.788233,0.0488,0.0039,-0.1077,0.118
15.793226,0.0221,0.0086,-0.0460,0.052
15.798241,-0.0278,-0.0675,0.0556,0.092
15.803131,-0.0441,-0.1667,0.1158,0.208
15.807939,-0.0414,-0.0799,0.0973,0.133
15.812950,-0.0174,0.0490,0.0055,0.052
15.817366,0.0111,0.0462,-0.0523,0.071
15.822534,-0.0151,-0.0207,-0.0314,0.041
15.827719,-0.0151,-0.0063,-0.0415,0.045
15.831536,0.0206,0.0294,-0.0016,0.036
15.836780,0.0179,-0.0041,0.0261,0.032
15.842819,0.0295,0.0268,-0.0034,0.040
15.847164,0.0054,-0.0043,-0.0135,0.015
15.850841,0.0386,-0.0209,-0.0212,0.049
15.856575,0.0145,0.0125,-0.0241,0.031
15.861159,-0.0188,0.0076,-0.0126,0.024
15.865357,0.0003,-0.0470,0.0297,0.056
15.870620,0.0098,-0.0324,0.0242,0.042
15.875961,0.0050,0.0248,0.0046,0.026
15.880873,-0.0020,-0.0039,0.0112,0.012
15.885418,-0.0020,-0.0277,0.0013,0.028
15.890642,0.0875,0.0772,-0.0343,0.122
15.894595,0.5270,0.5155,-0.1265,0.748
15.900212,-0.7834,-0.4906,-0.0880,0.929
15.903734,0.1252,-0.4248,0.2661,0.517
15.909004,-0.0065,0.4216,-0.0637,0.426
15.915277,0.0719,0.0145,0.1196,0.140
15.918781,-0.0471,-0.2777,0.0426,0.285
15.924403,0.0104,0.0118,-0.0099,0.019
15.929506,-0.0275,0.0686,-0.0026,0.074
15.933476,-0.0246,-0.0958,0.0783,0.126
15.938723,-0.0121,-0.0382,0.0329,0.052
15.943150,-0.0472,-0.0118,0.0592,0.077
15.947940,-0.0324,-0.0972,0.1064,0.148
15.952848,0.0678,0.1077,-0.0055,0.127
15.957516,0.0129,0.1068,-0.0475,0.118
15.962490,-0.0130,-0.1245,0.0293,0.129
15.968135,-0.0411,-0.0713,0.0489,0.096
15.972021,-0.0784,-0.0090,0.0849,0.116
15.977944,-0.0514,-0.0802,0.0469,0.106
15.981598,0.1464,0.0842,-0.0406,0.174
15.986491,-0.0017,0.0977,-0.0820,0.128
15.991607,-0.0940,-0.1097,0.0049,0.145
15.996084,0.0354,-0.0567,0.0106,0.068
16.002035,0.0304,0.1242,-0.0099,0.128
16.005713,0.0753,0.1209,-0.0564,0.153
16.011346,0.0557,0.0985,-0.1047,0.154
16.015850,0.0740,0.1263,-0.1219,0.190
16.021115,0.1231,0.2227,-0.1721,0.307
16.024756,-0.0371,-0.0213,-0.0534,0.068
16.031080,-0.0439,-0.1327,0.0619,0.153
16.035010,-0.0222,-0.0271,0.0766,0.084
16.039353,0.0063,0.0658,0.0318,0.073
16.044601,-0.0747,-0.0296,0.0275,0.085
16.049900,-0.0265,-0.1694,0.0591,0.181
16.054693,-0.0142,-0.0850,0.0712,0.112
16.058923,-0.0020,0.0178,0.0381,0.042
16.063969,-0.0210,-0.0583,0.0480,0.078
16.069436,-0.0636,0.1084,-0.0419,0.133
16.074697,0.0247,0.0530,-0.0410,0.071
16.078048,0.0412,-0.0258,-0.0164,0.051
16.083435,-0.0423,0.0527,-0.0325,0.075
16.088846,0.0389,-0.0807,0.0347,0.096
16.093039,-0.0232,0.0221,0.0040,0.032
16.097742,-0.1038,-0.0279,0.0328,0.112
16.103305,-0.0006,-0.0633,0.0400,0.075
16.107415,0.0139,-0.0937,0.0662,0.116
16.113692,0.0424,0.0281,-0.0028,0.051
16.117192,-0.0173,0.0682,-0.0643,0.095
16.121798,0.0424,0.0083,-0.0754,0.087
16.127911,0.0158,0.0771,-0.0817,0.113
16.131920,-0.0083,0.1003,-0.0597,0.117
16.136820,0.0366,0.0782,-0.0639,0.107
16.141125,-0.0163,0.0349,-0.0466,0.060
16.146557,0.0357,0.1012,-0.0485,0.118
16.151165,-0.0434,0.0387,0.0114,0.059
16.155463,0.0301,-0.0659,0.0421,0.084
16.160646,0.0601,0.1318,-0.0483,0.153
16.165314,-0.0950,0.0620,-0.0551,0.126
16.171027,-0.0941,-0.3754,0.1613,0.419
16.175211,-0.0175,-0.2440,0.1766,0.302
16.179914,-0.0223,0.2020,0.0466,0.209
16.184144,0.0084,0.0224,-0.0325,0.040
16.189394,0.0105,-0.0870,-0.0754,0.116
16.194163,-0.0256,0.0753,-0.0848,0.116
16.199597,0.0361,0.0652,-0.0396,0.084
16.205370,0.0023,-0.0421,-0.0138,0.044
16.209590,-0.0144,-0.0252,-0.0002,0.029
16.213331,-0.0049,0.0296,0.0062,0.031
16.218439,0.0354,0.0057,-0.0184,0.040
16.223941,-0.0053,-0.0110,-0.0190,0.023
16.228474,-0.0219,-0.0442,-0.0149,0.051
16.233156,0.0021,-0.0700,0.0296,0.076
16.237908,0.0353,0.0351,0.0144,0.052
16.242834,0.0303,0.0276,0.0088,0.042
16.247568,0.0207,-0.0202,-0.0323,0.043
16.252260,0.0040,-0.0177,-0.0160,0.024
16.257041,-0.0147,-0.0034,0.0216,0.026
16.262575,-0.0382,-0.1079,0.1087,0.158
16.266754,-0.0710,-0.0144,0.0648,0.097
16.272400,-0.0274,0.0070,0.0856,0.090
16.277379,0.0805,-0.1310,0.1661,0.226
16.281156,-0.0265,-0.2131,0.2462,0.327
16.286332,-0.1393,0.0330,-0.0517,0.152
16.291242,-0.0303,-0.3213,0.3351,0.465
16.295747,-0.0679,-0.0504,0.1407,0.164
16.301305,0.0056,0.6174,-0.4218,0.748
16.305880,0.1573,0.1257,-0.2228,0.300
16.310363,-0.0014,0.0940,-0.4010,0.412
16.315078,0.1309,0.2976,-0.3493,0.477
16.320901,0.1226,-0.0159,-0.1130,0.168
16.325662,0.1173,-0.1227,0.1669,0.238
16.330296,0.0385,-0.1740,0.3001,0.349
16.334592,-0.0183,-0.0919,0.2469,0.264
16.340085,-0.0774,-0.0413,0.0655,0.109
16.344563,-0.0819,0.0281,-0.0838,0.120
16.348884,-0.0272,0.1467,-0.2774,0.315
16.353738,-0.0702,0.1100,-0.3348,0.359
16.358996,-0.0372,0.0238,-0.3088,0.312
16.364522,0.0149,0.0689,-0.1572,0.172
16.369497,-0.0378,-0.0408,-0.0164,0.058
16.373605,-0.0044,-0.0784,0.0499,0.093
16.378045,-0.0330,-0.0208,0.0349,0.052
16.383051,0.0002,-0.0158,0.0511,0.054
16.387466,0.0167,-0.0346,0.1340,0.139
16.392602,0.0096,-0.1103,0.2000,0.229
16.397858,0.0170,-0.1830,0.3086,0.359
16.402303,-0.0159,-0.1840,0.3453,0.392
16.407388,0.0014,-0.0781,0.2489,0.261
16.411768,-0.0220,0.0056,0.0845,0.087
16.416505,-0.0288,0.0388,-0.0360,0.060
16.421501,0.0073,0.0740,-0.1411,0.160
16.426351,0.0266,0.0377,-0.1173,0.126
16.431462,0.0053,-0.0433,0.0108,0.045
16.436221,0.0005,0.0805,-0.0473,0.093
16.440891,-0.0330,0.1512,-0.1034,0.186
16.446542,-0.0784,0.0670,-0.9544,0.960
16.450574,0.2947,0.3111,-0.2274,0.485
16.455482,-0.0798,-0.1617,0.7231,0.745
16.460853,-0.0005,-0.3029,0.6429,0.711
16.466053,-0.0334,-0.1888,-0.3464,0.396
16.470508,0.0524,0.3730,-1.3833,1.434
16.474750,0.1732,0.4459,0.4342,0.646
16.480786,-0.1745,-0.3603,1.2081,1.273
16.485086,-0.2753,-0.5305,0.3496,0.692
16.490127,-0.0622,-0.0060,-0.0885,0.108
16.494425,0.0945,0.4952,-0.2289,0.554
16.500233,0.1056,0.0377,-0.1160,0.161
16.504248,-0.0422,-0.3188,0.2145,0.387
16.508781,-0.0134,-0.0051,0.2003,0.201
16.513359,0.0196,0.0758,-0.0227,0.082
16.518520,-0.0140,-0.0719,-0.1492,0.166
16.523581,0.0265,0.0261,-0.1795,0.183
16.527962,0.0549,0.0805,-0.1505,0.179
16.532901,-0.0074,0.0015,-0.0958,0.096
16.537811,0.0045,0.0063,-0.0462,0.047
16.542213,0.0069,0.0015,0.0195,0.021
16.547600,-0.0073,-0.0175,0.0634,0.066
16.552480,-0.0121,-0.0220,0.0641,0.069
16.556702,-0.0096,0.0138,-0.0042,0.017
16.562062,0.0307,0.0517,-0.0361,0.070
16.567056,0.0162,0.0134,-0.0016,0.021
16.571621,-0.0148,-0.0128,0.0064,0.021
16.576577,-0.0100,-0.0080,-0.0285,0.031
16.581107,0.0067,0.0064,-0.0489,0.050
16.586116,0.0137,0.0230,-0.0694,0.074
16.591385,0.0231,-0.0033,-0.0446,0.050
16.596265,-0.0032,0.0086,0.0107,0.014
16.600809,-0.0008,0.0038,-0.0534,0.054
16.605096,0.0133,0.0133,-0.0626,0.065
16.610585,-0.0129,0.0108,-0.0622,0.064
16.615889,0.0395,0.0035,-0.0405,0.057
16.620066,0.0226,0.0367,-0.0640,0.077
16.624735,0.0178,0.0150,0.0622,0.066
16.629729,-0.0464,-0.0208,0.0114,0.052
16.634895,0.0158,0.0126,-0.0224,0.030
16.640117,0.0014,-0.0041,-0.0250,0.025
16.644083,0.0466,-0.0160,-0.0016,0.049
16.648686,-0.0202,-0.0111,-0.0258,0.035
16.654416,0.0037,0.0056,0.0428,0.043
16.658161,-0.0287,-0.0351,0.0698,0.083
16.663486,0.1252,-0.5623,-0.0448,0.578
16.668507,0.0292,0.3422,-0.2291,0.413
16.673565,-0.0972,0.4035,-0.1181,0.432
16.678229,-0.1728,-0.0841,-0.2008,0.278
16.682911,0.0754,0.1043,-0.1138,0.172
16.687748,0.0515,-0.0344,0.0314,0.069
16.692227,0.5032,-0.0635,0.6203,0.801
16.697246,0.5386,-0.3305,0.7450,0.977
16.701786,0.5898,-0.3965,0.5410,0.893
16.707007,0.1781,-0.2073,0.0684,0.282
16.711877,0.3889,0.8257,-0.4497,1.017
16.716689,-1.3424,-0.1957,-0.6153,1.490
16.722223,-0.7990,-0.3319,-0.1634,0.881
16.726475,-0.2837,-0.3547,0.0459,0.457
16.731458,0.3384,1.6574,-0.5474,1.778
16.736420,-0.6406,0.5831,-0.6943,1.110
16.741638,-0.0125,-1.2779,0.2588,1.304
16.745717,-0.0021,-0.1842,0.2453,0.307
16.751693,0.1099,0.5419,0.1917,0.585
16.755612,-0.0237,0.1724,0.0249,0.176
16.760004,0.0458,0.0077,-0.1017,0.112
16.765205,0.2579,0.0174,-0.0752,0.269
16.770304,0.3005,0.0364,-0.0128,0.303
16.774888,0.1602,-0.0232,0.0497,0.169
16.780166,0.0144,-0.1062,0.1544,0.188
16.784135,-0.1803,-0.2478,0.2180,0.376
16.789028,-0.1290,0.0226,0.1671,0.212
16.794508,-0.0943,-0.0584,0.1022,0.151
16.798955,0.0877,-0.2124,-0.0140,0.230
16.803831,0.1881,0.0169,-0.0484,0.195
16.808193,0.0571,-0.0857,-0.0426,0.111
16.813212,0.0571,0.1167,-0.1010,0.165
16.818521,-0.0813,0.2511,-0.1329,0.296
16.823594,-0.0933,0.0997,-0.0033,0.137
16.827811,-0.0481,0.0041,0.0132,0.050
16.833015,-0.0987,-0.0526,-0.0470,0.121
16.837720,-0.0760,0.0790,-0.1590,0.193
16.843355,-0.0519,0.1835,-0.1443,0.239
16.847098,-0.1232,0.1377,-0.0517,0.192
16.852045,-0.0468,0.0210,0.0261,0.058
16.856802,0.0125,-0.0710,0.0509,0.088
16.862149,0.0289,-0.0222,0.0209,0.042
16.866651,0.0361,-0.0143,0.0199,0.044
16.871880,0.0483,-0.0968,0.0569,0.122
16.875786,0.0180,-0.1597,0.1008,0.190
16.881330,0.0240,-0.1035,0.0946,0.142
16.886063,0.0494,-0.1143,0.1006,0.160
16.891493,0.0868,-0.1181,0.1138,0.186
16.896124,0.0529,-0.1005,0.1507,0.189
16.900622,0.0361,-0.0879,0.0973,0.136
16.905266,0.0840,-0.1063,0.1540,0.205
16.910540,-0.0154,-0.1152,0.1368,0.180
16.915694,-0.0045,-0.0766,0.1056,0.131
16.920074,-0.0581,-0.0098,0.0343,0.068
16.924586,-0.0475,0.1468,-0.0934,0.180
16.930092,0.0013,0.0789,-0.0987,0.126
16.934425,0.1002,-0.1406,0.0886,0.194
16.939429,0.0846,-0.1067,0.1180,0.180
16.944453,0.0739,-0.0351,0.1381,0.161
16.949001,-0.0034,-0.0494,0.1084,0.119
16.953496,-0.0186,0.0005,0.1171,0.119
16.958589,-0.0651,0.0810,0.0639,0.122
16.963710,-0.0762,0.1444,-0.0627,0.175
16.967881,-0.0687,0.1671,-0.1434,0.231
16.973621,-0.0734,0.1706,-0.2143,0.284
16.978463,-0.0258,0.1100,-0.1947,0.225
16.982613,0.0168,0.0594,-0.1373,0.151
16.987756,0.0354,0.0281,-0.0661,0.080
16.991926,0.0019,0.0065,-0.0026,0.007
16.997083,-0.0053,-0.0125,-0.0182,0.023
17.002118,-0.0410,0.0399,-0.0550,0.079
17.006798,-0.0077,0.0278,-0.0557,0.063
17.011270,0.1037,0.0230,0.1457,0.180
17.016917,0.0010,-0.0271,0.1241,0.127
17.021712,-0.1222,-0.1647,0.1290,0.242
17.026241,-0.0048,-0.1561,0.0555,0.166
17.031029,0.0546,0.1704,-0.0006,0.179
17.036079,0.0924,0.0431,0.0649,0.121
17.040758,0.0137,-0.1354,0.0634,0.150
17.045233,0.0142,-0.0489,0.1070,0.118
17.050836,0.0027,0.0107,-0.0137,0.018
17.054837,-0.0088,-0.0037,-0.0387,0.040
17.060456,-0.0058,0.0437,-0.0612,0.075
17.064705,0.0255,0.0028,-0.1148,0.118
17.069759,0.0136,0.0859,-0.1469,0.171
17.074595,-0.0055,0.1136,-0.2028,0.233
17.078920,0.0467,0.1293,-0.1564,0.208
17.084250,0.0130,0.0713,-0.1533,0.170
17.089844,0.0055,0.0589,-0.1146,0.129
17.093654,-0.0161,0.0347,-0.0739,0.083
17.098474,0.0196,-0.0060,-0.0217,0.030
17.103527,-0.0021,-0.0178,0.0183,0.026
17.108182,-0.0094,-0.0152,0.0270,0.032
17.113065,-0.0119,0.0016,0.0408,0.043
17.118972,0.0118,-0.0269,0.0925,0.097
17.124199,0.1079,0.0829,0.0758,0.156
17.127684,0.1343,0.4102,-0.0811,0.439
17.132673,-0.0961,0.0914,-0.1466,0.198
17.136900,-0.0993,-0.0798,-0.1096,0.168
17.142456,-0.0835,0.0496,-0.1088,0.146
17.146981,0.0742,0.1661,-0.1246,0.220
17.151731,0.0504,0.1248,-0.1475,0.200
17.157349,-0.0204,-0.0705,-0.0231,0.077
17.161355,-0.0522,-0.2001,0.1190,0.239
17.166763,-0.0551,-0.1222,0.1390,0.193
17.171495,-0.0480,-0.1068,0.2066,0.237
17.175919,-0.1205,-0.3958,0.3683,0.554
17.180922,-0.1493,-0.5804,0.4857,0.771
17.186368,0.0204,-0.0033,0.0542,0.058
17.190426,0.1687,0.6095,-0.3470,0.721
17.195356,0.1377,0.3650,-0.2917,0.487
17.200128,0.0454,0.0061,-0.1823,0.188
17.205423,-0.0198,-0.0127,-0.0359,0.043
17.210001,-0.0322,-0.0694,0.1045,0.130
17.214530,-0.0015,-0.0568,0.1180,0.131
17.219464,0.0125,-0.1228,0.1908,0.227
17.224507,0.0174,-0.2239,0.2275,0.320
17.229522,0.0228,-0.1843,0.1499,0.239
17.234134,-0.0192,-0.2399,0.1892,0.306
17.239059,-0.0277,0.0586,-0.0212,0.068
17.244254,-0.0480,-0.0609,-0.0926,0.121
17.248416,-0.1061,-0.0036,-0.1923,0.220
17.254252,-0.0164,0.0246,-0.1894,0.192
17.258219,-0.0034,0.0074,-0.1274,0.128
17.263266,0.0615,0.0570,-0.1351,0.159
17.268272,0.0325,0.3034,-0.2925,0.423
17.273023,-0.0476,0.4627,-0.5958,0.756
17.277477,0.1358,0.5378,-0.4785,0.733
17.281946,0.1303,0.3083,-0.2386,0.411
17.287730,0.0972,-0.0691,0.1229,0.171
17.293600,-0.0586,-0.4577,0.4128,0.619
17.296980,-0.0110,-0.2852,0.3566,0.457
17.302052,0.0199,-0.0882,0.2870,0.301
17.307842,-0.1544,-0.2351,0.3698,0.465
17.312197,0.0506,-0.9364,0.7712,1.214
17.316935,-0.0733,-0.1909,0.5414,0.579
17.320709,-0.2137,-0.0948,0.0995,0.254
17.325432,-0.0285,0.1812,-0.3099,0.360
17.331953,-0.0186,0.4717,-0.5928,0.758
17.336378,0.0791,0.3110,-0.4510,0.554
17.341271,0.0909,0.0660,-0.2369,0.262
17.345575,-0.0710,-0.0890,-0.1030,0.154
17.351232,0.0225,0.0684,0.0683,0.099
17.355275,0.0324,-0.0891,0.1928,0.215
17.360440,0.0843,-0.0361,0.0577,0.108
17.364376,0.2069,0.3892,-0.2638,0.514
17.369769,-0.0467,0.1795,-0.2553,0.316
17.374659,-0.1250,-0.0974,-0.0860,0.180
17.379204,-0.1531,-0.0394,0.0036,0.158
17.383585,-0.0999,-0.0366,0.1446,0.180
17.388799,-0.0520,-0.0790,0.1039,0.141
17.394037,-0.0067,-0.0546,0.0425,0.069
17.398495,0.0167,0.0433,-0.0209,0.051
17.402884,0.0421,0.1286,-0.0737,0.154
17.409047,0.0746,0.0113,0.0976,0.123
17.413020,0.0502,-0.1123,0.2772,0.303
17.417893,0.0189,-0.1920,0.3152,0.370
17.423118,-0.0360,-0.0717,0.1704,0.188
17.427613,-0.0170,0.0358,-0.0090,0.041
17.431850,0.0137,0.0736,-0.0990,0.124
17.437054,0.0252,0.0636,-0.1554,0.170
17.441626,0.0244,0.0704,-0.1966,0.210
17.446470,0.1186,0.1388,-0.1018,0.209
17.452953,0.0698,0.0333,0.0179,0.079
17.456593,-0.0352,-0.1237,0.0488,0.138
17.460559,-0.0871,-0.1678,0.0625,0.199
17.465964,-0.0960,0.0093,-0.0309,0.101
17.471643,-0.0552,0.1304,-0.1569,0.211
17.479142,0.0118,-0.0084,-0.1039,0.105
17.480761,-0.0214,-0.0915,-0.0107,0.095
17.484977,0.0289,-0.0410,0.1143,0.125
17.490612,-0.0618,0.0663,-0.0894,0.127
17.496245,0.0853,0.2249,-0.2652,0.358
17.499547,0.0082,0.1828,-0.2522,0.312
17.504812,0.0434,-0.0157,-0.1017,0.112
17.509568,0.1307,0.0486,0.0009,0.139
17.514742,0.1604,0.0292,0.1454,0.218
17.519613,0.0433,-0.1327,0.2058,0.249
17.524368,-0.0489,-0.2695,0.2376,0.363
17.528146,-0.0758,-0.2058,0.4384,0.490
17.532914,-0.1806,-0.3374,0.5301,0.654
17.537971,-0.1278,-0.1404,0.4195,0.460
17.542897,-0.1465,-0.5337,0.4636,0.722
17.547579,-0.1325,-0.0049,-0.0009,0.133
17.552452,-0.2619,0.2729,-0.5413,0.660
17.557212,-0.0773,0.2398,-0.6455,0.693
17.563025,0.0558,0.3471,-0.5661,0.666
17.567615,0.1147,0.1827,-0.2903,0.362
17.571916,0.0663,-0.0871,-0.0019,0.110
17.576804,0.1227,-0.0223,0.2967,0.322
17.582764,0.0981,0.0063,0.2964,0.312
17.586873,0.0975,-0.0769,0.2420,0.272
17.590979,0.0187,-0.0787,0.1595,0.179
17.596736,-0.0432,-0.0258,-0.0220,0.055
17.601989,0.0283,0.0908,-0.0904,0.131
17.606209,0.0376,0.0473,-0.0466,0.076
17.611032,0.0256,0.0397,-0.0884,0.100
17.616145,0.0949,-0.0819,0.0148,0.126
17.621164,-0.0072,-0.0838,0.0295,0.089
17.625473,-0.0112,-0.0619,0.0823,0.104
17.630962,-0.0530,-0.0189,0.1014,0.116
17.635401,-0.0112,0.0119,0.0133,0.021
17.640048,-0.0456,-0.0455,0.0093,0.065
17.644644,0.0631,0.0210,0.0484,0.082
17.650093,0.0455,-0.0106,0.0022,0.047
17.654775,0.0691,-0.0373,0.0848,0.116
17.659357,0.0743,-0.0783,-0.0151,0.109
17.663966,0.3377,-0.0197,0.0673,0.345
17.669448,0.3231,-0.2091,0.1635,0.418
17.674263,0.2385,-0.2239,-0.0251,0.328
17.678952,0.3093,-0.2601,0.1606,0.435
17.683702,-0.0178,-0.2031,0.2089,0.292
17.688517,-0.1776,0.3334,-0.0326,0.379
17.693119,-0.1192,0.5620,-0.2233,0.616
17.698892,-0.3696,0.2764,-0.3787,0.597
17.703118,-0.4300,-0.0014,-0.3680,0.566
17.707504,-0.3586,0.2315,-0.4082,0.591
17.712456,-0.2699,0.3133,-0.3562,0.546
17.717809,-0.1754,0.1477,-0.2359,0.329
17.722808,-0.0746,-0.0000,0.0014,0.075
17.727793,-0.2002,-0.0515,-0.0222,0.208
17.731691,0.1031,-0.0101,0.0235,0.106
17.737805,0.1223,-0.0215,-0.0619,0.139
17.741838,0.2394,-0.0473,-0.0487,0.249
17.746124,0.1737,-0.1207,0.0024,0.212
17.751654,0.1401,-0.1865,0.0391,0.236
17.757248,0.1573,-0.0596,0.0353,0.172
17.761174,0.1300,-0.1074,0.1175,0.206
17.765454,0.1699,-0.2925,0.2588,0.426
17.771653,-0.0332,-0.2410,0.3254,0.406
17.776077,-0.2802,-0.1398,0.2866,0.425
17.780275,-0.2483,-0.0061,0.1722,0.302
17.785505,-0.0555,0.1172,-0.0032,0.130
17.790119,-0.0096,0.0995,-0.0916,0.136
17.795313,-0.0382,0.1011,-0.0272,0.111
17.800193,-0.1125,0.1124,0.0321,0.162
17.804587,-0.0534,0.1712,0.1647,0.244
17.810205,-0.0548,0.0801,0.0925,0.134
17.814776,0.0651,0.1084,0.1230,0.176
17.819033,-0.0366,-0.0179,-0.0004,0.041
17.824367,0.1242,0.0562,0.0248,0.139
17.828918,0.1348,0.0297,0.0051,0.138
17.833224,0.1362,-0.0417,0.0525,0.152
17.838412,0.1590,-0.0390,0.0357,0.168
17.843297,0.0630,0.0657,0.0141,0.092
17.847928,-0.0327,0.0605,-0.1095,0.129
17.853246,-0.0832,0.1340,-0.1913,0.248
17.857487,-0.0509,0.0075,0.0616,0.080
17.862555,-0.2500,0.0652,-0.0067,0.258
17.867072,-0.2249,0.0798,-0.2878,0.374
17.872355,-0.1403,-0.0649,-0.0627,0.167
17.877448,-0.2440,-0.2368,-0.1763,0.383
17.881546,0.1805,0.0461,-0.0010,0.186
17.886984,0.0130,0.1104,0.0388,0.118
17.891383,-0.0342,-0.0110,-0.3359,0.338
17.896699,0.1882,-0.1340,0.0540,0.237
17.901812,-0.1421,-0.1089,0.0903,0.201
17.905688,0.2559,-0.0463,0.1354,0.293
17.911508,0.0312,-0.0817,0.1931,0.212
17.915670,0.3102,-0.2357,0.1613,0.422
17.920311,0.0047,0.2978,-0.2223,0.372
17.925542,0.2844,-0.0756,0.1120,0.315
17.930560,0.0656,-0.0945,0.2399,0.266
17.935038,0.0265,-0.1037,0.3708,0.386
17.940891,-0.3599,-0.2906,0.0924,0.472
17.944922,-0.4620,0.3602,-0.3656,0.691
17.950350,0.0110,0.0749,-0.2045,0.218
17.954219,-0.1924,0.1246,-0.2559,0.343
17.959321,0.0479,0.0668,-0.1108,0.138
17.963671,-0.1320,0.0572,-0.2892,0.323
17.969614,0.1459,0.1305,-0.0620,0.205
17.975008,-0.1962,0.2889,-0.2604,0.436
17.978382,0.5325,-0.2764,0.4690,0.762
17.983809,-0.2126,0.0085,-0.2085,0.298
17.988234,0.4125,-0.0941,0.4089,0.588
17.992607,-0.0810,-0.1222,-0.1944,0.243
17.998680,0.2657,0.0445,-0.0094,0.270
18.004146,-0.0556,-0.0654,-0.2365,0.252
18.007922,0.0342,0.2338,-0.1460,0.278
18.012567,-0.1426,-0.0748,-0.0133,0.162
18.017716,0.1545,-0.1482,0.3772,0.434
18.021753,-0.1019,-0.0809,0.2677,0.298
18.026552,-0.0671,-0.1493,0.1466,0.220
