time,gFx,gFy,gFz,TgF
34.267761862,-0.2941,-0.3146,-0.2191,0.483
34.269971497,-0.2936,-0.3117,-0.2199,0.481
34.272538945,-0.2912,-0.3061,-0.2243,0.478
34.27497207,-0.2939,-0.3007,-0.2226,0.476
34.27747681,-0.2973,-0.2966,-0.2204,0.474
34.280043893,-0.3002,-0.2907,-0.2145,0.470
34.282580612,-0.2988,-0.2822,-0.2130,0.463
34.284800768,-0.2941,-0.2736,-0.2243,0.460
34.287087539,-0.2897,-0.2646,-0.2360,0.458
34.289351601,-0.2836,-0.2558,-0.2501,0.457
34.292145247,-0.2770,-0.2472,-0.2700,0.459
34.29433957,-0.2680,-0.2372,-0.2895,0.460
34.297136029,-0.2614,-0.2291,-0.3078,0.464
34.299530612,-0.2560,-0.2216,-0.3301,0.473
34.301838372,-0.2450,-0.2135,-0.3589,0.484
34.303843997,-0.2370,-0.2062,-0.3833,0.496
34.306290403,-0.2316,-0.1964,-0.3950,0.498
34.309005716,-0.2282,-0.1888,-0.4011,0.499
34.311475403,-0.2208,-0.1791,-0.4097,0.499
34.313467278,-0.2116,-0.1715,-0.4322,0.511
34.316075716,-0.2013,-0.1654,-0.4683,0.536
34.318340612,-0.2023,-0.1598,-0.4913,0.555
34.321632956,-0.2086,-0.1554,-0.5030,0.566
34.323612226,-0.2187,-0.1532,-0.5203,0.585
34.325704622,-0.2370,-0.1520,-0.5304,0.600
34.333437331,-0.2572,-0.1561,-0.5367,0.615
34.337208008,-0.2809,-0.1617,-0.5345,0.625
34.337762747,-0.3049,-0.1749,-0.5421,0.646
34.338259778,-0.3298,-0.1935,-0.5568,0.675
34.338745664,-0.3708,-0.2204,-0.5653,0.711
34.340083893,-0.4256,-0.2548,-0.5519,0.742
34.342435872,-0.4834,-0.2997,-0.5399,0.784
34.344660039,-0.5521,-0.3550,-0.5321,0.845
34.347155403,-0.6325,-0.4212,-0.5446,0.935
34.349665351,-0.7302,-0.4920,-0.5485,1.037
34.352038737,-0.8362,-0.5695,-0.5619,1.157
34.35443556,-0.9454,-0.6510,-0.6032,1.297
34.356799778,-1.0698,-0.7324,-0.6452,1.448
34.35924056,-1.1953,-0.8093,-0.7014,1.605
34.362831028,-1.3268,-0.8856,-0.7629,1.768
34.364106758,-1.4543,-0.9547,-0.8262,1.926
34.366952018,-1.5794,-1.0209,-0.8951,2.083
34.368746028,-1.7052,-1.0798,-0.9586,2.234
34.371353424,-1.8207,-1.1384,-1.0231,2.379
34.373661706,-1.9251,-1.1895,-1.0722,2.504
34.376301445,-2.0149,-1.2249,-1.0908,2.598
34.379656549,-2.0829,-1.2413,-1.0788,2.654
34.380817799,-2.1376,-1.2457,-1.0583,2.691
34.38330931,-2.1557,-1.2347,-1.0361,2.692
34.385897122,-2.1520,-1.2073,-1.0187,2.670
34.388217278,-2.1241,-1.1667,-1.0072,2.624
34.390428476,-2.0936,-1.1135,-0.9994,2.573
34.392919778,-2.0523,-1.0588,-1.0016,2.517
34.395740403,-2.0005,-0.9918,-1.0246,2.457
34.397608424,-1.9529,-0.9190,-1.0519,2.401
34.400522174,-1.8992,-0.8299,-1.0861,2.340
34.402477487,-1.8327,-0.7280,-1.1159,2.266
34.40489431,-1.7259,-0.6005,-1.1492,2.159
34.407509362,-1.5789,-0.4593,-1.1770,2.022
34.409818737,-1.4289,-0.3264,-1.1919,1.889
34.412805768,-1.2936,-0.2089,-1.2239,1.793
34.414896393,-1.1724,-0.1109,-1.2488,1.716
34.417346914,-1.0671,-0.0347,-1.2750,1.663
34.419341133,-0.9708,0.0259,-1.2872,1.612
34.422251133,-0.8885,0.0691,-1.2762,1.557
34.425013372,-0.8213,0.0921,-1.2300,1.482
34.426848633,-0.7810,0.0875,-1.1462,1.390
34.429686081,-0.7722,0.0533,-1.0282,1.287
34.431854153,-0.7905,-0.0134,-0.8902,1.191
34.434509778,-0.8257,-0.1016,-0.7370,1.111
34.436468685,-0.8690,-0.2082,-0.5751,1.063
34.438983945,-0.9188,-0.3330,-0.3904,1.052
34.443918008,-0.9694,-0.4681,-0.1903,1.093
34.444679466,-1.0175,-0.6122,0.0122,1.188
34.446894987,-1.0700,-0.7524,0.2123,1.325
34.449069466,-1.1145,-0.8758,0.4163,1.477
34.451823581,-1.1423,-0.9843,0.6081,1.626
34.454524258,-1.1426,-1.0737,0.7602,1.742
34.456474831,-1.1174,-1.1426,0.8502,1.810
34.460156549,-1.0681,-1.1931,0.8660,1.821
34.461187591,-1.0097,-1.2322,0.8211,1.792
34.463639674,-0.9642,-1.2716,0.7119,1.747
34.466156237,-0.9371,-1.3146,0.5829,1.716
34.468556028,-0.8946,-1.3451,0.4351,1.673
34.47147181,-0.8804,-1.4052,0.2802,1.682
34.473446914,-0.8919,-1.4814,0.1383,1.735
34.475605351,-0.9063,-1.5664,0.0076,1.810
34.478611237,-0.9046,-1.6627,-0.1087,1.896
34.481249726,-0.8980,-1.7853,-0.2897,2.019
34.483472695,-0.8824,-1.9212,-0.4666,2.165
34.485857122,-0.8348,-2.0733,-0.6811,2.337
34.487721289,-0.7336,-2.2417,-0.9317,2.536
34.490140716,-0.6310,-2.3795,-1.1238,2.706
34.492737331,-0.5770,-2.4410,-1.1768,2.771
34.495304518,-0.5746,-2.3997,-1.1389,2.718
34.497863528,-0.6110,-2.2764,-1.1150,2.607
34.499983008,-0.6537,-2.1034,-1.1316,2.476
34.502952278,-0.6833,-1.9004,-1.1299,2.314
34.506013268,-0.6987,-1.6803,-1.1128,2.133
34.50829082,-0.6904,-1.4780,-1.0647,1.948
34.509560976,-0.6738,-1.3107,-0.9745,1.767
34.51220207,-0.6640,-1.1741,-0.8147,1.576
34.515213893,-0.6549,-1.0664,-0.6098,1.392
34.518083164,-0.6479,-0.9784,-0.3906,1.237
34.519467799,-0.6471,-0.9029,-0.1984,1.128
34.522477747,-0.6357,-0.8304,-0.0276,1.046
34.523689987,-0.5995,-0.7580,0.1454,0.977
34.527286601,-0.5587,-0.6997,0.2822,0.939
34.528808216,-0.5318,-0.6552,0.3792,0.925
34.531754362,-0.5213,-0.6188,0.4310,0.917
34.533353789,-0.5106,-0.5829,0.4656,0.904
34.535960976,-0.4881,-0.5431,0.4945,0.882
34.538217851,-0.4581,-0.5018,0.5228,0.857
34.540727747,-0.4251,-0.4593,0.5575,0.838
34.543779153,-0.3826,-0.4207,0.5917,0.821
34.545831914,-0.3403,-0.3831,0.6159,0.801
34.548007591,-0.3049,-0.3432,0.6286,0.778
34.550713216,-0.2785,-0.3083,0.6303,0.755
34.554987226,-0.2621,-0.2736,0.6239,0.730
34.555806653,-0.2423,-0.2455,0.6059,0.697
34.558185508,-0.2267,-0.2233,0.5868,0.668
34.560321028,-0.2091,-0.1993,0.5753,0.644
34.562991133,-0.1881,-0.1742,0.5587,0.615
34.571274935,-0.1673,-0.1476,0.5616,0.604
34.571934049,-0.1437,-0.1236,0.5636,0.595
34.572502122,-0.1192,-0.1014,0.5565,0.578
34.573044049,-0.1011,-0.0867,0.5435,0.560
34.574551445,-0.0931,-0.0740,0.5262,0.539
34.576871445,-0.0877,-0.0630,0.5067,0.518
34.579933633,-0.0806,-0.0547,0.4839,0.494
34.582482851,-0.0765,-0.0506,0.4566,0.466
34.584361966,-0.0723,-0.0484,0.4268,0.436
34.586821393,-0.0735,-0.0474,0.3911,0.401
34.589047122,-0.0738,-0.0552,0.3503,0.362
34.59174306,-0.0850,-0.0721,0.3015,0.321
34.59420832,-0.1075,-0.0977,0.2492,0.288
34.596726393,-0.1405,-0.1265,0.2055,0.279
34.59880233,-0.1766,-0.1551,0.1691,0.290
34.601470924,-0.2138,-0.1876,0.1390,0.317
34.603840664,-0.2511,-0.2240,0.1202,0.357
34.606953841,-0.2836,-0.2626,0.1070,0.401
34.608344622,-0.3188,-0.3007,0.0997,0.449
34.611352435,-0.3552,-0.3415,0.0926,0.501
34.613305351,-0.3955,-0.3845,0.0880,0.559
34.615602799,-0.4366,-0.4263,0.0919,0.617
34.618334726,-0.4795,-0.4688,0.0953,0.677
34.621655143,-0.5225,-0.5167,0.0938,0.741
34.623425299,-0.5658,-0.5675,0.0852,0.806
34.62543707,-0.6156,-0.6176,0.0804,0.876
34.628372122,-0.6655,-0.6713,0.0779,0.948
34.630626289,-0.7168,-0.7292,0.0813,1.026
34.632732643,-0.7727,-0.7849,0.0894,1.105
34.635258841,-0.8331,-0.8438,0.0926,1.189
34.637856862,-0.8919,-0.9017,0.0897,1.271
34.640520039,-0.9496,-0.9635,0.0660,1.354
34.642290872,-1.0072,-1.0290,0.0205,1.440
34.64438931,-1.0625,-1.0966,-0.0367,1.527
34.64740608,-1.1147,-1.1645,-0.0924,1.615
34.649100716,-1.1670,-1.2264,-0.1395,1.699
34.651750924,-1.2080,-1.2781,-0.1774,1.768
34.654623893,-1.2352,-1.3199,-0.2006,1.819
34.656769778,-1.2545,-1.3480,-0.2040,1.853
34.658776862,-1.2569,-1.3610,-0.1988,1.863
34.662544205,-1.2442,-1.3563,-0.1861,1.850
34.663998268,-1.2115,-1.3331,-0.1720,1.810
34.66667608,-1.1572,-1.2955,-0.1556,1.744
34.668378424,-1.0918,-1.2464,-0.1532,1.664
34.671362278,-1.0246,-1.1907,-0.1620,1.579
34.673338476,-0.9603,-1.1309,-0.1754,1.494
34.676135768,-0.9027,-1.0764,-0.2013,1.419
34.678671341,-0.8494,-1.0287,-0.2321,1.354
34.680449622,-0.7967,-0.9838,-0.2660,1.294
34.682864153,-0.7483,-0.9427,-0.3271,1.247
34.685609883,-0.6794,-0.8919,-0.3642,1.179
34.688789258,-0.6032,-0.8450,-0.4471,1.130
34.69010733,-0.5316,-0.7971,-0.5587,1.109
34.692587539,-0.4695,-0.7512,-0.6733,1.113
34.69573306,-0.4226,-0.7058,-0.8235,1.164
34.697466601,-0.3897,-0.6674,-0.9786,1.247
34.699732643,-0.3698,-0.6342,-1.1008,1.323
34.702884778,-0.3645,-0.6166,-1.1367,1.344
34.705802591,-0.3799,-0.6203,-1.0370,1.267
34.707519049,-0.4107,-0.6325,-0.8511,1.137
34.70990582,-0.4498,-0.6476,-0.7200,1.068
34.712028893,-0.4967,-0.6599,-0.6029,1.023
34.714883685,-0.5487,-0.6674,-0.4993,0.998
34.716948685,-0.5958,-0.6733,-0.4155,0.990
34.719414362,-0.6381,-0.6787,-0.3464,0.994
34.722732643,-0.6804,-0.6860,-0.2929,1.010
34.725583737,-0.7180,-0.6923,-0.2555,1.030
34.727191185,-0.7517,-0.6955,-0.2335,1.050
34.729898268,-0.7793,-0.6965,-0.2182,1.068
34.732078268,-0.8025,-0.6977,-0.2052,1.083
34.73483556,-0.8213,-0.6989,-0.1918,1.095
34.736965768,-0.8348,-0.6984,-0.1793,1.103
34.739354882,-0.8426,-0.6943,-0.1644,1.104
34.743035716,-0.8465,-0.6862,-0.1500,1.100
34.744119205,-0.8433,-0.6765,-0.1341,1.089
34.746655612,-0.8353,-0.6625,-0.1192,1.073
34.74875431,-0.8228,-0.6481,-0.1021,1.052
34.754101028,-0.8079,-0.6337,-0.0791,1.030
34.75505582,-0.7927,-0.6181,-0.0540,1.007
34.756209257,-0.7803,-0.6015,-0.0254,0.986
34.759725872,-0.7700,-0.5863,0.0012,0.968
34.761485455,-0.7576,-0.5717,0.0178,0.949
34.76386681,-0.7456,-0.5572,0.0266,0.931
34.766600872,-0.7351,-0.5423,0.0413,0.914
34.768116132,-0.7275,-0.5286,0.0584,0.901
34.771296549,-0.7243,-0.5203,0.0716,0.895
34.773246601,-0.7170,-0.5138,0.0860,0.886
34.775362435,-0.7058,-0.5040,0.1021,0.873
34.778560091,-0.6906,-0.4898,0.1256,0.856
34.78035207,-0.6767,-0.4759,0.1532,0.841
34.784044101,-0.6606,-0.4627,0.1815,0.827
34.785527539,-0.6452,-0.4515,0.2045,0.814
34.788978945,-0.6283,-0.4412,0.2252,0.800
34.78997306,-0.6117,-0.4310,0.2453,0.787
34.793634101,-0.6010,-0.4268,0.2636,0.783
34.795116914,-0.5975,-0.4219,0.2805,0.783
34.797855039,-0.5968,-0.4168,0.2941,0.785
34.799450872,-0.5992,-0.4170,0.3037,0.791
34.802367747,-0.6051,-0.4185,0.3100,0.798
34.804669362,-0.6142,-0.4190,0.3085,0.805
34.80910832,-0.6220,-0.4224,0.3027,0.810
34.810309257,-0.6317,-0.4273,0.2885,0.815
34.812191132,-0.6493,-0.4339,0.2685,0.826
34.813952591,-0.6662,-0.4434,0.2431,0.836
34.817072122,-0.6796,-0.4502,0.2128,0.843
34.818787695,-0.6940,-0.4585,0.1818,0.851
34.821644622,-0.7082,-0.4666,0.1476,0.861
34.824591445,-0.7241,-0.4783,0.1082,0.875
34.826214362,-0.7400,-0.4915,0.0664,0.891
34.828718528,-0.7607,-0.5079,0.0212,0.915
34.830831549,-0.7779,-0.5223,-0.0217,0.937
34.83314733,-0.7940,-0.5355,-0.0608,0.960
34.835662487,-0.8096,-0.5489,-0.0919,0.982
34.837969205,-0.8235,-0.5641,-0.1221,1.006
34.84101681,-0.8343,-0.5778,-0.1459,1.025
34.84291806,-0.8450,-0.5902,-0.1666,1.044
34.84527332,-0.8538,-0.5985,-0.1815,1.058
34.847692695,-0.8604,-0.6098,-0.1927,1.072
34.85016806,-0.8631,-0.6166,-0.2033,1.080
34.852604153,-0.8663,-0.6215,-0.2106,1.087
34.854968112,-0.8677,-0.6234,-0.2182,1.091
34.858192591,-0.8660,-0.6249,-0.2216,1.091
34.85972983,-0.8646,-0.6278,-0.2206,1.091
34.862191497,-0.8636,-0.6291,-0.2174,1.090
34.864864049,-0.8607,-0.6325,-0.2172,1.090
34.867048164,-0.8572,-0.6342,-0.2162,1.088
34.869489153,-0.8484,-0.6359,-0.2125,1.081
34.872051132,-0.8389,-0.6379,-0.2103,1.075
34.874976393,-0.8296,-0.6396,-0.2062,1.068
34.876754622,-0.8169,-0.6413,-0.2038,1.058
34.879666966,-0.8059,-0.6427,-0.2020,1.050
34.881972539,-0.7903,-0.6427,-0.2013,1.038
34.885204882,-0.7764,-0.6462,-0.1993,1.030
34.887493476,-0.7634,-0.6498,-0.1993,1.022
34.888980716,-0.7475,-0.6530,-0.1984,1.012
34.892025091,-0.7300,-0.6559,-0.1991,1.001
34.893762539,-0.7124,-0.6633,-0.2013,0.994
34.895969987,-0.6955,-0.6706,-0.2006,0.987
34.898638945,-0.6787,-0.6811,-0.1986,0.982
34.901200143,-0.6613,-0.6906,-0.1979,0.976
34.903319414,-0.6437,-0.6982,-0.1942,0.969
34.905697851,-0.6288,-0.7099,-0.1879,0.967
34.908477851,-0.6169,-0.7170,-0.1800,0.963
34.911144257,-0.6037,-0.7217,-0.1725,0.957
34.913071445,-0.5931,-0.7236,-0.1617,0.950
34.915560351,-0.5883,-0.7297,-0.1495,0.949
34.91793483,-0.5887,-0.7314,-0.1368,0.949
34.920144049,-0.5900,-0.7348,-0.1197,0.950
34.922839882,-0.5924,-0.7392,-0.1031,0.953
34.925314726,-0.5948,-0.7444,-0.0852,0.957
34.928321393,-0.5990,-0.7475,-0.0669,0.960
34.930720924,-0.6020,-0.7534,-0.0467,0.965
34.933018632,-0.6059,-0.7568,-0.0242,0.970
34.934662695,-0.6120,-0.7595,-0.0049,0.975
34.937645195,-0.6203,-0.7641,0.0137,0.984
34.939801445,-0.6310,-0.7698,0.0315,0.996
34.942297539,-0.6449,-0.7747,0.0462,1.009
34.944544726,-0.6586,-0.7776,0.0535,1.020
34.947124466,-0.6696,-0.7813,0.0552,1.030
34.949378841,-0.6872,-0.7832,0.0530,1.043
34.952011757,-0.7055,-0.7847,0.0498,1.056
34.954796862,-0.7283,-0.7844,0.0457,1.071
34.957615299,-0.7549,-0.7805,0.0386,1.087
34.958921601,-0.7805,-0.7744,0.0301,1.100
34.96194108,-0.8042,-0.7705,0.0215,1.114
34.963764049,-0.8316,-0.7627,0.0166,1.129
34.966299362,-0.8602,-0.7522,0.0186,1.143
34.968582382,-0.8836,-0.7397,0.0234,1.153
34.971491549,-0.9076,-0.7265,0.0283,1.163
34.973376862,-0.9295,-0.7094,0.0347,1.170
34.976400716,-0.9469,-0.6911,0.0423,1.173
34.978218737,-0.9620,-0.6716,0.0508,1.174
34.980486549,-0.9743,-0.6491,0.0596,1.172
34.983186237,-0.9860,-0.6276,0.0672,1.171
34.985691601,-0.9948,-0.6066,0.0718,1.167
34.988000299,-1.0021,-0.5848,0.0745,1.163
34.990969309,-1.0099,-0.5677,0.0750,1.161
34.992790612,-1.0204,-0.5499,0.0713,1.161
34.995279153,-1.0312,-0.5372,0.0630,1.164
34.998078632,-1.0434,-0.5289,0.0464,1.171
35.000261757,-1.0566,-0.5201,0.0286,1.178
35.003321914,-1.0722,-0.5177,0.0037,1.191
35.005254205,-1.0935,-0.5208,-0.0259,1.211
35.012277955,-1.1137,-0.5284,-0.0584,1.234
35.013071914,-1.1335,-0.5365,-0.0941,1.258
35.013642747,-1.1545,-0.5465,-0.1307,1.284
35.01508582,-1.1731,-0.5602,-0.1634,1.310
35.026309674,-1.1880,-0.5765,-0.1901,1.334
35.026966341,-1.1963,-0.5951,-0.2143,1.353
35.027731809,-1.1961,-0.6112,-0.2328,1.363
35.028015507,-1.1888,-0.6269,-0.2431,1.366
35.036717018,-1.1822,-0.6405,-0.2414,1.366
35.037325039,-1.1812,-0.6552,-0.2340,1.371
35.037624518,-1.1797,-0.6686,-0.2230,1.374
35.037915351,-1.1824,-0.6884,-0.2118,1.385
35.038175195,-1.1963,-0.7141,-0.1993,1.407
35.038437851,-1.2210,-0.7475,-0.1910,1.444
35.041030091,-1.2503,-0.7847,-0.1908,1.488
35.04338707,-1.2789,-0.8206,-0.1988,1.532
35.046138632,-1.3089,-0.8555,-0.2118,1.578
35.047912747,-1.3253,-0.8902,-0.2304,1.613
35.050529466,-1.3458,-0.9251,-0.2560,1.653
35.052864726,-1.3629,-0.9584,-0.2902,1.691
35.055145143,-1.3771,-0.9901,-0.3257,1.727
35.057694414,-1.3878,-1.0180,-0.3613,1.759
35.060050195,-1.3961,-1.0424,-0.3941,1.786
35.062763112,-1.4000,-1.0529,-0.4119,1.800
35.064970924,-1.3991,-1.0519,-0.4129,1.798
35.067373632,-1.3903,-1.0385,-0.4065,1.782
35.069673684,-1.3817,-1.0148,-0.3909,1.758
35.072122591,-1.3720,-0.9808,-0.3564,1.724
35.07457858,-1.3634,-0.9430,-0.3005,1.685
35.077100143,-1.3566,-0.9037,-0.2282,1.646
35.079558372,-1.3463,-0.8619,-0.1554,1.606
35.082695924,-1.3378,-0.8267,-0.0946,1.575
35.084561601,-1.3270,-0.7881,-0.0523,1.544
35.086569987,-1.3114,-0.7544,-0.0203,1.513
35.092461237,-1.2994,-0.7241,0.0034,1.488
35.092968164,-1.2860,-0.6989,0.0183,1.464
35.094714362,-1.2716,-0.6750,0.0249,1.440
35.096419726,-1.2564,-0.6530,0.0278,1.416
35.098551184,-1.2386,-0.6347,0.0264,1.392
35.101420403,-1.2185,-0.6186,0.0237,1.367
35.103719518,-1.1985,-0.6056,0.0178,1.343
35.106197539,-1.1733,-0.5963,0.0081,1.316
35.108442955,-1.1511,-0.5919,-0.0015,1.294
35.111198059,-1.1265,-0.5880,-0.0073,1.271
35.11363832,-1.1008,-0.5868,-0.0085,1.247
35.115697851,-1.0722,-0.5897,-0.0100,1.224
35.11822207,-1.0451,-0.5953,-0.0100,1.203
35.120585351,-1.0153,-0.6027,-0.0181,1.181
35.123407487,-0.9848,-0.6144,-0.0291,1.161
35.126104987,-0.9537,-0.6293,-0.0411,1.143
35.128816393,-0.9239,-0.6496,-0.0567,1.131
35.131139466,-0.8954,-0.6762,-0.0833,1.125
35.133033684,-0.8690,-0.7128,-0.1190,1.130
35.135262903,-0.8411,-0.7558,-0.1666,1.143
35.138237018,-0.8130,-0.8006,-0.2140,1.161
35.141291341,-0.7869,-0.8555,-0.2602,1.191
35.143029309,-0.7654,-0.9115,-0.3110,1.230
35.145207539,-0.7424,-0.9708,-0.3603,1.274
35.147479466,-0.7224,-1.0319,-0.4019,1.322
35.149904778,-0.7087,-1.0927,-0.4383,1.374
35.152278424,-0.6984,-1.1514,-0.4651,1.425
35.155042434,-0.6940,-1.2051,-0.4830,1.472
35.15745358,-0.6933,-1.2567,-0.4913,1.517
35.159947539,-0.7021,-1.3019,-0.4884,1.558
35.163271289,-0.7126,-1.3421,-0.4754,1.592
35.164818476,-0.7197,-1.3781,-0.4515,1.619
35.167286862,-0.7297,-1.4108,-0.4351,1.647
35.169949205,-0.7471,-1.4352,-0.4221,1.672
35.173263528,-0.7703,-1.4528,-0.3928,1.691
35.174491236,-0.7871,-1.4651,-0.3440,1.698
35.176816393,-0.7896,-1.4741,-0.2888,1.697
35.179975299,-0.7822,-1.4831,-0.2577,1.696
35.18488108,-0.7705,-1.4841,-0.2416,1.690
35.185521184,-0.7539,-1.4785,-0.2328,1.676
35.186618164,-0.7307,-1.4673,-0.2238,1.654
35.188754934,-0.7026,-1.4509,-0.2145,1.626
35.191072539,-0.6804,-1.4291,-0.2008,1.596
35.194695872,-0.6518,-1.4022,-0.1825,1.557
35.19601207,-0.6234,-1.3685,-0.1639,1.513
35.198299153,-0.5978,-1.3295,-0.1485,1.465
35.200773841,-0.5668,-1.2823,-0.1341,1.408
35.202794778,-0.5372,-1.2268,-0.1195,1.345
35.205193789,-0.5177,-1.1743,-0.1124,1.288
35.207861289,-0.4986,-1.1184,-0.0958,1.228
35.209941393,-0.4688,-1.0539,-0.0562,1.155
35.212667591,-0.4546,-0.9913,-0.0212,1.091
35.214966966,-0.4593,-0.9388,0.0254,1.045
35.217942747,-0.4671,-0.8868,0.0955,1.007
35.219687747,-0.4791,-0.8404,0.1803,0.984
35.222631132,-0.5011,-0.8074,0.2406,0.980
35.225373528,-0.4923,-0.7558,0.2907,0.948
35.228089205,-0.4849,-0.6953,0.2951,0.898
35.230141341,-0.4945,-0.6457,0.3115,0.871
35.232234674,-0.5116,-0.5997,0.3486,0.862
35.234955664,-0.5352,-0.5572,0.3845,0.863
35.237607539,-0.5709,-0.5221,0.4099,0.876
35.23944082,-0.6105,-0.4950,0.4192,0.891
35.242415351,-0.6486,-0.4661,0.3975,0.892
35.244736445,-0.6848,-0.4427,0.3427,0.884
35.246965664,-0.7160,-0.4231,0.2545,0.870
35.249177174,-0.7573,-0.4131,0.1510,0.876
35.25188358,-0.7979,-0.4085,0.0432,0.897
35.254361341,-0.8321,-0.4089,-0.0672,0.930
35.256332695,-0.8719,-0.4121,-0.1703,0.979
35.258977747,-0.9027,-0.4114,-0.2399,1.021
35.261705507,-0.9229,-0.4053,-0.2775,1.046
35.263709205,-0.9395,-0.4016,-0.2932,1.063
35.266105716,-0.9493,-0.3965,-0.2870,1.068
35.268350507,-0.9530,-0.3958,-0.2751,1.068
35.270700872,-0.9611,-0.3958,-0.2604,1.071
35.273232903,-0.9728,-0.3972,-0.2418,1.078
35.275626341,-0.9784,-0.3960,-0.2145,1.077
35.277974309,-0.9784,-0.3987,-0.1893,1.073
35.280588528,-0.9811,-0.4036,-0.1691,1.074
35.283141028,-0.9887,-0.4077,-0.1517,1.080
35.285694257,-1.0004,-0.4097,-0.1373,1.090
35.287654986,-1.0031,-0.4085,-0.1197,1.090
35.290085507,-1.0058,-0.4067,-0.1090,1.090
35.292579674,-1.0077,-0.4070,-0.1043,1.092
35.295052643,-1.0102,-0.4053,-0.1007,1.093
35.297669518,-1.0014,-0.4063,-0.0887,1.084
35.299867851,-1.0014,-0.4060,-0.0755,1.083
35.30326207,-1.0004,-0.4009,-0.0664,1.080
35.304750351,-0.9938,-0.3997,-0.0537,1.072
35.307639361,-0.9823,-0.3972,-0.0506,1.061
35.310339778,-0.9721,-0.3975,-0.0518,1.051
35.312298216,-0.9508,-0.3972,-0.0472,1.032
35.315504205,-0.9303,-0.3982,-0.0442,1.013
35.316920091,-0.9168,-0.3977,-0.0367,1.000
35.319649934,-0.8976,-0.3977,-0.0256,0.982
35.321857851,-0.8716,-0.3963,-0.0188,0.958
35.324360195,-0.8281,-0.3958,-0.0164,0.918
35.32608832,-0.7602,-0.4021,-0.0073,0.860
35.328751914,-0.6867,-0.4124,-0.0012,0.801
35.333381757,-0.6217,-0.4258,0.0049,0.754
35.333908841,-0.5612,-0.4415,0.0110,0.714
35.335800143,-0.5086,-0.4583,0.0093,0.685
35.338301757,-0.4615,-0.4708,-0.0027,0.659
35.340407591,-0.4209,-0.4869,-0.0200,0.644
35.343041549,-0.3884,-0.5081,-0.0364,0.641
35.345864986,-0.3606,-0.5326,-0.0476,0.645
35.34861233,-0.3396,-0.5563,-0.0540,0.654
35.350313684,-0.3156,-0.5800,-0.0584,0.663
35.353619101,-0.2917,-0.5978,-0.0677,0.669
35.355248424,-0.2641,-0.6137,-0.0855,0.674
35.357511028,-0.2365,-0.6298,-0.1011,0.680
35.360173945,-0.2123,-0.6466,-0.1153,0.690
35.365181184,-0.1852,-0.6606,-0.1273,0.698
35.365757226,-0.1600,-0.6706,-0.1326,0.702
35.370710559,-0.1395,-0.6735,-0.1375,0.701
35.371491653,-0.1180,-0.6738,-0.1392,0.698
35.372568528,-0.1021,-0.6745,-0.1287,0.694
35.374852539,-0.0914,-0.6745,-0.1121,0.690
35.377654622,-0.0769,-0.6733,-0.1043,0.686
35.379911705,-0.0655,-0.6706,-0.0982,0.681
35.382305455,-0.0545,-0.6633,-0.0840,0.671
35.384368632,-0.0467,-0.6520,-0.0674,0.657
35.386662226,-0.0396,-0.6454,-0.0398,0.648
35.389397799,-0.0310,-0.6357,-0.0156,0.637
35.391848268,-0.0254,-0.6264,-0.0007,0.627
35.394461184,-0.0225,-0.6149,0.0044,0.615
35.396569413,-0.0225,-0.6056,0.0142,0.606
35.398954986,-0.0249,-0.5924,0.0225,0.593
35.401949205,-0.0254,-0.5785,0.0217,0.579
35.404135038,-0.0303,-0.5643,0.0129,0.565
35.406074466,-0.0371,-0.5497,0.0015,0.551
35.408708632,-0.0462,-0.5335,-0.0217,0.536
35.411031393,-0.0537,-0.5172,-0.0506,0.522
35.413305976,-0.0691,-0.5033,-0.0860,0.515
35.415968163,-0.0875,-0.4866,-0.1265,0.510
35.418231393,-0.1041,-0.4720,-0.1698,0.512
35.420648893,-0.1199,-0.4588,-0.2013,0.515
35.42297733,-0.1341,-0.4473,-0.2250,0.518
35.425670507,-0.1375,-0.4361,-0.2443,0.518
35.427807122,-0.1405,-0.4226,-0.2597,0.516
35.430299986,-0.1405,-0.4136,-0.2692,0.513
35.433122434,-0.1407,-0.4028,-0.2770,0.509
35.435276445,-0.1424,-0.3923,-0.2758,0.500
35.437574622,-0.1434,-0.3823,-0.2668,0.488
35.440048163,-0.1493,-0.3716,-0.2516,0.473
35.442664726,-0.1544,-0.3594,-0.2326,0.455
35.444823736,-0.1583,-0.3489,-0.2101,0.437
35.44719733,-0.1686,-0.3401,-0.1918,0.425
35.449752018,-0.1766,-0.3320,-0.1786,0.416
35.452720247,-0.1852,-0.3244,-0.1732,0.412
35.454614205,-0.1927,-0.3169,-0.1700,0.408
35.456976705,-0.1993,-0.3115,-0.1698,0.407
35.45937957,-0.2047,-0.3054,-0.1705,0.405
35.462643163,-0.2111,-0.3002,-0.1759,0.407
35.464059518,-0.2189,-0.2978,-0.1815,0.412
35.46655983,-0.2250,-0.2949,-0.1879,0.416
35.469475299,-0.2250,-0.2927,-0.1947,0.417
35.471840038,-0.2331,-0.2912,-0.2082,0.427
35.473958997,-0.2389,-0.2922,-0.2238,0.439
35.476176393,-0.2445,-0.2939,-0.2372,0.450
35.47920832,-0.2443,-0.2927,-0.2531,0.458
35.481421184,-0.2448,-0.2910,-0.2717,0.467
35.483242382,-0.2450,-0.2892,-0.2885,0.476
35.485662851,-0.2477,-0.2880,-0.3027,0.486
