time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
21.361556,-2.1345,0.9467,-0.0162,2.335
21.366337,-2.0479,0.9146,-0.3083,2.264
21.370858,-1.7528,0.8927,-0.4618,2.020
21.375782,-1.3928,0.7586,-0.5601,1.682
21.380611,-1.1065,0.6124,-0.1968,1.280
21.385768,-0.8264,0.3316,0.0780,0.894
21.390049,-0.6453,0.1980,0.3062,0.741
21.395269,-0.2204,0.0659,0.2004,0.305
21.399953,0.2441,0.0548,-0.1581,0.296
21.404682,0.6500,0.1382,-0.4319,0.793
21.409467,0.8970,0.3327,-0.2648,0.993
21.413883,1.0865,0.4251,0.0750,1.169
21.419206,1.2188,0.4993,0.4782,1.401
21.423919,1.3234,0.5627,0.7668,1.630
21.428414,1.3799,0.4534,0.5962,1.570
21.433902,1.5764,0.2801,-0.1338,1.607
21.438474,1.6302,0.1628,-0.6687,1.770
21.443027,1.5657,0.0177,-0.9202,1.816
21.449429,1.4309,-0.2510,-0.9300,1.725
21.452579,1.2476,-0.4568,-0.9071,1.609
21.458839,1.0872,-0.7073,-1.0624,1.677
21.463691,0.9617,-0.9093,-1.4554,1.967
21.467688,0.9093,-0.9886,-1.9545,2.372
21.471962,0.8582,-0.9887,-2.3231,2.667
21.477389,0.7730,-0.9169,-2.5664,2.833
21.482968,0.6878,-0.7976,-2.7184,2.915
21.487247,0.5931,-0.5254,-2.7384,2.851
21.492586,0.4911,-0.3348,-2.9705,3.029
21.497887,0.4085,-0.1681,-3.4755,3.503
21.502109,0.2811,0.0443,-3.7507,3.761
21.506891,0.1170,0.1276,-3.9584,3.962
21.510689,-0.2023,0.0768,-3.8168,3.823
21.515630,-0.4727,-0.1656,-3.4056,3.442
21.521705,-0.7131,-0.5590,-3.0006,3.134
21.525724,-0.7876,-1.0459,-2.6881,2.990
21.530173,-0.7256,-1.5089,-2.4730,2.986
21.535515,-0.5155,-1.8882,-2.3385,3.050
21.540989,-0.3487,-2.1433,-2.2793,3.148
21.545176,0.1297,-2.3286,-2.1157,3.149
21.550175,0.7292,-2.4485,-2.2279,3.390
21.554239,1.2904,-2.4263,-2.3287,3.602
21.559604,1.7625,-2.4627,-2.6741,4.040
21.563625,2.1021,-2.5024,-3.2400,4.602
21.569456,2.4670,-2.4834,-3.6200,5.036
21.574267,2.7453,-2.4681,-3.6474,5.190
21.578320,3.0861,-2.4402,-3.3298,5.154
21.583584,3.4743,-2.3570,-2.6794,4.981
21.588244,3.7636,-2.4930,-2.1760,5.011
21.593343,4.1976,-2.6489,-2.1364,5.404
21.598192,4.3665,-2.7668,-2.3322,5.671
21.602934,4.3195,-2.8662,-2.9091,5.944
21.609020,3.8675,-2.8564,-2.9445,5.638
21.612594,3.6380,-2.9071,-3.2867,5.700
21.618557,3.5318,-2.6930,-3.4480,5.623
21.623215,3.3145,-2.7953,-3.4429,5.537
21.627878,2.8953,-3.4222,-3.4406,5.651
21.631373,1.9942,-4.4466,-2.9926,5.719
21.637738,1.3210,-5.9822,-3.1391,6.884
21.641279,0.9542,-6.8464,-3.5999,7.794
21.646891,1.0961,-6.7377,-4.2957,8.065
21.651559,1.5906,-6.0106,-4.8876,7.909
21.655960,1.9954,-5.3858,-5.1172,7.692
21.660658,2.3513,-5.0856,-4.9441,7.472
21.665598,2.8143,-5.1048,-4.5513,7.395
21.670903,3.5051,-5.2254,-4.1021,7.511
21.675840,4.1967,-5.4499,-3.6557,7.790
21.680687,4.8706,-5.4556,-3.0614,7.928
21.685675,5.1669,-5.2602,-2.2186,7.700
21.690502,5.1845,-4.7644,-1.6916,7.242
21.695742,4.5870,-4.0722,-1.0556,6.224
21.699849,3.7868,-3.2536,-0.8853,5.070
21.704125,2.8851,-2.3923,-1.1049,3.907
21.709777,1.8059,-1.7036,-1.7412,3.032
21.714751,0.5767,-1.2184,-3.0353,3.321
21.719134,-0.8525,-1.0590,-4.5254,4.725
21.723369,-2.4477,-1.1994,-5.7933,6.403
21.729250,-4.0386,-1.5590,-6.5043,7.813
21.733837,-5.5225,-2.0721,-6.2209,8.573
21.738410,-6.6406,-2.5481,-4.9314,8.655
21.742875,-7.2313,-2.7988,-2.5949,8.177
21.748278,-7.3304,-2.8150,0.1602,7.854
21.753273,-7.1249,-2.7255,2.7318,8.103
21.758239,-6.6324,-2.5721,4.5341,8.436
21.762012,-5.9831,-2.3730,5.5393,8.492
21.767614,-5.2894,-2.1173,5.3796,7.836
21.771846,-4.5959,-1.8688,4.5021,6.699
21.776871,-3.9813,-1.6368,3.4750,5.532
21.781751,-3.4993,-1.3761,2.6979,4.628
21.787599,-3.0972,-1.1828,2.2750,4.021
21.791924,-2.7322,-1.1220,1.9417,3.535
21.797165,-2.3882,-1.0959,1.6482,3.102
21.801195,-1.9900,-1.0568,1.2489,2.576
21.805508,-1.4630,-0.9213,0.8093,1.909
21.810484,-0.7548,-0.7780,0.2314,1.108
21.816260,0.0017,-0.7008,-0.2186,0.734
21.820048,0.8637,-0.6417,-0.4262,1.157
21.824820,1.3510,-0.6131,-0.4012,1.537
21.830059,1.6004,-0.7224,-0.0863,1.758
21.835407,1.8162,-0.9578,0.6032,2.140
21.840045,1.7505,-1.2451,1.6109,2.685
21.845152,1.6707,-1.5767,2.4374,3.349
21.849376,1.7002,-1.7107,2.9046,3.775
21.854803,1.8399,-1.7307,2.8835,3.833
21.859030,1.8498,-1.7202,2.5990,3.624
21.863569,1.7658,-1.7294,2.2432,3.338
21.869365,1.5850,-1.7174,2.1008,3.142
21.873605,1.4800,-1.7180,2.0239,3.039
21.878369,1.1553,-1.6643,2.2116,2.999
21.883246,0.8727,-1.7003,2.5042,3.150
21.889519,0.7159,-1.6943,2.7709,3.326
21.892428,0.6040,-1.6517,3.0824,3.549
21.898178,0.4916,-1.6253,3.2963,3.708
21.903014,0.3604,-1.5605,3.5402,3.886
21.907702,0.2152,-1.4456,3.7312,4.007
21.912070,-0.0063,-1.3623,3.9985,4.224
21.917277,-0.1699,-1.1741,4.1719,4.337
21.921610,-0.4124,-0.9651,4.2630,4.390
21.927194,-0.5619,-0.7635,4.1990,4.305
21.932351,-0.7960,-0.5525,4.2822,4.390
21.936945,-1.0595,-0.2861,4.3296,4.466
21.941224,-1.3453,-0.0455,4.3180,4.523
21.945747,-1.7131,0.1796,4.3417,4.671
21.950787,-2.0007,0.4854,4.3492,4.812
21.955945,-2.2011,0.7671,4.4230,5.000
21.960554,-2.3793,1.0947,4.5714,5.269
21.965064,-2.3971,1.4999,4.6070,5.406
21.969931,-2.4369,1.8349,4.7731,5.665
21.974827,-2.4632,2.1598,5.0363,6.008
21.980249,-2.3660,2.5176,5.2608,6.294
21.984832,-2.1795,2.8390,5.3660,6.450
21.989953,-2.0448,3.0209,5.6711,6.743
21.995131,-1.8584,3.2307,5.7461,6.849
21.999954,-1.5293,3.4824,5.6326,6.796
22.003865,-1.4660,3.6060,5.7137,6.914
22.008867,-1.3401,3.8263,5.7408,7.028
22.015228,-1.2230,4.0379,5.6662,7.064
22.019917,-1.0782,4.2718,5.5739,7.105
22.023432,-0.9963,4.4754,5.4325,7.109
22.028213,-0.8747,4.6873,5.3757,7.186
22.033367,-0.8185,4.8191,5.3600,7.254
22.037940,-0.7325,4.9406,5.3681,7.332
22.042441,-0.6557,5.0736,5.3999,7.438
22.047627,-0.5241,5.1730,5.4407,7.526
22.051981,-0.3878,5.3126,5.3783,7.570
22.057683,-0.2620,5.4474,5.2940,7.601
22.062224,-0.0781,5.6589,5.2832,7.742
22.066688,0.1091,5.8632,5.2356,7.861
22.071558,0.2229,6.0605,5.0866,7.915
22.076306,0.4734,6.2342,4.9293,7.962
22.081349,0.5347,6.3964,4.9546,8.109
22.087190,0.6098,6.5759,4.9568,8.257
22.090852,0.6265,6.7201,4.9497,8.370
22.095520,0.6019,6.8984,4.8855,8.475
22.100586,0.4503,6.9933,4.6395,8.404
22.105540,0.2253,7.0262,4.3557,8.270
22.110516,-0.0311,6.9704,3.9190,7.997
22.114659,-0.3916,6.8087,3.3061,7.579
22.119911,-0.5707,6.5265,2.5125,7.017
22.124921,-0.7704,6.0086,1.8446,6.332
22.129443,-0.9869,5.2139,0.9782,5.396
22.134096,-1.1972,4.1319,-0.0387,4.302
22.139390,-1.5164,2.8884,-1.7696,3.711
22.143620,-1.6066,1.6075,-3.7485,4.384
22.150665,-1.4741,0.3250,-5.1758,5.391
22.153721,-1.2458,-1.0184,-5.8314,6.049
22.159294,-0.8322,-2.5587,-6.1019,6.669
22.164367,-0.0935,-4.4201,-6.7303,8.052
22.167907,0.7115,-6.5334,-8.1459,10.466
22.172537,1.4818,-8.9823,-10.7364,14.076
22.177806,2.1360,-11.6637,-13.3146,17.829
22.182625,2.7990,-14.1875,-15.3852,21.115
22.187294,3.2484,-16.2740,-16.8649,23.661
22.192557,3.3300,-17.0264,-17.2567,24.470
22.197712,3.7285,-15.7570,-16.6750,23.243
22.201890,3.9285,-12.5542,-15.4512,20.292
22.207219,3.1050,-8.6464,-12.9553,15.882
22.211400,2.9620,-5.2835,-10.2263,11.886
22.216619,3.3018,-2.5569,-7.6505,8.716
22.221207,3.6814,-0.4104,-5.7292,6.822
22.225697,4.0171,1.3623,-4.6053,6.261
22.230683,4.3316,2.8501,-3.9470,6.516
22.236806,4.4746,4.0288,-3.0761,6.761
22.241142,4.2301,4.8295,-1.6108,6.619
22.245584,2.9420,4.6790,0.4904,5.549
22.251379,0.8072,3.3395,1.8812,3.917
22.255678,-1.1956,1.4774,1.9482,2.722
22.260440,-3.0530,-0.7797,2.6022,4.087
22.265040,-5.1929,-3.6918,5.3007,8.288
22.272024,-6.4070,-6.0790,10.0446,13.375
22.275587,-6.2885,-7.0993,14.8723,17.639
22.279578,-5.1387,-7.1372,15.7307,18.022
22.284366,-3.5731,-6.7570,11.9807,14.211
22.289382,-2.2107,-6.5858,7.6594,10.341
22.294689,-1.5884,-6.9752,4.2034,8.297
22.299244,-1.8371,-7.8605,0.5787,8.093
22.303573,-3.1216,-8.7088,-4.1625,10.145
22.310059,-4.5981,-8.8521,-10.4141,14.421
22.313733,-4.6158,-7.5238,-16.1077,18.368
22.318113,-3.0689,-4.6783,-16.7427,17.653
22.323642,-0.1976,-1.2793,-8.8057,8.900
22.327486,1.9399,1.6308,1.6332,3.015
22.332839,2.9083,4.3521,11.1723,12.338
22.338427,3.3159,6.8453,18.2932,19.812
22.342687,3.3619,9.1083,23.0745,25.034
22.347332,2.8546,10.4481,24.6641,26.938
22.353544,1.4941,11.1985,21.8511,24.599
22.357793,-0.5379,11.0377,16.1861,19.599
22.361440,-2.6325,10.6147,10.5142,15.171
22.366510,-4.6473,10.1774,5.4694,12.454
22.371584,-6.7810,9.4030,0.7630,11.618
22.376078,-8.7781,7.6968,-2.9465,12.041
22.381345,-9.9611,4.8911,-4.2780,11.893
22.386752,-9.7383,2.1462,-2.8744,10.378
22.390164,-8.4215,-0.1780,-0.9526,8.477
22.395166,-6.6270,-1.9035,0.4257,6.908
22.400707,-4.3788,-3.0772,1.5953,5.585
22.405898,-1.7262,-3.8681,2.7290,5.039
22.410524,1.1567,-4.2727,3.5198,5.655
22.415497,3.5553,-4.4032,4.2269,7.064
22.420194,5.2822,-4.3004,4.4025,8.110
22.425193,6.1286,-3.9702,3.9564,8.305
22.429667,5.5317,-3.5958,3.4102,7.427
22.434368,4.2993,-3.1758,2.9111,6.086
22.439254,3.1365,-2.6007,2.9318,5.020
22.443712,2.0963,-1.9191,3.0893,4.198
22.449569,1.0523,-1.3106,3.1927,3.608
22.454076,0.0780,-0.7779,3.2118,3.306
22.458430,-0.7419,-0.2516,3.0622,3.161
22.463283,-1.3569,0.2562,2.7653,3.091
22.469735,-1.7077,0.8413,2.5648,3.194
22.473615,-1.9621,1.4079,2.4897,3.468
22.477872,-2.1343,1.8939,2.4779,3.779
22.482688,-2.2987,2.3782,2.5058,4.150
22.487582,-2.3950,2.6910,2.4158,4.337
22.492385,-2.5476,3.0166,2.3803,4.610
22.497092,-2.6884,3.1637,2.3687,4.780
22.503681,-2.8384,3.0631,2.2642,4.750
22.507622,-2.9179,2.7771,2.0152,4.504
22.511909,-2.9645,2.2870,1.7137,4.118
22.516475,-2.8254,1.7556,1.4412,3.625
22.521818,-2.4681,1.1616,1.1888,2.976
22.526834,-1.9184,0.7087,0.8850,2.228
22.530785,-1.2612,0.3920,0.6775,1.484
22.536187,-0.6011,0.1613,0.5583,0.836
22.540889,0.1112,0.0189,0.4448,0.459
22.545980,0.7384,-0.1691,0.3435,0.832
22.550324,1.2634,-0.4002,0.2513,1.349
22.554984,1.6957,-0.6577,0.1296,1.823
22.560032,2.0451,-0.7933,0.0881,2.195
22.565187,2.2979,-0.8887,0.0123,2.464
22.569920,2.4352,-0.9987,-0.0307,2.632
22.574321,2.5839,-0.9705,0.0190,2.760
22.579912,2.6726,-0.8663,-0.0632,2.810
22.584259,2.6705,-0.7459,-0.2933,2.788
22.590268,2.4777,-0.5353,-0.5676,2.598
22.593744,2.2905,-0.4087,-0.8488,2.477
22.599044,2.0637,-0.3445,-1.0792,2.354
22.604292,1.8055,-0.3308,-1.2342,2.212
22.608462,1.4890,-0.4054,-1.3116,2.025
22.613172,1.3217,-0.4462,-1.4525,2.014
22.617994,1.2297,-0.4367,-1.5115,1.997
22.623182,1.0613,-0.2860,-1.3270,1.723
22.627439,1.0455,-0.0877,-1.2140,1.605
22.632364,1.0044,0.1818,-0.9682,1.407
22.638515,0.9467,0.3980,-0.6940,1.240
22.642203,0.7744,0.6086,-0.5096,1.109
22.646936,0.5716,0.8491,-0.2794,1.061
22.651309,0.2937,0.9855,-0.2850,1.067
22.656433,-0.0180,1.0059,-0.4678,1.110
22.661924,-0.3005,0.9323,-0.8432,1.292
22.666100,-0.4722,0.8293,-1.2734,1.591
22.670692,-0.5613,0.6876,-1.4924,1.736
22.675418,-0.5513,0.4164,-1.6364,1.776
22.681415,-0.4806,0.0782,-1.6691,1.739
22.687129,-0.3372,-0.2049,-1.6265,1.674
22.690358,-0.1837,-0.5022,-1.7164,1.798
22.695498,-0.1509,-0.8616,-2.0271,2.208
22.700662,-0.0821,-1.1488,-2.0799,2.377
22.704846,0.1079,-1.4402,-2.2123,2.642
22.709971,0.1174,-1.7212,-2.3954,2.952
22.714940,0.0301,-1.9726,-2.6170,3.277
22.719926,-0.1537,-2.0891,-2.8818,3.563
22.724337,-0.3285,-1.9466,-3.1797,3.743
22.729856,-0.5133,-1.7245,-3.5105,3.945
22.734175,-0.5639,-1.3084,-3.6924,3.958
22.739485,-0.5422,-0.8587,-3.7016,3.838
22.743729,-0.4882,-0.5718,-3.8254,3.899
22.748635,-0.3104,-0.3567,-3.7909,3.820
22.753439,-0.1373,-0.3238,-3.5345,3.552
22.759564,0.1269,-0.4779,-3.0665,3.106
22.762919,0.4700,-0.7711,-2.6389,2.789
22.768644,0.9104,-0.9714,-1.9771,2.384
22.773154,1.3513,-1.2245,-1.6865,2.484
22.778111,1.7707,-1.5014,-1.7067,2.881
22.783163,2.0207,-1.5941,-1.5229,2.991
22.787293,2.2942,-1.7917,-1.3742,3.219
22.791661,2.4568,-1.9911,-1.3393,3.434
22.796961,2.6152,-2.0628,-1.1863,3.536
22.802534,2.5127,-2.3176,-1.4487,3.713
22.806371,2.2348,-2.5135,-2.0996,3.965
22.810874,1.9798,-2.5401,-2.8417,4.295
22.816425,1.8212,-2.5459,-3.4696,4.673
22.820576,1.9985,-2.0865,-3.1089,4.244
22.825663,2.2402,-1.6627,-2.2965,3.613
22.830345,2.4304,-1.3464,-1.4603,3.139
22.835993,2.3920,-1.3937,-1.3311,3.072
22.842064,2.1154,-1.6887,-1.9190,3.318
22.845555,1.9632,-2.0706,-3.0293,4.161
22.851242,1.7304,-2.2315,-3.6654,4.627
22.854622,1.5083,-2.3634,-3.2908,4.323
22.859869,1.3400,-2.5002,-2.5529,3.816
22.865128,1.2207,-2.5941,-2.0979,3.553
22.869117,0.9027,-2.7497,-2.4103,3.766
22.874707,0.6143,-2.9108,-3.7368,4.776
22.880670,0.1803,-3.1151,-5.1017,5.980
22.883582,-0.3231,-3.6161,-5.8390,6.876
22.889039,-0.8874,-4.4958,-5.3537,7.047
22.893725,-1.3697,-5.3619,-4.1532,6.919
22.900002,-1.1839,-6.1682,-3.3690,7.127
22.904020,-0.3521,-6.2388,-3.6247,7.224
22.908999,0.8231,-5.8938,-4.7413,7.609
22.912819,1.8718,-5.5516,-5.8515,8.280
22.919775,2.7182,-5.2647,-6.5738,8.850
22.938306,3.4851,-5.0668,-6.7334,9.119
22.940256,4.3640,-4.9074,-6.4836,9.228
22.940653,5.3372,-4.7987,-5.9616,9.330
22.941194,6.3058,-4.6956,-5.1592,9.404
22.951620,7.0412,-4.6229,-4.2468,9.433
22.952432,7.2541,-4.4946,-3.2034,9.115
22.952798,7.3617,-4.5938,-2.8185,9.124
22.970643,6.9416,-4.5119,-2.4104,8.623
22.971373,6.0128,-4.3283,-2.2835,7.753
22.971695,5.0627,-3.7373,-2.7556,6.870
22.971945,3.8713,-3.0719,-3.4023,6.000
22.975427,2.4328,-2.4308,-4.2491,5.466
22.980117,0.7971,-1.9630,-5.1585,5.577
22.985670,-1.0163,-1.8059,-5.7078,6.072
22.990793,-2.7021,-1.8670,-5.3599,6.286
22.995301,-4.0087,-1.9942,-3.8381,5.897
22.999755,-4.8433,-2.2428,-1.5458,5.557
23.005304,-5.4628,-2.6628,0.7901,6.128
23.009302,-5.8676,-3.2465,2.6502,7.211
23.013752,-6.1829,-3.8785,4.0130,8.329
23.019946,-6.4013,-4.4456,4.7622,9.133
23.023555,-6.5615,-4.8302,4.9792,9.549
23.028195,-6.4900,-4.9840,4.7605,9.467
23.033095,-6.2219,-4.8350,4.2500,8.953
23.037969,-5.7177,-4.3686,3.7330,8.106
23.043561,-5.0550,-3.6640,3.2398,7.034
23.048944,-4.3460,-2.9655,2.8152,5.967
23.053662,-3.7191,-2.4287,2.3687,5.034
23.058017,-3.1833,-1.9436,1.8830,4.178
23.062669,-2.5942,-1.5104,1.2309,3.244
23.067274,-2.0679,-1.1580,0.6037,2.446
23.072284,-1.5359,-0.9558,-0.0269,1.809
23.077134,-1.0046,-0.8728,-0.7079,1.507
23.081932,-0.4323,-0.8326,-1.1279,1.467
23.087494,0.1880,-0.8542,-0.9930,1.323
23.092085,0.9182,-0.9160,-0.2517,1.321
23.096262,1.5734,-1.0082,0.8537,2.054
23.101612,2.2291,-1.0517,1.9782,3.160
23.106697,2.8436,-1.0822,2.7434,4.097
23.111279,3.3849,-1.1139,3.1200,4.736
23.116033,3.7936,-1.1681,3.2053,5.102
23.121684,3.8268,-1.2926,3.2808,5.204
23.125625,3.5418,-1.4993,3.2956,5.065
23.130400,3.0225,-1.7525,3.2261,4.755
23.135771,2.3881,-1.9159,3.1666,4.405
23.140158,1.7836,-1.9303,3.2354,4.168
23.145097,1.2983,-1.8728,3.2602,3.978
23.152399,0.9777,-1.7605,3.2290,3.805
23.154493,0.7463,-1.5819,3.2987,3.734
23.160482,0.5882,-1.4305,3.6513,3.965
23.165916,0.3732,-1.2464,4.1814,4.379
23.169275,0.0843,-1.1304,4.4344,4.577
23.173708,-0.2387,-0.9699,4.6417,4.748
23.178631,-0.4649,-0.7649,4.7138,4.798
23.184483,-0.6121,-0.4744,4.5992,4.664
23.188574,-0.7551,-0.1507,4.4116,4.478
23.193093,-0.9395,0.1371,4.2759,4.380
23.198147,-1.1420,0.5094,4.2599,4.440
23.203322,-1.3301,0.8662,4.3879,4.666
23.207826,-1.6596,1.2589,4.7870,5.221
23.212565,-1.9394,1.5661,5.0897,5.667
23.218092,-2.0985,1.8627,5.2808,5.980
23.222311,-2.2424,2.2117,5.5511,6.382
23.226992,-2.3501,2.5776,5.6606,6.649
23.242253,-2.4528,2.9322,5.8534,6.991
23.245769,-2.3024,3.2706,5.9125,7.138
23.246526,-2.2524,3.5450,6.1285,7.430
23.246898,-2.1542,3.7739,6.2655,7.625
23.251739,-1.8858,3.9142,6.2533,7.614
23.255556,-1.7917,4.0348,6.4971,7.855
23.260684,-1.5822,4.1354,6.5049,7.869
23.265594,-1.5033,4.1607,6.4357,7.810
23.269974,-1.4370,4.2016,6.3783,7.772
23.275660,-1.3572,4.2386,6.2780,7.695
23.280388,-1.3420,4.2839,6.2299,7.679
23.285892,-1.2786,4.3830,6.1813,7.685
23.289997,-1.1380,4.4641,5.9980,7.563
23.294940,-1.0258,4.5203,5.8831,7.490
23.300860,-0.8659,4.6258,5.7911,7.462
23.304649,-0.6398,4.7330,5.7336,7.462
23.311645,-0.4691,4.9230,5.6343,7.497
23.314886,-0.2222,5.0930,5.3664,7.402
23.319732,0.0167,5.2457,5.1950,7.383
23.324306,0.1916,5.4601,5.2084,7.548
23.328253,0.2474,5.6505,5.2243,7.699
23.333708,0.2626,5.8456,5.2901,7.888
23.339361,0.2604,6.0745,5.2880,8.058
23.342931,0.2094,6.2802,5.3753,8.269
23.348393,0.0304,6.4699,5.3866,8.419
23.353477,-0.2472,6.5334,5.2356,8.376
23.358245,-0.7054,6.5375,4.9299,8.218
23.363788,-1.3248,6.5246,4.3384,7.947
23.369354,-1.6793,6.3319,3.5858,7.468
23.372905,-1.9886,6.0501,3.1530,7.106
23.376918,-2.1230,5.6502,2.4761,6.524
23.381699,-2.0745,5.0599,1.5037,5.672
23.386863,-2.0697,4.2667,0.3406,4.754
23.391244,-2.2645,3.1955,-1.0851,4.064
23.396149,-2.3397,2.0683,-2.8812,4.249
23.400805,-2.0432,1.0260,-4.4910,5.039
23.405288,-1.5942,-0.1230,-5.5260,5.753
23.410814,-1.0445,-1.3833,-6.3782,6.610
23.415579,-0.4391,-2.8675,-7.3131,7.867
23.421128,0.3191,-4.5233,-8.9535,10.036
23.425045,0.9471,-6.4613,-11.0327,12.821
23.429599,1.7843,-8.5398,-13.3366,15.937
23.436176,2.9827,-10.4256,-14.6569,18.232
23.439810,3.7035,-12.1419,-14.8238,19.516
23.444266,4.3589,-13.2766,-14.0525,19.818
23.448939,4.5736,-13.3657,-12.6537,18.965
23.454090,4.4712,-12.2787,-10.9771,17.066
23.460046,2.8924,-10.3136,-8.2988,13.550
23.463908,1.7667,-7.7359,-6.2022,10.071
23.469830,1.6650,-5.0766,-4.8986,7.248
23.474403,1.8283,-2.8447,-4.2001,5.392
23.478129,1.9100,-0.9987,-3.5931,4.190
23.483900,1.7723,0.5316,-2.9116,3.450
23.489542,1.4014,1.8303,-1.7972,2.923
23.492818,0.6261,2.8522,-0.1841,2.926
23.498884,-0.8033,3.1313,1.3056,3.486
23.502522,-2.6926,2.2974,1.7688,3.957
23.508081,-4.5087,0.9516,1.5604,4.865
23.512822,-6.1572,-0.3962,2.3241,6.593
23.516853,-7.3576,-1.6836,4.2891,8.681
23.521998,-7.9914,-2.7095,7.1043,11.031
23.526545,-8.0488,-3.4671,9.3105,12.786
23.531312,-6.8065,-3.7711,8.6453,11.631
23.536854,-5.2571,-3.8096,5.1467,8.285
23.541604,-4.2703,-4.1408,1.2643,6.081
23.546982,-3.4488,-4.7094,-1.1539,5.950
23.550886,-2.6378,-5.3812,-1.9451,6.301
23.556132,-1.6991,-5.9171,-1.9677,6.463
23.561129,-0.6426,-6.0401,-1.9540,6.381
23.565382,0.7472,-5.7589,-3.2452,6.652
23.570446,1.8057,-5.1714,-5.9137,8.061
23.575449,2.0278,-4.5373,-8.7901,10.098
23.580270,2.8380,-3.4594,-8.9601,10.015
23.585076,4.4069,-1.8258,-2.8611,5.562
23.590238,5.8862,0.1491,5.6473,8.159
23.594548,6.8496,2.2049,12.8929,14.765
23.600346,7.1994,4.1413,17.6993,19.551
23.604428,6.8434,5.8032,19.9000,21.829
23.609833,5.6800,7.1132,19.2838,21.324
23.619155,3.7146,7.7134,15.3307,17.559
23.619776,1.5586,7.8486,10.5134,13.212
23.623606,-0.4012,7.9269,7.2380,10.742
23.628612,-2.2934,7.8447,4.7793,9.468
23.633518,-4.3287,7.3051,2.3334,8.806
23.638590,-6.6352,6.2246,-0.7238,9.127
23.642791,-8.9130,4.5818,-4.6220,11.036
23.649661,-10.4083,2.5763,-7.7263,13.216
23.652635,-10.5350,0.7788,-7.3664,12.879
23.658629,-9.2095,-0.4369,-4.7073,10.352
23.662392,-7.4726,-1.1777,-1.8681,7.792
23.667371,-5.4016,-1.5432,0.3460,5.628
23.672093,-2.9004,-1.6730,1.8883,3.844
23.676296,-0.1238,-1.6253,3.1124,3.513
23.681545,2.4814,-1.5403,4.0826,5.020
23.686901,4.4218,-1.4841,4.7880,6.684
23.690911,5.3503,-1.4956,4.8471,7.373
23.696824,4.9280,-1.5523,4.0586,6.570
23.701019,3.6625,-1.7177,2.6275,4.824
23.705685,2.6399,-1.5478,1.6827,3.492
23.710507,1.9532,-1.0410,1.3417,2.588
23.715379,1.4412,-0.3488,1.3945,2.036
23.720162,1.0425,0.3730,1.5719,1.923
23.724644,0.6883,0.9854,1.7465,2.120
23.740983,0.3914,1.5147,1.8705,2.438
23.741951,0.0519,1.8795,1.7886,2.595
23.742692,-0.2649,2.0752,1.7051,2.699
23.744259,-0.5029,2.1544,1.5995,2.730
23.749414,-0.6998,2.0957,1.5236,2.684
23.754542,-0.7717,1.8539,1.3881,2.441
23.759592,-0.8351,1.5824,1.2615,2.189
23.763499,-0.7662,1.2120,1.1353,1.829
23.767927,-0.6013,0.8005,0.9909,1.409
23.773434,-0.4204,0.4247,0.8141,1.010
23.777765,-0.0789,0.1758,0.6596,0.687
23.783085,0.3572,-0.1232,0.5170,0.640
23.787957,0.7553,-0.3692,0.3494,0.910
23.793414,1.0883,-0.5265,0.2298,1.231
23.798173,1.2985,-0.6524,0.0899,1.456
23.802325,1.4595,-0.8117,-0.1335,1.675
23.806760,1.5737,-0.9636,-0.3789,1.884
23.811687,1.6238,-1.0317,-0.5994,2.015
23.816999,1.6697,-1.0186,-0.8097,2.117
23.821944,1.7160,-0.9124,-1.0223,2.196
23.826955,1.6122,-0.5723,-1.0105,1.987
23.831509,1.3589,-0.1111,-1.0495,1.721
23.837024,1.0166,0.4064,-0.8783,1.404
23.841502,0.6918,0.6571,-0.6928,1.179
23.846280,0.2894,0.8326,-0.4924,1.010
23.850938,-0.1487,0.9830,-0.2144,1.017
23.855653,-0.5214,1.0605,-0.0517,1.183
23.860729,-0.8516,1.1059,0.0397,1.396
23.865514,-1.1509,1.1095,-0.0208,1.599
23.870586,-1.3193,1.0813,-0.1941,1.717
23.875930,-1.3239,0.9760,-0.7066,1.790
23.880749,-1.3608,0.8678,-1.1037,1.955
23.885423,-1.4427,0.6899,-1.2562,2.034
23.890198,-1.3599,0.5335,-1.5378,2.121
23.894381,-1.1332,0.4681,-1.6856,2.084
23.899297,-0.7763,0.3528,-1.8793,2.064
23.905287,-0.3505,0.2501,-2.0164,2.062
23.908999,0.1386,0.1648,-2.0809,2.092
23.913520,0.5947,0.1304,-2.0190,2.109
23.919593,1.0824,0.1083,-2.0347,2.307
23.923949,1.4586,0.0505,-1.9685,2.451
23.928973,1.7438,-0.0123,-1.7683,2.484
23.933673,1.9705,-0.1499,-1.4653,2.460
23.939037,2.0610,-0.2713,-1.0735,2.340
23.942732,2.0545,-0.4104,-0.7126,2.213
23.947704,1.9563,-0.4354,-0.4079,2.045
23.952534,1.7159,-0.5185,-0.2350,1.808
23.957485,1.3401,-0.7477,-0.3633,1.577
23.962536,0.9361,-0.8286,-0.4479,1.328
23.967076,0.4033,-0.9477,-0.6584,1.222
23.972209,-0.2061,-0.9136,-1.0425,1.401
23.976558,-0.8416,-0.7502,-1.7474,2.080
23.981282,-1.3885,-0.4525,-2.6262,3.005
23.986823,-1.8062,0.0128,-3.4897,3.929
23.991359,-2.1277,0.4158,-4.1226,4.658
